t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel
1037,0.001,0.1312,0.3659,2220,1.037,0.0,0.0,0.001,0.1312,0.0
1091,0.0994,0.2156,0.0305,2220,1.091,0.0016470000000000013,2.874557278034663e-05,0.09939380241344192,0.21560285722085798,-6.211111111111106
1144,0.0867,0.3156,-9.878,2216,1.144,-0.5218869999999994,-0.009108646473355637,0.08957105246254479,0.3147971990992805,-186.95283018867948
1199,0.0789,0.411,-7.3171,2192,1.199,-0.9243275000000006,-0.016132558241727896,0.08551992682148289,0.40967371421223525,46.56181818181805
1253,0.044,0.4619,-2.7744,2132,1.253,-1.0741451000000002,-0.018747368639163747,0.052651170360650076,0.4609939959041265,84.12407407407434
1307,0.1444,0.5161,-1.7073,2102,1.307,-1.1663393000000002,-0.020356460980405902,0.15487532633988613,0.513053801556049,19.76111111111109
1360,0.1323,0.5354,-0.9451,2102,1.36,-1.2164296000000003,-0.02123070163871762,0.1436362482416416,0.5324707298913862,14.381132075471655
1415,0.0934,0.5696,-0.7927,2124,1.415,-1.2600281000000002,-0.021991639012648365,0.10590284319509302,0.5674084135816067,2.770909090909096
1469,0.1393,0.5807,0.6707,2148,1.469,-1.2238103000000002,-0.021359519154819564,0.15167075451143025,0.5775923841481408,27.099999999999977
1523,0.1344,0.5866,0.6098,2168,1.523,-1.1908811000000004,-0.02078479619477185,0.14656245372516147,0.5836800212085899,-1.1277777777777807
1576,0.132,0.613,1.0366,2188,1.576,-1.1359413000000003,-0.01982591579438467,0.14412654865366298,0.6102626794857959,8.05283018867922
1631,0.0917,0.6244,2.4085,2178,1.631,-1.0034738000000005,-0.017513921767499083,0.10262107014291977,0.6226982944915795,24.943636363636394
1685,0.1959,0.6446,1.2805,2192,1.685,-0.9343268000000005,-0.016307078949622564,0.20638503085658674,0.6413198804327881,-20.88888888888887
1739,0.1299,0.657,1.1585,2216,1.739,-0.8717678000000004,-0.01521521842286743,0.1398809769876874,0.6549475721590011,-2.259259259259255
1793,0.1241,0.6688,0.5183,2236,1.793,-0.8437796000000005,-0.014726732181160754,0.13393542552264803,0.6668999563578236,-11.855555555555595
1847,0.0734,0.6595,2.2866,2238,1.847,-0.7203032000000004,-0.012571662452651226,0.08168499275737501,0.6585251490704266,32.746296296296265
1901,0.1133,0.655,0.4878,2240,1.901,-0.6939620000000003,-0.012111921783724895,0.12122480442526068,0.6535797095932961,-33.31111111111108
1954,0.1203,0.6719,0.6707,2244,1.954,-0.6584149000000004,-0.011491507849189219,0.12801303118340082,0.6704732387256316,3.4509433962264184
2009,0.1125,0.6812,0.5488,2232,2.009,-0.6282309000000004,-0.01096469766776725,0.11996223982383966,0.6799255481421828,-2.216363636363639
2063,0.1135,0.6838,0.4878,2246,2.063,-0.6018897000000002,-0.010504956998840917,0.12067689494012812,0.6825699795827599,-1.1296296296296229
2117,0.1176,0.6854,0.6707,2244,2.117,-0.5656719000000003,-0.009872837141012118,0.12436100128559993,0.6842055695178483,3.387037037037047
2170,0.1444,0.6887,0.6098,2246,2.17,-0.5333525000000003,-0.009308757198743063,0.15080459219676118,0.687325996141837,-1.1490566037735854
2225,0.1543,0.6965,0.8232,2250,2.225,-0.4880765000000002,-0.008518541926610107,0.16022749429608033,0.6951603340752402,3.8799999999999892
2279,0.145,0.6927,0.4878,2250,2.279,-0.4617353000000003,-0.008058801257683778,0.15057756277332598,0.6915089931369259,-6.211111111111132
2333,0.1366,0.6911,0.5793,2250,2.333,-0.43045310000000014,-0.007512823870416406,0.1417882087281724,0.6900542542913971,1.6944444444444364
2386,0.1433,0.7013,0.3049,2240,2.386,-0.41429340000000014,-0.007230783899281878,0.14836715841106238,0.7002455043090436,-5.177358490566045
2441,0.1496,0.7052,0.5488,2252,2.441,-0.3841094000000003,-0.006703973717859913,0.15432424510977494,0.7041812461087686,4.434545454545477
2495,0.1517,0.7059,0.5488,2256,2.495,-0.3544742000000002,-0.006186741903372887,0.15606429004154626,0.7049479678485697,0.0
2549,0.1544,0.7055,0.6098,2258,2.549,-0.3215450000000003,-0.005612018943325172,0.15835682719296224,0.7046223990772492,1.1296296296296342
2603,0.1618,0.7167,0.6707,2258,2.603,-0.2853272000000001,-0.004979899085496366,0.16536707265579825,0.7158853688135077,1.1277777777777713
2657,0.2248,0.6959,0.6098,2262,2.657,-0.25239800000000023,-0.004405176125448652,0.22786337096758263,0.6949029674503411,-1.1277777777777807
2711,0.3757,2.9026,-24.2683,2262,2.711,-1.562886199999996,-0.02727751002398253,0.4547261188643523,2.8912733192872935,-460.70555555555705
2764,0.46,3.5718,-23.1707,2260,2.764,-2.7909332999999945,-0.04871097528855056,0.6333714385783095,3.5451651387196677,20.709433962264175
2819,0.5408,4.1245,-49.1463,2260,2.819,-5.493979800000002,-0.0958880365480596,0.9332001358507318,4.053776313075029,-472.2836363636349
2873,0.0223,4.1854,-60.9451,2260,2.873,-8.785015200000018,-0.15332744007774846,0.6612635423881894,4.13289256786433,-218.4962962962952
2927,0.0949,4.2462,-74.2988,2262,2.927,-12.797150400000005,-0.22335240935290943,1.0330760124363276,4.119705620857958,-247.2907407407416
2980,0.4418,4.4585,-79.3293,2264,2.98,-17.0016033,-0.29673395570293326,1.726150381583714,4.134466634302229,-94.91509433962283
