t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel
1050,0.0077,0.1298,0.5183,4002,1.05,0.0,0.0,0.0077,0.1298,0.0
1104,0.0085,0.2025,-0.6098,4004,1.104,-0.032929200000000027,-0.0005747229600477173,0.008616379989200238,0.2024950814115783,-20.89074074074072
1159,-0.1656,0.2932,11.5244,4002,1.159,0.6009127999999992,0.010487906877378168,-0.16866589032161075,0.29144710916737254,220.62181818181844
1212,-0.1487,0.3729,12.8049,3988,1.212,1.2795724999999984,0.022332753142975115,-0.15699011074656372,0.36948640723006526,24.160377358490596
1266,-0.2397,0.3639,12.9268,3356,1.266,1.977619699999999,0.03451597511730249,-0.2521151000968057,0.3554114183635321,2.2574074074074075
1320,-0.0141,0.5727,1.1585,3054,1.32,2.0401786999999993,0.035607835644057624,-0.034479360510485696,0.5718350056605384,-217.93148148148128
1375,0.1214,0.7057,-16.0061,2980,1.375,1.1598432000000003,0.0202430826468671,0.10709055927482793,0.7080127556154653,-312.08363636363674
1428,-0.0245,0.5679,-15.0915,2978,1.428,0.3599937000000013,0.006283075351436734,-0.028067651423308602,0.5677348561992469,17.256603773584928
1482,-0.3218,0.4869,-2.9573,2992,1.482,0.20029950000000116,0.0034958857650984024,-0.32350017692011945,0.485772050999902,224.7074074074072
1537,0.2133,0.5471,-4.2988,2990,1.537,-0.03613449999999857,-0.0006306659985618661,0.21364499492601355,0.5469653701497598,-24.390909090909116
1591,-0.0429,0.4233,-1.2195,2980,1.591,-0.10198749999999863,-0.001780017670877693,-0.04214645095430232,0.4233756921127577,57.02407407407402
1644,0.0466,0.5033,0.6402,2992,1.644,-0.06805689999999867,-0.0011878169837005058,0.04719779527313605,0.5032442926863206,35.08867924528306
1698,0.0109,0.5205,1.0671,2990,1.698,-0.010433499999998624,-0.00018209892750680436,0.010994782310521355,0.5204980064918061,7.905555555555548
1753,-0.0042,0.5615,1.0061,2980,1.753,0.044902000000001316,0.0007836877407305168,-0.004640039331627618,0.5614965360845968,-1.1090909090909093
1806,0.0211,0.6149,0.5793,2978,1.806,0.0756049000000014,0.0013195544356410854,0.020288587843084484,0.6149273072512991,-8.05283018867922
1860,0.036,0.6485,0.6098,2992,1.86,0.10853410000000144,0.0018942773956888027,0.03477149725441685,0.6485670304437977,0.5648148148148138
1914,0.0475,0.6572,0.3659,2992,1.914,0.12829270000000137,0.002239130021273353,0.04602832590427408,0.657304711084935,-4.516666666666682
1969,0.0686,0.6488,0.6707,2996,1.969,0.16518120000000147,0.002882955802395283,0.06672925578444724,0.6489950742667111,5.541818181818165
2023,0.0956,0.6282,0.4878,3028,2.023,0.19152240000000148,0.0033426964713216137,0.09349958788873627,0.6285160515568687,-3.3870370370370333
2076,0.1177,0.6141,0.7622,3012,2.076,0.23191900000000143,0.004047750147932754,0.11521331920831174,0.6145713881047536,5.177358490566044
