t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel
1040,0.022,0.1437,0.3963,2352,1.04,0.0,0.0,0.022,0.1437,0.0
1093,0.0291,0.2423,0.5183,2030,1.093,0.027469899999999967,0.00047944020019358976,0.02898382829943835,0.24231392386140066,2.301886792452833
1147,0.3254,0.3633,-7.2561,1968,1.147,-0.36435950000000034,-0.006359272935920285,0.32770372866279157,0.36122336056864246,-143.97037037037023
1202,0.2632,0.5224,-8.811,1968,1.202,-0.8489644999999998,-0.014817225757547396,0.2709113432251778,0.5184429034251794,-28.27090909090912
1256,0.3844,0.6277,-10.5488,1968,1.256,-1.4185997000000001,-0.024759235532803806,0.39982196795528274,0.6179911358105106,-32.181481481481455
1309,0.2371,0.6381,-9.1159,2402,1.309,-1.9017423999999996,-0.033191666404779004,0.2581451206955345,0.6298802399354085,27.03584905660381
1363,0.0331,0.6417,-0.2439,2992,1.363,-1.9149129999999996,-0.03342153673924217,0.05452412309495156,0.6402355972614509,164.29629629629613
1418,-0.0975,0.6738,16.6463,3024,1.418,-0.9993665000000007,-0.017442235859131922,-0.08573318647257383,0.675398038742532,307.0945454545458
1471,0.1509,0.6516,14.2378,2992,1.471,-0.24476309999999846,-0.0042719219823881055,0.15368219898840707,0.6509494233149665,-45.44339622641496
1525,0.227,0.6357,6.5244,2992,1.525,0.10755450000000039,0.001877180150336248,0.225806277327485,0.6361249996026747,-142.8407407407412
1580,0.2022,0.5876,-0.0915,2978,1.58,0.10252200000000038,0.001789346455729633,0.20114825688575474,0.5879608649832252,-120.28909090909056
1634,0.2709,0.5926,1.128,2978,1.634,0.1634340000000002,0.002852461409704416,0.2692085315678325,0.5933703198939861,22.583333333333403
1687,0.21,0.6034,0.7317,2988,1.687,0.2022141000000003,0.003529301838957071,0.20786911581572318,0.6041373938848592,-7.477358490566013
1741,0.1728,0.6144,0.6707,2988,1.741,0.23843190000000034,0.004161421696785874,0.17024173366511852,0.6151137716867464,-1.1296296296296295
1796,0.1507,0.6371,0.8232,2978,1.796,0.2837079000000003,0.004951636968918826,0.14754347749764138,0.6378383982231729,2.7727272727272774
1849,0.1292,0.6639,0.8232,2992,1.849,0.3273375000000002,0.005713117140246943,0.12540497364459008,0.664627295997689,0.0
1903,0.122,0.6886,0.6402,2990,1.903,0.36190830000000024,0.006316491425295398,0.1176480591536872,0.6893568699718386,-3.3888888888888866
1957,0.0962,0.6874,0.5488,2980,1.957,0.39154350000000027,0.006833723239782422,0.09150028895657464,0.6880413484092823,-1.6925925925925918
2012,0.0889,0.6864,0.6402,2982,2.012,0.4267545000000002,0.007448271122702145,0.08378508804217842,0.6870431056504129,1.6618181818181843
2065,0.0936,0.676,0.7317,2996,2.065,0.46553460000000013,0.008125111551954797,0.08810439542588308,0.6767381883022708,1.7264150943396253
2119,0.0883,0.6734,0.8841,2992,2.119,0.5132760000000004,0.008958356171466422,0.08226398053289867,0.6741639915531553,2.8222222222222078
2173,0.0821,0.6833,0.7317,2980,2.173,0.5527878000000003,0.009647967174855915,0.07550382526488675,0.6840602841638809,-2.822222222222231
2228,0.0743,0.7009,0.6098,2990,2.228,0.5863268000000004,0.010233333152682295,0.06712369162355072,0.7016236241909379,-2.21636363636363
2282,0.0863,0.6828,0.6402,2992,2.282,0.6208976000000003,0.010836707437730748,0.07889577374523662,0.6836950978946247,0.5629629629629644
2335,0.0939,0.6784,0.7622,2980,2.335,0.6612942000000002,0.011541761114341888,0.08606398885362991,0.6794385622133927,2.301886792452833
2390,0.0948,0.683,0.6402,2978,2.39,0.6965052000000003,0.012156308997261613,0.08649044095561233,0.6841019248791101,-2.2181818181818116
2444,0.0931,0.6824,0.3049,2992,2.444,0.7129698000000002,0.01244367047728547,0.08460145047175362,0.6835056434134801,-6.209259259259279
2498,0.0998,0.6762,0.5488,2992,2.498,0.7426050000000004,0.012960902291772498,0.09102770090928564,0.6774366669048626,4.5166666666666435
2551,0.1048,0.6693,0.7012,2980,2.551,0.7797686000000004,0.013609529473666662,0.0956817177689216,0.6706642519806677,2.8754716981132127
2606,-0.9912,1.2743,1.2195,2986,2.606,0.8468411,0.014780165436210552,-1.0099254156049065,1.2595112484274433,9.423636363636412
2660,-1.0563,2.0341,4.1768,2990,2.66,1.0723883000000012,0.018716706694864728,-1.0941844167571695,2.013974419431829,54.76481481481454
2713,-1.2741,2.5596,8.5061,2980,2.713,1.5232116000000007,0.02658505762457087,-1.3416888799129962,2.524827502923281,81.68490566037745
2767,-1.4062,2.8899,-1.5854,2980,2.767,1.4376000000000009,0.025090853326670496,-1.478259835108454,2.8537113221040995,-186.87962962963024
2822,-1.3194,3.2174,0.6098,2992,2.822,1.4711390000000009,0.025676219304496876,-1.4015666958282984,3.1824660119386894,39.91272727272715
2876,-1.2896,3.5541,13.5366,2992,2.876,2.2021153999999985,0.038434164238871915,-1.4252128636758647,3.5019227951530914,239.38518518518595
2929,-1.3856,3.8623,13.2012,2976,2.929,2.9017789999999977,0.050645597715228495,-1.5793482449477556,3.78720315948068,-6.328301886792459
2983,-1.5337,3.8651,-0.3354,2952,2.983,2.8836673999999975,0.05032949066242429,-1.7262043341922144,3.7830480166944764,-250.67777777777653
3038,-1.6646,3.7596,3.3841,2934,3.038,3.069792899999997,0.05357799345934498,-1.8635468362467582,3.665061869752637,67.62727272727308
3091,-1.4835,3.7671,12.8049,2834,3.091,3.7484526000000016,0.06542283972494202,-1.7266049394223817,3.662055439662572,177.75094339622513
3145,-1.7743,3.572,8.628,2732,3.145,4.2143646,0.07355453814949381,-2.0320024039876543,3.4319514449054194,-77.35000000000025
3200,-1.4405,3.6649,-16.5244,2642,3.2,3.305522599999997,0.057692252869083464,-1.649422454014673,3.5757429756894177,-457.3163636363623
3254,-0.7971,3.6981,-20.5793,2458,3.254,2.194240400000001,0.0382967195602774,-0.9381060249074227,3.6648695892258423,-75.09074074074098
3307,0.1423,3.5398,-38.9939,2218,3.307,0.1275637000000036,0.0022264065710263536,0.1344186198484686,3.540108044204023,-347.4452830188683
3361,0.2652,3.4567,-56.0061,2086,3.361,-2.8967657000000115,-0.050558099123838504,0.43955086817539624,3.4388807720370673,-315.0407407407393
3416,0.9213,3.5765,-78.5061,2010,3.416,-7.21460119999999,-0.12591854515833376,1.3631643586078406,3.4324814451678063,-409.0909090909112
3469,1.7804,3.4282,-89.2988,1978,3.469,-11.947437599999985,-0.20852212329656902,2.4515191394443474,2.985369878078434,-203.63584905660394
3523,1.5096,3.5192,-120.0915,1968,3.523,-18.432378600000018,-0.3217056955441432,2.5448727069009682,2.861342989868663,-570.2351851851822
3577,2.7869,3.7889,-140.3049,1968,3.577,-26.008843199999994,-0.45393994847493796,4.1661305616185915,2.1831012261339513,-374.32222222222356
3632,3.4094,3.0708,-165.1829,1968,3.632,-35.09390270000002,-0.6125041494895282,4.555067011244702,0.5524359900207949,-452.3272727272712
3685,3.893,3.3914,-185.3963,1968,3.685,-44.91990660000001,-0.7840002698583317,5.151339415598066,-0.3474840792119389,-381.38490566037797
3739,4.0247,3.3068,-208.75,1968,3.739,-56.19240659999998,-0.9807425097893918,4.987021807691539,-1.5042439362048357,-432.47592592592736
