t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel
1044,0.0407,0.1111,0.7622,3452,1.044,0.0,0.0,0.0407,0.1111,0.0
1098,0.1422,0.2057,0.0,3316,1.098,0.0,0.0,0.1422,0.2057,-14.114814814814801
1152,0.0113,0.2632,12.7439,3056,1.152,0.6881705999999977,0.012010842785424851,0.008138007124441312,0.2633167348271707,235.9981481481489
1206,0.1728,0.4682,-9.6341,2548,1.206,0.16792919999999723,0.002930917450240013,0.17142700421506255,0.4687044508278633,-414.40740740740705
1260,0.1588,0.2529,-2.8659,2116,1.26,0.01317059999999709,0.00022987033446311437,0.1587418615974008,0.2529364967271264,125.33703703703694
1314,0.175,0.2536,-3.7195,1976,1.314,-0.18768240000000308,-0.003275675828045059,0.175829771025675,0.253025397185853,-15.807407407407396
1368,0.2616,0.3264,-11.8293,1974,1.368,-0.8264646000000035,-0.014424528421177989,0.2662807881149963,0.32259271827004476,-150.18148148148134
1422,0.3611,0.3914,-10.4573,2314,1.422,-1.3911588000000017,-0.02428030147809332,0.3704959413122272,0.3825178786294397,25.407407407407486
1476,0.139,0.4864,-6.2195,3072,1.476,-1.7270118000000019,-0.03014204213079384,0.1535957304183186,0.4819899496849112,78.4777777777777
1529,-0.1211,0.5122,14.4817,3484,1.529,-0.9594817000000028,-0.016746114777632524,-0.11250606111756517,0.5141560426677982,390.5886792452835
1584,-0.0126,0.6027,19.2073,3624,1.584,0.09691980000000033,0.0016915696203744061,-0.013619490497129835,0.6026778239479188,85.91999999999975
1638,0.1269,0.6043,-8.6585,3586,1.638,-0.37063919999999817,-0.006468874376957735,0.13080645838144153,0.6034664617405876,-516.033333333335
1692,0.0455,0.5826,18.2012,3568,1.692,0.6122256000000027,0.010685352484997843,0.039272234608875634,0.5830529149132396,497.4018518518514
1745,0.1278,0.6202,12.0732,3484,1.745,1.2521052000000046,0.021853358321342185,0.11421711046689131,0.6228445485645627,-115.62264150943362
1800,0.2249,0.6801,-2.1646,3264,1.8,1.1330522000000047,0.019775491486965377,0.21140759043091265,0.6844142391185295,-258.8690909090912
1854,0.2163,0.6537,1.4024,3034,1.854,1.2087818000000048,0.021097222348183675,0.20246163379295726,0.6581175175011575,66.0555555555555
1908,0.2616,0.6714,-6.5549,2998,1.908,0.8548172000000059,0.014919374642678975,0.2515543895297925,0.6752280423000021,-147.3574074074079
1961,0.058,0.5505,-3.3841,2992,1.961,0.6754599000000054,0.011788999220191741,0.05150627586730827,0.5511454921763225,59.82641509433944
2016,0.2336,0.5678,0.5488,2978,2.016,0.7056439000000054,0.01231580940161371,0.22658954429827588,0.5706338391777162,71.5072727272728
2070,0.1845,0.5251,0.9146,2978,2.07,0.7550323000000053,0.013177799593905675,0.1775645183163702,0.5274856413544121,6.774074074074096
2124,0.196,0.568,0.9451,2992,2.124,0.8060677000000056,0.014068535358977995,0.18798993931106034,0.5707011325710014,0.5648148148148135
2178,0.1956,0.5976,0.5488,2992,2.178,0.8357029000000055,0.014585767173465014,0.18686304854355223,0.6003893079402814,-7.338888888888914
2232,0.189,0.6035,0.4573,2980,2.232,0.8603971000000056,0.015016762269611001,0.17991641492739247,0.6062700171043215,-1.6944444444444353
