t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,is_drift
1094,-0.0339,0.1867,3.3841,2990,1.094,0.1793573000000005,0.0031303754224872,-0.034484274039708,0.186592965687226,58.098113207547,0
1148,0.2947,0.4348,-6.9207,2858,1.148,-0.1943604999999982,-0.0033922306608224,0.2961732434740322,0.4337978098723778,-190.82962962963023,0
1203,0.1141,0.3612,-1.7378,2656,1.203,-0.2899394999999986,-0.005060398906586,0.1159263473714817,0.3606179862196374,94.23454545454518,0
1256,0.2091,0.3948,1.0061,2496,1.256,-0.2366161999999986,-0.0041297317535573,0.2107286303972154,0.3939331089549515,51.77169811320761,0
1310,0.1543,0.4557,-6.25,2392,1.31,-0.574116199999999,-0.0100202179790382,0.1588583907587676,0.4541310292036151,-134.3722222222221,0
1364,0.1498,0.4938,-3.2927,2348,1.364,-0.7519219999999991,-0.0131235146181807,0.1562673059141623,0.4917916317937197,54.76481481481477,0
1419,0.1395,0.5282,-1.4634,2428,1.419,-0.832408999999999,-0.0145282777732334,0.1471588444356154,0.5261176337135777,33.26000000000003,0
1472,0.067,0.5379,1.372,2762,1.472,-0.7596929999999991,-0.0132591441543532,0.0741259952882993,0.5369643813350371,53.49811320754724,0
1526,-0.1183,0.5132,7.1646,2992,1.526,-0.3728045999999987,-0.0065066677365804,-0.1149582974710394,0.5139588697965626,107.27037037037029,0
1581,0.1941,0.5442,4.5732,2980,1.581,-0.121278599999999,-0.0021167108822091,0.1952514783729514,0.5437879275905055,-47.116363636363694,0
1635,0.2276,0.5766,0.6098,2978,1.635,-0.088349399999999,-0.0015419879221614,0.228488839298324,0.576248358189509,-73.39629629629623,0
1688,0.0772,0.5724,2.439,2992,1.688,0.0409176000000008,0.000714146842014,0.076791202696158,0.5724549861678886,34.513207547169856,0
1742,0.1092,0.5876,0.0,2992,1.742,0.0409176000000008,0.000714146842014,0.108780339504991,0.5876778349888474,-45.16666666666663,0
1797,0.1122,0.5841,0.6707,2976,1.797,0.0778061000000008,0.0013579726231359,0.1114067049811991,0.5842518259151888,12.194545454545468,0
1851,0.1219,0.6071,0.6098,2988,1.851,0.1107353000000008,0.0019326955831836,0.1207264335747051,0.6073344615912489,-1.127777777777776,0
1904,0.143,0.6078,0.7012,2990,1.904,0.1478989000000008,0.0025813227650778,0.1414305973452575,0.6081671037918474,1.7245283018867952,0
1958,0.1517,0.5968,0.5793,2786,1.958,0.1791811000000008,0.0031273001523452,0.1498328884983994,0.5972714923083356,-2.2574074074074058,0
2013,0.2071,0.5737,0.3049,2854,2.013,0.1959506000000008,0.0034199831412584,0.2051367483475305,0.5744049220518588,-4.989090909090916,0
2066,-0.0129,0.5107,2.5,2980,2.066,0.3284506000000007,0.0057325444001508,-0.0158273824308885,0.5106176592768668,41.41698113207552,0
2120,0.1486,0.4641,2.561,2876,2.12,0.4667446000000014,0.0081462300359039,0.144814445855254,0.4652951173950095,1.1296296296296229,0
2174,0.2276,0.5585,-3.5366,2694,2.174,0.275768200000002,0.0048130630622982,0.2249092784207776,0.5595889799488952,-112.91851851851888,0
2229,0.2419,0.6,-1.7073,2660,2.229,0.1818667000000017,0.0031741727147368,0.2399942809539821,0.6007648084811402,33.2599999999999,0
2282,-0.0147,0.5289,0.5793,2640,2.282,0.2125696000000017,0.0037100394096473,-0.0166621341740908,0.5288418225563903,43.14339622641515,0
2336,0.1156,0.526,0.5183,2606,2.336,0.2405578000000016,0.004198525651354,0.1133905631207892,0.5264807120827413,-1.1296296296296342,0
2391,0.1255,0.5458,-0.7317,2576,2.391,0.2003143000000014,0.0034961440738277,0.1235910414578859,0.5462354295277404,-22.727272727272663,0
2445,0.1512,0.5631,-0.5793,2536,2.445,0.1690321000000015,0.0029501666865603,0.1495381055656839,0.5635436140919586,2.822222222222231,0
2498,0.1999,0.5931,-1.7378,2530,2.498,0.0769287000000009,0.0013426591042789,0.1991034889413309,0.5933678628737735,-21.85849056603758,0
2552,0.1681,0.6072,-0.2439,2518,2.552,0.0637581000000009,0.0011127887698158,0.1674242107194106,0.607386683806109,27.664814814814903,0
2607,0.1421,0.6155,-0.2744,2554,2.607,0.0486661000000009,0.0008493836791048,0.1415771531491664,0.615620475379253,-0.5545454545454525,0
2661,0.1305,0.6226,0.6402,2574,2.661,0.0832369000000007,0.0014527579641532,0.1295953754991994,0.6227889278473258,16.93703703703709,0
2714,0.1087,0.6236,0.7317,2596,2.714,0.1220170000000007,0.0021295983934059,0.1073717369582274,0.6238300730988955,1.7264150943396253,0
2768,0.1104,0.6286,0.8537,2598,2.768,0.1681168000000006,0.0029341916879168,0.1085550945085733,0.6289212283396346,2.259259259259266,0
2823,0.1242,0.6355,0.7317,2636,2.823,0.2083603000000007,0.0036365732654431,0.1218881415328023,0.6359474592713454,-2.218181818181812,0
2877,0.1071,0.6607,1.8293,2638,2.877,0.3071425000000004,0.0053606478978066,0.1035566980586352,0.6612646295449293,20.32592592592599,0
2930,-0.3175,1.8731,-11.4024,2646,2.93,-0.2971847000000039,-0.0051868515015516,-0.3077802811060246,1.8747216216180729,-249.6547169811303,0
2984,-0.2076,2.5376,-6.7378,2660,2.984,-0.6610259000000027,-0.0115370783959588,-0.1783103432681993,2.5398261636347432,86.38148148148176,0
3039,-0.2901,2.9317,-18.3841,2662,3.039,-1.6721514000000055,-0.0291845475218328,-0.2044282715409931,2.938916804163528,-211.7509090909085,1
3092,-0.3168,3.3759,-22.7744,2664,3.092,-2.8791946000000044,-0.0502514255756412,-0.1468276925342093,3.38755142820077,-82.83584905660388,0
3146,-0.2626,4.018,-27.7134,2656,3.146,-4.3757182,-0.0763706897294397,0.0447246610022649,4.026323690998804,-91.46296296296326,0
3201,-0.3116,4.3353,-26.1585,2672,3.201,-5.814435700000004,-0.1014810471105013,0.1291991552094372,4.34456306529128,28.270909090909008,0
3255,-0.3316,4.03,-36.25,2676,3.255,-7.7719356999999984,-0.1356458672182902,0.2164240147698848,4.037823572895538,-186.87962962963024,1
3308,-0.3213,4.6801,-28.2622,2666,3.308,-9.269832299999996,-0.1617890947427187,0.4367860988921346,4.67073737260131,150.71320754717,1
3362,-0.2949,4.2646,-34.1768,2680,3.362,-11.115379500000008,-0.1939999698836811,0.5327844940648534,4.241452564026156,-109.52962962962908,1
3417,-0.2268,4.5968,-45.2439,2682,3.417,-13.603793999999994,-0.2374309960630493,0.8607598952581683,4.521183571003853,-201.22000000000097,1
3470,-0.2164,4.469,-37.1341,2682,3.47,-15.571901300000007,-0.2717809484805854,0.9912347115749868,4.363054401055395,153.01509433962156,1
3524,0.1649,4.3327,-38.2622,2676,3.524,-17.6380601,-0.3078422224096403,1.469969099884965,4.0790528490549605,-20.89074074074087,0
3578,0.1727,4.6182,-39.1159,2690,3.578,-19.750318699999998,-0.3447080896332061,1.723131937315303,4.288171271836517,-15.809259259259374,0
3633,0.1855,4.6968,-45.6707,2570,3.633,-22.2622072,-0.3885488144011878,1.951035750770212,4.276423738267352,-119.17818181818134,1
3686,0.1681,4.13,-40.7927,2494,3.686,-24.4242203,-0.4262830614674372,1.8607676143407657,3.6908944031793394,92.0377358490566,0
3740,0.0138,3.7206,-57.439,2462,3.74,-27.525926300000016,-0.4804180435963007,1.7317129231698445,3.2930571133411206,-308.26481481481323,1
3794,0.861,3.0435,-63.2012,2440,3.794,-30.938791100000003,-0.5399837712817183,2.30322488489512,2.167802661590732,-106.70740740740776,0
3848,1.5296,3.4892,-83.4451,2414,3.848,-35.44482649999999,-0.6186289252231377,3.2695782820404675,1.955518002374129,-374.88703703703817,0
3902,2.0152,3.931,-98.6281,2338,3.902,-40.770743900000014,-0.711583719542394,4.09324519910489,1.6610646525661692,-281.1666666666654,0
3956,2.0805,3.988,-101.372,2294,3.956,-46.2448319,-0.8071245786863049,4.319367185423421,1.2552654569800563,-50.81296296296306,0
4011,2.1097,3.2522,-109.2378,2258,4.011,-52.25291090000001,-0.9119853389562336,3.8630918290898704,0.3227389812512256,-143.0145454545449,0
4064,3.4475,2.8828,-115.6098,2244,4.064,-58.3802303,-1.018927236807557,4.262291523768631,-1.4243114323806003,-120.22641509434004,0
4118,3.1018,2.9824,-122.0732,2234,4.118,-64.97218310000004,-1.1339785173036168,4.014602088058456,-1.5488198973917804,-119.69259259259186,0
4172,3.7384,2.4697,-144.6951,2212,4.172,-72.78571849999994,-1.2703504362547473,3.46543395864465,-2.8400387547131247,-418.9240740740788,1
4226,3.765,2.8324,-156.0976,2192,4.226,-81.21498889999998,-1.4174689582756477,3.3741896330427257,-3.288245593058249,-211.1574074074064,1
4280,3.5933,2.8726,-166.9512,2172,4.28,-90.23035370000002,-1.5748167573040484,2.858130209847305,-3.604820016805028,-200.9925925925916,1
4334,3.3741,3.127,-187.8963,2152,4.334,-100.37675389999993,-1.7519048480190575,2.468113614386014,-3.882150820934499,-387.8722222222266,1
