t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,is_drift
72070,0.022,0.5158,9.3902,4002,72.07,0.5164609999999307,0.0090139449081412,0.017349776420405,0.5159773495592244,169.62181818184098,0
72123,0.0046,0.5003,9.6341,4002,72.123,1.0270683000000411,0.0179257234778616,-0.0043684982100946,0.5003020749740984,4.601886792451833,0
72177,-0.0265,0.4893,14.3598,4002,72.177,1.8024975000000707,0.0314595161339677,-0.0418774898095786,0.4882243499122597,87.51296296295965,0
72231,0.0459,0.6078,7.1037,4002,72.231,2.186097299999984,0.0381545956539579,0.0226818570620918,0.6091085152583363,-134.3722222222525,0
72286,0.1004,0.6702,0.8537,3726,72.286,2.23305079999999,0.0389740888242932,0.0742099347780348,0.6736030623299154,-113.63636363634954,0
72339,0.0808,0.6582,0.2439,3346,72.339,2.2459774999999893,0.0391997023007107,0.0549432918441083,0.660860889054068,-11.505660377359083,0
72393,0.0709,0.7832,-8.2622,3106,72.393,1.7998186999999723,0.0314127622539635,0.0462665927093732,0.785040414500467,-157.5203703703644,0
72448,0.0663,0.7161,-15.1829,2984,72.448,0.9647592000000844,0.0168382245289079,0.054233318533787,0.7171148075174664,-125.830909090926,0
72501,0.1277,0.6356,-10.4268,2994,72.501,0.4121387999999648,0.0071931790352177,0.1231247511309932,0.6365021175604454,89.73773584903716,0
72555,-0.1028,0.5243,5.3049,2994,72.555,0.6986033999999757,0.0121929294956265,-0.1091849531202474,0.5230076251950151,291.3277777777668,0
72609,0.0423,0.6186,-6.0671,2980,72.609,0.3709800000000495,0.0064748224590494,0.0382938161376208,0.6188609162369345,-210.59259259264,0
72664,0.0721,0.5538,2.8659,2978,72.664,0.528604500000069,0.0092258889658595,0.0669877067246987,0.5544416084203689,162.41818181816168,0
72717,0.0773,0.557,1.189,2990,72.717,0.5916215000000657,0.0103257431005887,0.0715445424325284,0.5577684720814903,-31.63962264151106,0
72771,0.0815,0.5912,0.7012,2992,72.771,0.6294863000000672,0.0109866085311979,0.0749999290026565,0.592059710375226,-9.03333333333299,0
72825,0.1126,0.5989,0.5488,2980,72.825,0.6591215000000683,0.0115038403456849,0.1057030514102467,0.6001556755730655,-2.822222222222117,0
72879,0.1217,0.5921,0.3963,2992,72.879,0.6805217000000691,0.0118773442962703,0.1146590057019683,0.5935036751456859,-2.8240740740739665,0
72933,0.1309,0.5809,0.7012,2992,72.933,0.7183865000000705,0.0125382097268794,0.1236064557586504,0.5824955485622055,5.646296296296083,0
72987,0.1277,0.572,0.5183,2978,72.987,0.7463747000000642,0.013026695968586,0.1202381057842264,0.5736149299987067,-3.387037037037801,0
