t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
1607.0,0.0504,0.0328,-0.0915,3866.0,2886.0,1.607,0.0,0.0,0.0504,0.0328,0.0,0.0,0.0
1806.0,0.0662,0.0368,-0.122,3964.0,2886.0,1.806,-0.024278000000000008,-0.00042373103579918344,0.06621558735861237,0.03677194570258653,-0.1532663316582914,0.00262220347498841,0.0014562058217681302
1968.0,0.006,0.1975,2.4695,3040.0,2886.0,1.968,0.3757809999999998,0.006558615716436809,0.004704553636633318,0.19753510365269267,15.99691358024692,0.0048803278858951605,0.007825771067589377
2147.0,0.0661,0.0594,-10.9451,2978.0,2874.0,2.147,-1.5833918999999983,-0.027635402004408772,0.0677160947527012,0.05755085152665593,-74.94189944134085,0.009545107361522677,0.016707734314947563
2327.0,0.0806,0.1682,0.0915,2978.0,2874.0,2.327,-1.5669218999999983,-0.027347946276605306,0.08516921229560767,0.16593313495786702,61.31444444444439,0.016995429536062128,0.031015551041350488
2507.0,0.0727,0.169,-0.1524,3048.0,2886.0,2.507,-1.5943538999999984,-0.027826724997012393,0.07737396468495833,0.166911831782324,-1.3549999999999989,0.026952668166394234,0.05073131111750072
2688.0,0.0615,0.1414,0.122,3534.0,3320.0,2.688,-1.5722718999999985,-0.027441321391587007,0.06535656178060055,0.13965933492688035,1.5160220994475133,0.03910637110961132,0.07513198266561352
2868.0,0.0152,0.208,0.1524,3616.0,3782.0,2.868,-1.5448398999999986,-0.026962542671179923,0.020802004688763157,0.207514617800599,0.1688888888888892,0.05186691147467129,0.10612131749042085
3048.0,0.0505,0.1951,0.5488,3648.0,3810.0,3.048,-1.4460558999999986,-0.025238436622889847,0.05540741339456674,0.19376346028321123,2.20222222222222,0.06642265203371525,0.1433885884284043
3227.0,0.0294,0.1771,-0.0305,3308.0,3904.0,3.227,-1.4515153999999986,-0.025333722873402475,0.03387668850234997,0.17629844008417872,-3.236312849162014,0.08198297034373496,0.18609759729102493
3407.0,0.3026,0.1556,4.6037,3126.0,4006.0,3.407,-0.6228493999999979,-0.010870772774071133,0.3042735794240175,0.15230137512345743,25.745555555555534,0.10748868177966282,0.23397976852252064
3588.0,-0.3248,-1.008,16.372,3022.0,4002.0,3.588,2.3404826000000027,0.040849127455637485,-0.2833645786672251,-1.0204232237443178,65.01823204419888,0.12385278465073997,0.24869786658332593
3767.0,-1.6044,-1.9465,19.7256,3062.0,4002.0,3.767,5.871364999999999,0.10247465083635685,-1.3968654345686817,-2.1004115234180296,18.735195530726276,0.09527910331654706,0.1959540481044953
3947.0,-2.7771,-1.935,17.4085,3818.0,4002.0,3.947,9.004895000000001,0.1571650665463748,-2.440008197282888,-2.345819559811093,-12.872777777777767,-0.012510473114271906,0.06691101768399263
4127.0,-3.6309,-3.0137,84.2073,4004.0,4002.0,4.127,24.162208999999976,0.42171010160500616,-2.079226222414979,-4.235875448596422,371.10444444444505,-0.18766697915133573,-0.19937437727103338
4307.0,-3.9055,-5.6101,147.439,4002.0,4002.0,4.307,50.70122900000007,0.8849033808576333,1.8677930085704633,-6.575522909787122,351.287222222221,-0.302306991710717,-0.6787067145031649
4488.0,-5.2605,-6.2234,222.622,4002.0,4002.0,4.488,90.99581100000009,1.5881765074724754,6.3138839078733575,-5.151547127601365,415.3756906077348,-0.21073474252292196,-1.3294718446117106
4667.0,-4.9855,-8.9014,274.939,4002.0,4002.0,4.667,140.2098919999999,2.4471242592656557,9.52752010486718,3.64917701151255,292.2737430167608,0.18509693028759633,-1.8561229191760549
4847.0,-7.9111,-7.3141,320.3659,4004.0,4002.0,4.847,197.87575400000011,3.4535834171663415,5.284095238423429,9.389350325303177,252.37166666666576,0.7543446389504707,-2.0815012279746803
5027.0,-6.4874,-6.0624,332.9269,4002.0,4002.0,5.027,257.802596,4.499504120388763,-4.554882972649334,7.621816950404226,69.78333333333333,1.1760141392995043,-2.0599326675802083
5207.0,-6.8874,-5.6094,285.7622,4004.0,4002.0,5.207,309.2397919999999,5.3972525485824185,-8.70125471539005,1.7860048986221848,-262.02611111111145,1.315762986869901,-1.9804975484703777
5549.0,-5.7752,-5.5702,228.9024,4002.0,4002.0,5.549,387.52441280000005,6.7635769352176585,-2.547391167035724,-7.608604426707197,-166.2567251461986,1.2833327367924885,-2.7195036303270825
5747.0,-4.8514,-6.0267,243.5671,3972.0,4002.0,5.747,435.75069859999996,7.605284408435445,4.647151257831308,-6.185562224797103,74.06414141414164,1.4467442467649516,-3.389848038126117
5925.0,-3.3262,-5.6067,271.8598,2902.0,2886.0,5.925,484.14174299999996,8.44986746169421,6.507198138374733,0.3937813072409928,158.9477528089888,1.7998236094251483,-3.9800043226431927
6645.0,-2.6719,-4.4959,-0.3049,2992.0,2874.0,6.645,483.92221499999994,8.44603597529389,5.2217786121949,0.29188104635947854,-378.0065277777779,5.9349798280282275,-6.215842204234566
7168.0,-2.1802,-3.6178,-0.2134,2980.0,2886.0,7.168,483.81060679999996,8.444088044731666,4.219134058756925,0.20163500251027644,0.17495219885277227,10.092766878999027,-7.784776978177779
