t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
1846.0,-0.1001,0.0121,-0.1524,3136.0,2886.0,1.846,0.0,0.0,-0.1001,0.0121,0.0,0.0,0.0
2368.0,-0.1457,-0.0076,0.122,3918.0,2886.0,2.368,0.06368399999999998,0.0011114954808400684,-0.1456914626355867,-0.007761940163609456,0.5256704980842913,-0.03969859250479517,-0.0021150045035409574
2566.0,-0.1912,-0.0109,0.0,4002.0,2884.0,2.566,0.06368399999999998,0.0011114954808400684,-0.1911877665954029,-0.011112511159128077,-0.6161616161616162,-0.06225200451856503,-0.003352902478573433
2727.0,-0.244,-0.0345,14.1159,3642.0,2874.0,2.727,2.3363439,0.04077689351388515,-0.24239075899410756,-0.044418126415467635,87.67639751552794,-0.08687390090879953,-0.005510838339349521
2925.0,-0.268,0.0231,0.9146,3078.0,2872.0,2.925,2.5174347,0.04393752421895569,-0.2687559840828354,0.011306238086417376,-66.67323232323234,-0.127690555137767,-0.007721447590314368
3087.0,-0.2589,-0.1639,-19.0854,2986.0,2874.0,3.087,-0.5744001000000072,-0.010025172968784806,-0.2605300881803624,-0.1612962899534041,-123.45679012345651,-0.16792335114112777,-0.013763187720095493
3267.0,-0.2038,-0.0392,0.3659,2982.0,2886.0,3.267,-0.5085381000000073,-0.008875664216836303,-0.2041398941032791,-0.037389619354869175,108.06277777777795,-0.21924059038047466,-0.021687655975838917
3447.0,-0.23,-0.0639,0.0,3132.0,3254.0,3.447,-0.5085381000000073,-0.008875664216836303,-0.23055808815369963,-0.06185610711086564,-2.032777777777776,-0.2780279116760016,-0.031616262101974414
3628.0,-0.1979,-0.0205,0.3659,3316.0,3420.0,3.628,-0.4423102000000073,-0.007719769305154751,-0.1980523568189471,-0.018971661984667116,2.0215469613259662,-0.3436302224626936,-0.04222155776931256
3808.0,-0.1981,-0.0753,0.061,3506.0,3632.0,3.808,-0.4313302000000073,-0.007528132153285774,-0.19866124958509795,-0.07380655738677569,-1.6938888888888917,-0.4153067140299388,-0.05515959310224001
3987.0,-0.1556,-0.144,-0.2744,3570.0,3830.0,3.987,-0.4804478000000074,-0.008385395993963343,-0.15680201240783037,-0.1426901850333603,-1.8737430167597735,-0.4916090961458144,-0.07259768667974958
4167.0,-0.1771,-0.1291,0.1829,3626.0,3934.0,4.167,-0.44752580000000747,-0.007810798697621769,-0.17810296157668407,-0.12771278353248042,2.5405555555555597,-0.5741082845079244,-0.09427109396090426
4347.0,-1.0893,-0.6631,15.8841,3606.0,4002.0,4.347,2.411612200000002,0.04209057317126403,-1.060433212846325,-0.70834843198275,87.22888888888859,-0.690965508966256,-0.13889499043830028
