t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
1547.0,-0.0462,0.2596,2.2256,4002.0,2886.0,1.547,0.0,0.0,-0.0462,0.2596,0.0,0.0,0.0
1727.0,-0.1662,0.4093,3.5061,4004.0,2872.0,1.727,0.6310980000000006,0.011014738002751184,-0.1706981591431208,0.40744455876247726,7.113888888888883,-0.005530620356237124,0.013201203703904285
1907.0,-0.1674,0.3394,-0.2134,4002.0,2884.0,1.907,0.5926860000000006,0.010344322130475123,-0.17090184407943895,0.33765023277090617,-20.663888888888895,-0.01659846046064806,0.037342274949585905
2086.0,-0.189,0.2519,-0.1829,3256.0,2872.0,2.086,0.5599469000000006,0.009772917041335446,-0.19145273300079765,0.25004091870436984,0.17039106145251412,-0.03373914958255747,0.0693607902089982
2267.0,-0.1196,-0.4765,-4.5122,3018.0,2884.0,2.267,-0.25676129999999964,-0.00448133007670091,-0.12173414571373069,-0.4759592501121795,-23.918784530386734,-0.05505948713176884,0.0861441532493336
2447.0,-0.1335,-0.3262,-0.6402,2992.0,2884.0,2.447,-0.37199729999999975,-0.006492577693529098,-0.13561505022371653,-0.3253263717450813,21.51111111111109,-0.08065596038806727,0.09229421608247457
2626.0,-0.1332,-0.259,-0.2134,2980.0,2874.0,2.626,-0.4101958999999997,-0.007159269033181403,-0.13505082126237358,-0.25803975599964907,2.3843575418994436,-0.1104373943792317,0.09014226007789111
2806.0,-0.108,-0.1713,-0.122,3404.0,2886.0,2.806,-0.43215589999999976,-0.007542543336919358,-0.10928895337971185,-0.17048054044132768,0.5077777777777773,-0.14392616718610646,0.08245471246242436
2987.0,-0.1228,-0.1811,-1.4329,4004.0,2872.0,2.987,-0.6915107999999999,-0.012069140273100002,-0.12497672457025022,-0.17960475582704322,-7.242541436464087,-0.18169535120444313,0.06884042484344415
3167.0,-0.25,0.0026,7.7744,4004.0,2884.0,3.167,0.7078811999999979,0.012354857652968447,-0.250013041741942,-0.0004888342683920534,51.15166666666675,-0.22735628825025547,0.05528551605283645
3347.0,-0.2517,0.0045,-0.1829,3990.0,2886.0,3.347,0.6749591999999979,0.011780260356626873,-0.25173554537237175,0.001534664808536397,-44.207222222222185,-0.2811734569661328,0.0417803304020253
3526.0,-0.2488,-0.0093,-0.4878,3528.0,2874.0,3.526,0.5876429999999979,0.010256305176297002,-0.2486915322894182,-0.011851234853012474,-1.7033519553072642,-0.3426599667974514,0.027970448144459974
3706.0,-0.0578,-0.3398,3.9024,3246.0,2884.0,3.706,1.2900749999999985,0.022516056347665823,-0.05013503961301305,-0.34101518705623884,24.38999999999998,-0.4061143519671554,0.0030345236460626
3886.0,-0.0687,-0.0607,2.622,3168.0,2886.0,3.886,1.762034999999999,0.030753312285378264,-0.06680108366891603,-0.06278371779895231,-7.113333333333328,-0.47173309224773224,-0.023935593309020835
4066.0,-0.0756,-0.037,-0.122,3154.0,2874.0,4.066,1.740074999999999,0.03037003798164031,-0.07444161958178137,-0.03927855997922206,-15.244444444444467,-0.5397637410027587,-0.05217833560743099
4246.0,-0.094,-0.0349,0.0915,3590.0,3070.0,4.246,1.756544999999999,0.030657493709443775,-0.09288605007508746,-0.037764953348949686,1.1861111111111071,-0.6108038977802183,-0.08164466239434726
4426.0,-0.1599,0.0774,-1.5549,3874.0,3230.0,4.426,1.4766629999999994,0.025772631292377016,-0.16184147870429128,0.07325370823929968,-9.14666666666668,-0.6870877184676966,-0.10873756903431009
4606.0,-0.1897,0.1026,-0.9451,3976.0,3484.0,4.606,1.3065449999999996,0.022803512075469306,-0.19199011769711485,0.09824787380217444,3.3877777777777824,-0.7695920189685613,-0.13264724456308247
4768.0,-0.2126,0.0663,-0.8232,3998.0,3666.0,4.768,1.1731865999999997,0.0204759689102777,-0.21391289553343745,0.06193321503442786,0.7524691358024695,-0.8494598194497193,-0.1525405772436141
4967.0,-0.2151,0.065,-0.3963,4004.0,3974.0,4.967,1.0943228999999999,0.01909953768497265,-0.216302162247625,0.06088008382880329,2.1452261306532683,-0.9561348130790506,-0.17456653666999483
5129.0,-1.0139,-0.3708,22.5915,4002.0,4002.0,5.129,4.7541458999999975,0.08297549907518904,-0.979679663023641,-0.45355662034401545,141.90000000000006,-1.0686864757431398,-0.20440035715236185
5326.0,-1.6682,-0.8583,115.1524,4002.0,4002.0,5.326,27.439168700000003,0.47890383782517226,-1.085018146964632,-1.5304593267243125,469.85228426395923,-1.247663324915021,-0.3000753521448496
5488.0,-1.2139,-0.9261,86.7683,4014.0,4002.0,5.488,41.49563330000007,0.7242354262852012,-0.2956190865989925,-1.4979398437982674,-175.21049382715964,-1.4026004840300443,-0.4180641848409389
5668.0,-1.9595,-3.0857,152.6219,4002.0,4002.0,5.668,68.96757530000004,1.2037112661021165,2.1768657130690077,-2.936399224775909,365.853333333334,-1.5042224339433001,-0.6443022227193319
5849.0,-2.8542,-3.6815,201.6159,4002.0,4002.0,5.849,105.46005320000005,1.8406251576683827,4.309124590532695,-1.7695607232492567,270.6850828729281,-1.4652377195345214,-0.9297697174403077
6028.0,-2.8125,-5.5443,262.2866,4002.0,4002.0,6.028,152.4093545999999,2.6600450486095633,5.060510248594735,3.611184675957136,338.9424581005599,-1.2645399665754788,-1.0963769070006977
6208.0,-2.5689,-4.5806,306.9208,4004.0,4002.0,6.208,207.65509860000006,3.6242651791234684,0.14934628842259734,5.249651346149989,247.96777777777675,-1.057882177374565,-1.0938261593679532
6388.0,-4.762,-4.7926,342.3781,4004.0,4002.0,6.388,269.2831566,4.699877702833499,-4.73264775772187,4.821587286499142,196.9850000000005,-1.0045621755238403,-0.935055983652637
6568.0,-4.8597,-5.0436,324.6647,4002.0,4002.0,6.568,327.7228025999999,5.719841939233431,-6.802114718701484,-1.6690777104810408,-98.40777777777814,-1.1716306905590428,-0.8303639257569063
6748.0,-3.6067,-4.9323,287.3171,1994.0,4002.0,6.748,379.4398806000001,6.6224752298441585,-1.7595303204107278,-5.851488804702212,-207.48666666666597,-1.395707987975554,-0.9152601051335281
6928.0,-3.7832,-4.8709,201.7988,2112.0,4002.0,6.928,415.7636646,7.256444857427393,1.8984319494128652,-5.868068266767903,-475.1016666666673,-1.5582760902310877,-1.1902816963534288
7108.0,-3.8324,-3.7066,45.7927,4004.0,4004.0,7.108,424.0063506,7.400306867335435,1.6520183060597753,-5.069221719006123,-866.7005555555569,-1.6673187993702847,-1.6295460712691274
7287.0,-4.5757,-3.6759,-9.0549,4002.0,4002.0,7.287,422.38552350000003,7.372018097834884,1.1362371935235123,-5.75831888141442,-306.4111731843571,-1.7393495397632441,-2.250872383825807
7468.0,-3.877,-3.1222,78.3537,4002.0,4002.0,7.468,436.56754320000005,7.619541036182582,2.136167554645249,-4.496226197432791,482.9204419889502,-1.7422021076402912,-3.026441756272969
7647.0,-3.2065,-5.0423,167.1037,2548.0,2886.0,7.647,466.4791055000001,8.14159628273299,5.744752635840434,-1.6444600004270082,495.810055865921,-1.5609555362253351,-3.846131444273955
7827.0,-1.8402,-5.2721,201.7073,4002.0,2874.0,7.827,502.7864195000001,8.775278454588424,4.654012865428973,3.0856990615453097,192.24222222222252,-1.2279063972921855,-4.570423754680877
8007.0,-1.1054,-5.4622,203.2317,4004.0,2874.0,8.007,539.3681255,9.413749670284988,1.1655702867638436,5.449677413078067,8.468888888888824,-0.8570927810678876,-5.11814651690407
8187.0,-0.6607,-4.7845,208.0488,4002.0,2884.0,8.187,576.8169095,10.067354251953159,-2.338232550876362,4.226184245631303,26.761666666666766,-0.5620378994919835,-5.528940909568809
8367.0,-0.3906,-4.4659,30.8537,4002.0,2886.0,8.367,582.3705755,10.164284009209222,-2.721097121932734,3.5626481194484243,-984.417222222214,-0.35514656466669847,-5.824305503163421
8547.0,-0.7052,-3.6943,1.2195,4004.0,3502.0,8.547,582.5900855,10.168115181450275,-1.9809340408155398,3.197039232780577,-164.6344444444447,-0.21243749276383886,-6.01608602561594
