t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
1286.0,-0.1058,0.0372,0.0305,3342.0,2886.0,1.286,0.0,0.0,-0.1058,0.0372,0.0,0.0,0.0
1466.0,-0.1373,0.0096,-1.5244,4002.0,2874.0,1.466,-0.2743919999999999,-0.004789043841132279,-0.1372524508741788,0.010257423118460557,-8.638333333333335,-0.004446979408323391,0.0003323405090381218
1646.0,-0.2229,0.1183,11.9512,4002.0,2874.0,1.646,1.8768239999999994,0.03275675828045004,-0.22665485579865285,0.11093636168043311,74.86444444444447,-0.016237576144523126,0.0042590191365222746
1826.0,-0.2348,0.1224,2.2256,3454.0,2886.0,1.826,2.2774319999999997,0.039748686890279494,-0.23947849556934295,0.1129727850406645,-54.031111111111066,-0.0357872761371696,0.011846015999323969
2545.0,-0.2281,0.0936,0.0915,2902.0,2872.0,2.545,2.3432204999999997,0.04089691282522778,-0.23173615545714826,0.08419574961920824,-2.968150208623088,-0.2336760213246346,0.08567777238685509
3067.0,-0.1992,0.1161,-0.0915,3570.0,3142.0,3.067,2.2954574999999995,0.04006329121459773,-0.20369026060035822,0.1080283654257443,-0.350574712643678,-0.43284723866660346,0.16871624476923053
3266.0,-0.1666,0.1336,-0.2439,3780.0,3476.0,3.266,2.2469213999999997,0.03921617646352051,-0.17170984699585806,0.12696554038265268,-0.7658291457286438,-0.5155763775034093,0.2054006362605383
3428.0,-0.1332,0.0853,13.4451,3808.0,3728.0,3.428,4.425027599999998,0.0772313011116226,-0.1393842330299096,0.07476874736588719,84.50000000000004,-0.5865817164686269,0.2372265427517949
3608.0,-0.1095,-0.0041,1.4939,3798.0,3886.0,3.608,4.693929599999999,0.0819245263768204,-0.10879722888650253,-0.013046953154586611,-66.3955555555555,-0.6690015677570137,0.27216593979320475
3788.0,-0.1498,-0.0574,0.061,3804.0,4002.0,3.788,4.704909599999999,0.08211616352868938,-0.14458705585152598,-0.06949376432592858,-7.960555555555568,-0.7561060396549897,0.30485373887045447
3968.0,-0.1687,-0.4529,69.4512,3814.0,4002.0,3.968,17.20612560000001,0.300303543231685,-0.027177695313617467,-0.48253442662409096,385.50111111111073,-0.8440910688811272,0.3219074225250837
