t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
1767.0,-0.0291,0.0427,1.7073,3866.0,2886.0,1.767,0.0,0.0,-0.0291,0.0427,0.0,0.0,0.0
1946.0,-0.1009,0.2798,2.0732,3716.0,2886.0,1.946,0.37110280000000007,0.0064769657233700135,-0.10271012591357641,0.2791406097915839,2.044134078212289,-0.0032909351443969033,0.008943944278332144
2126.0,-0.108,0.2851,0.1524,4002.0,2874.0,2.126,0.3985348000000001,0.006955744443777098,-0.1099804541118879,0.284341888777125,-10.671111111111115,-0.0101636221145575,0.02715053192219582
2307.0,-0.1041,0.2583,-0.7012,4002.0,3700.0,2.307,0.2716176,0.004740621426364951,-0.10532332818491842,0.25780360071196046,-4.716022099447513,-0.020524988233662885,0.05390417103811662
2487.0,-0.0909,0.2119,0.0,4004.0,4002.0,2.487,0.2716176,0.004740621426364951,-0.09190351249939664,0.21146669806443102,3.8955555555555526,-0.03380678304106859,0.08736152101046357
3009.0,-0.6708,-0.6383,182.5305,4002.0,4002.0,3.009,95.55253859999996,1.6677064072089725,0.7002106038811402,-0.6058916076431567,349.675287356322,0.11847219820540336,0.019292067113231837
3567.0,-0.383,-1.4425,182.9573,4002.0,4002.0,3.567,197.64271200000002,3.4495160669709075,-0.0722078500238858,1.4907317922399481,0.7648745519713513,0.2587702531436915,0.4106883818786389
3729.0,-1.9694,-2.5977,97.1951,4004.0,4002.0,3.729,213.38831820000001,3.72432873788334,0.2148287591193725,3.252757330981706,-529.3962962962966,0.3051399124672007,0.6096849334306214
3927.0,-2.6222,-2.4693,166.4329,4004.0,4002.0,3.927,246.3420324,4.2994795514345485,-1.2095473999204704,3.392693681626095,349.6858585858586,0.31439484426278536,0.9859101039775139
4088.0,-1.8541,-2.6166,110.1829,4004.0,4002.0,4.088,264.0814793,4.609091307322251,-2.411468522140145,2.114025055841871,-349.3788819875775,0.2594126435442752,1.346628214409838
4269.0,-2.1378,-3.8861,142.7744,4004.0,4002.0,4.269,289.9236457,5.0601221968505,-4.382000406015736,0.6855906152201376,180.06353591160223,0.05404164047850571,1.7746166621466841
4449.0,-2.034,-3.6677,204.939,4002.0,4002.0,4.449,326.81266569999997,5.7039570536845385,-3.709843932227038,-1.9560770149762063,345.35888888888934,-0.2703936595656413,2.136863637538981
4628.0,-1.7943,-3.6826,259.4512,4014.0,4002.0,4.628,373.2544305,6.514518759881345,-0.9021720570673105,-3.9958904926745595,304.53743016759717,-0.6219330361567046,2.369065802458869
4808.0,-2.577,-6.3051,304.3598,4002.0,4002.0,4.808,428.03919449999995,7.470693271609402,4.8838748139982,-4.747945009284969,249.4922222222228,-0.8171987759060192,2.4487317678763594
4988.0,-4.5425,-8.5329,335.6403,4002.0,4004.0,4.988,488.4544485000002,8.52513837233808,9.507083617631302,1.7492997877340857,173.78055555555508,-0.7044350064440785,2.5850750464164345
5168.0,-3.4156,-7.6567,331.1281,4004.0,3270.0,5.168,548.0575065,9.565407978695225,2.308664588984424,8.059866380131211,-25.067777777777856,-0.5168705042990434,2.9825579956727593
5348.0,-2.9475,-6.5453,117.3171,3828.0,2886.0,5.348,569.1745845,9.933970518195684,-0.6170776497704571,7.151777647141566,-1187.838888888891,-0.3492993180065709,3.6117585406964703
5527.0,-2.7626,-5.2214,-4.6646,3790.0,2874.0,5.527,568.3396211,9.919397657732038,-0.04708225599740068,5.907009394030976,-681.4620111731832,-0.18416764531346883,4.4267300151308655
5707.0,-2.2814,-4.2073,0.0915,3788.0,2874.0,5.707,568.3560911000001,9.919685113459842,0.009404318156996716,4.786028709567046,26.42277777777782,-0.017808749400945928,5.401321733020226
5888.0,-1.8936,-3.3811,-0.1829,2300.0,2886.0,5.888,568.3229862000001,9.919107323956299,0.06277779065145639,3.8747409099191295,-1.5160220994475133,0.15153102579951255,6.508268236292168
