t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
1328.0,0.0367,0.0918,-0.122,3674.0,2884.0,1.328,0.0,0.0,0.0367,0.0918,0.0,0.0,0.0
1525.0,0.0509,0.1036,-0.2439,3986.0,2872.0,1.525,-0.04804829999999996,-0.0008386010349859908,0.05098686115928696,0.10355727878388653,-0.6187817258883254,0.0019787490947307646,0.004018954432323846
1687.0,0.0852,0.1078,12.2561,3278.0,2872.0,1.687,1.9374399000000018,0.03381470531450972,0.08150676374689217,0.11061883864653572,77.16049382716042,0.005745007289541691,0.01022696222887249
1867.0,0.1175,-0.3777,1.7683,3048.0,2886.0,1.867,2.255733900000002,0.03936998360385255,0.13227515120756875,-0.3727825430100165,-58.26555555555557,0.014215453516234605,0.005046594275957559
2046.0,0.0835,-0.2136,-0.3659,2994.0,2886.0,2.046,2.190237800000002,0.038226861011637095,0.09160226746884956,-0.21025278736455635,-11.922905027932972,0.02557386996030418,-0.006841703414944467
2227.0,0.0893,-0.1311,-0.1829,3076.0,3246.0,2.227,2.157132900000002,0.03764907150809362,0.09417134553269361,-0.12764582907624528,1.0110497237569058,0.04014434353630967,-0.023044636254011167
2408.0,0.0695,-0.1356,-0.2134,3356.0,3718.0,2.408,2.118507500000002,0.0369749311031938,0.07446515540830484,-0.13293814588001823,-0.16850828729281764,0.05715437006864664,-0.04360275569025315
2587.0,0.091,-0.163,-0.3659,2386.0,3844.0,2.587,2.0530114000000017,0.03583180851097834,0.0967809230199983,-0.15963537496243482,-0.8519553072625685,0.07707739806118744,-0.0690485906349346
2767.0,0.0815,-0.0557,-10.5488,2508.0,4002.0,2.767,0.1542274000000048,0.002691775926790386,0.08164963647769251,-0.05548041873544813,-56.57166666666676,0.09975717610796596,-0.09643414664912872
2948.0,-2.3439,-0.3477,-7.3171,3390.0,4002.0,2.948,-1.1701676999999955,-0.02042327916548917,-2.3505118650516996,-0.299760691637813,17.85469613259668,0.0455578337107123,-0.13379230465992592
3128.0,-2.3784,-1.7482,1.7378,3510.0,4002.0,3.128,-0.8573636999999952,-0.014963819452080824,-2.4042924971023245,-1.7124156587632184,50.30499999999996,-0.08624114171200904,-0.22642633135160845
3307.0,-2.9059,-3.177,68.5366,3926.0,4002.0,3.307,11.410687699999993,0.19915407028181886,-2.2199245247409385,-3.6891081462128104,373.1776536312853,-0.2884365023018282,-0.43674843867447477
3487.0,-2.6364,-4.8893,129.1159,4010.0,4002.0,3.487,34.65154970000002,0.6047836331834536,0.6112093258854179,-5.5210762184514985,336.5516666666664,-0.471958263753015,-0.827128399314963
3667.0,-2.3725,-5.8876,200.4268,4004.0,4002.0,3.667,70.72837369999996,1.2344429956459635,4.774649024810203,-4.182740333785851,396.17166666666714,-0.5007813968003513,-1.3530291467701114
4027.0,-2.3629,-6.9674,324.1159,4002.0,4002.0,4.027,187.41009770000005,3.270923256349253,1.4445779985494154,7.213955473670943,343.5808333333331,-0.3712103542830194,-1.4699020122926547
4207.0,-2.2988,-6.5105,352.7134,3918.0,4002.0,4.207,250.89850969999995,4.379005082611929,-5.39976947119624,4.302741143496444,158.87500000000009,-0.48137736389111124,-1.3889296320046418
4387.0,-2.9672,-5.3334,315.0,3840.0,4002.0,4.387,307.59850969999985,5.368606768492713,-6.03604380669506,-0.9031093863194006,-209.5188888888891,-0.7871121928361224,-1.3372179958333774
4568.0,-3.669,-3.9526,255.9756,3880.0,4002.0,4.568,353.93009329999984,6.17724544997572,-4.066385243010763,-3.542473544774089,-326.1016574585635,-1.2277643955548823,-1.401274048594839
4747.0,-3.2589,-2.6837,218.75,3916.0,4002.0,4.747,393.0863432999999,6.86065093520975,-1.2654277191122119,-4.02757589471663,-207.96424581005547,-1.7040930827088026,-1.5936698589109444
5089.0,-3.154,-2.4424,243.3842,3872.0,4002.0,5.089,476.32373970000003,8.313417563177428,3.5877478513295236,-1.743874741855156,72.02982456140337,-2.1945362514428823,-2.1652346539832585
5286.0,-3.9927,-2.4672,269.0854,3440.0,4002.0,5.286,529.3335634999999,9.238613524389477,4.380368149111505,1.685557476993723,130.46294416243708,-2.307045281489668,-2.4290545457569874
5448.0,-3.154,-2.75,282.5915,262.0,4002.0,5.448,575.1133865,10.037622166719709,0.9982303534038004,4.0637116238167446,83.37098765432059,-2.373367840174022,-2.5393548352992275
5647.0,-3.6805,-2.1808,172.439,3326.0,4002.0,5.647,609.4287475,10.63653820018016,-0.7485189097209435,4.212088357547853,-553.5301507537692,-2.484480241086932,-2.5080442552328743
