t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
1846.0,-0.0082,-0.0118,14.1768,4002.0,2874.0,1.846,0.0,0.0,-0.0082,-0.0118,0.0,0.0,0.0
2206.0,-0.0487,-0.0338,-0.0305,4014.0,2886.0,2.206,-0.010979999999999997,-0.00019163715186897734,-0.0487064764414447,-0.033790666650112024,-39.464722222222235,-0.006312359346811228,-0.004379270397854515
2386.0,-0.072,-0.0539,-0.2439,4002.0,3174.0,2.386,-0.054882000000000035,-0.0009578716000795285,-0.07205159624070359,-0.05383100852823238,-1.1855555555555546,-0.011803010738415647,-0.008313030273096508
3106.0,-0.0586,-0.035,-0.1829,3526.0,3752.0,3.106,-0.18657,-0.0032562607854458208,-0.058713658251593255,-0.03480899789874904,0.08472222222222225,-0.06420277674245922,-0.04209305428477595
3268.0,0.1456,-0.141,-6.9512,3540.0,3834.0,3.268,-1.3126643999999996,-0.022910315753715847,0.14233171828450797,-0.14429844756676855,-41.77962962962965,-0.07225737047871039,-0.053480528145346096
3448.0,0.0605,-0.0721,0.122,3542.0,3856.0,3.448,-1.2907043999999996,-0.022527041449977893,0.05886058743379178,-0.0734444773073439,39.295555555555524,-0.07929983604169019,-0.06851287794407088
3628.0,0.0465,-0.0438,-0.061,3590.0,3914.0,3.628,-1.3016843999999996,-0.02271867860184687,0.045493007774023625,-0.04484502473711689,-1.0166666666666657,-0.08486832815279162,-0.08499820654427825
3808.0,-1.3998,0.8628,5.6402,3646.0,3936.0,3.808,-0.28644840000000116,-0.004999467717069745,-1.395468983484637,0.8697874430758088,31.673333333333385,-0.13565001532879511,-0.07330242198882947
3988.0,-1.8314,0.118,54.7866,3738.0,3958.0,3.988,9.575139600000007,0.16711771235809297,-1.8255137204464291,-0.18828068531274297,273.03555555555533,-0.24557834704726317,-0.06770693163751354
4528.0,-1.0562,-1.1443,135.6707,4004.0,4002.0,4.528,82.83731759999995,1.4457839356402462,1.0036755839200082,-1.190636910331118,149.78537037037052,-0.28269154193159285,-0.3981101836361193
5067.0,-1.7121,-4.3085,299.3293,2882.0,4002.0,5.067,244.1758103000001,4.261671843460085,-3.132421515823665,3.4179517414973803,303.63376623376587,-1.229770239875857,0.26508518013090854
5248.0,-2.1723,-6.6632,299.3598,4004.0,4002.0,5.248,298.35993410000015,5.207363206078307,-6.895351073746361,-1.2534971478966006,0.16850828729291562,-1.773704540165221,0.4467250388104712
5428.0,-3.2481,-9.2532,262.4085,4002.0,4002.0,5.428,345.59346410000006,6.031743821917823,-5.448162427765423,-8.15410264901572,-205.28500000000034,-2.4911541412341314,0.36316843653109876
5607.0,-3.5322,-8.3492,252.3476,4002.0,4002.0,5.607,390.7636845000001,6.820112891749334,1.2354379731609009,-8.981050634222706,-56.206145251396585,-3.165033243087946,-0.00768580577340805
5787.0,-4.7698,-9.4294,236.7073,4002.0,4002.0,5.787,433.37099850000004,7.5637508064804075,7.670052251102257,-7.268760201393439,-86.89055555555568,-3.5941673397258995,-0.6161196900125828
5967.0,-3.9907,-11.3512,241.2195,3468.0,4002.0,5.967,476.7905085,8.32156421558301,11.931494737256717,1.5539823888369253,25.067777777777856,-3.636721006876737,-1.1742045448534413
6148.0,-5.1179,-10.2465,223.4146,4004.0,4002.0,6.148,517.2285511,9.027341202014739,8.68496210568775,7.466933499286557,-98.3696132596685,-3.394983039745087,-1.4907656627399564
6327.0,-4.9807,-8.5692,225.8537,3796.0,4002.0,6.327,557.6563634,9.732939636028,2.146970981614823,9.676211900020787,13.626256983240182,-3.087125113149877,-1.4937933622330815
7028.0,-4.8551,-8.3264,245.122,3072.0,4002.0,7.028,729.4868853999999,12.73194800034855,-3.416325882842928,-9.012749327048738,27.486875891583484,-3.560277512197276,-5.934524474432035
7208.0,-7.1392,-9.6362,196.9817,2996.0,4002.0,7.208,764.9435914000001,13.350784261960182,1.7539664533261359,-11.863731654104729,-267.4461111111103,-3.62494319572653,-7.4591827041274765
7389.0,-6.6011,-9.1459,138.1707,3022.0,4002.0,7.389,789.9524881000001,13.787271851666327,6.32888569250302,-9.336338356723719,-324.92265193370145,-3.4826275088810776,-9.298179038225847
7928.0,-6.217,-10.2099,22.561,4014.0,2886.0,7.928,802.1128671000001,13.999510503506704,9.260207656607975,-7.559212999148721,-214.4892393320966,-0.3685407577911515,-16.970637357283138
8126.0,-1.051,-12.0906,47.9268,3456.0,2874.0,8.126,811.6023735000001,14.165133634575776,12.115261225148911,-0.7124989869489755,128.11010101010132,1.2503761783738405,-19.817024243955874
8180.0,-0.4535,-8.3528,-10.8232,3420.0,2886.0,8.18,811.0179207000001,14.154933008893277,8.359538312218946,-0.3050398277989314,-1087.9629629629576,1.7162753928645451,-20.59420107282267
8306.0,0.0715,-6.6228,-5.5793,3380.0,2886.0,8.306,810.3149289000002,14.142663487368756,6.622306955092438,0.10790126289491755,41.61825396825415,2.908509305228559,-22.40590063306212
