t,ax,ay,yawRate,steer
10032,-3.7029,1.5783,324.3598,4002
10086,-4.1106,1.2195,323.6585,4002
10139,-4.3367,1.2878,323.2622,4002
10193,-4.2704,1.4397,322.6524,4002
10248,-4.1796,0.8094,321.7683,4002
10302,-3.7895,1.3437,328.1098,4014
10355,-3.7910,0.7810,326.6464,4002
10409,-4.1653,1.0064,322.4695,4004
10464,-4.6701,1.2754,321.2500,4002
10517,-4.1192,1.6026,320.0610,4002
10571,-3.9303,1.6163,315.5793,4002
10626,-3.6863,1.6057,315.1220,4004
10680,-3.1650,1.6949,309.9695,4014
10733,-2.7676,2.0220,312.8659,4002
10787,-3.2737,2.0486,312.4085,4002
10842,-3.1993,2.3696,313.7805,4004
10895,-3.5440,1.8789,306.8598,4004
10949,-3.7555,1.7679,308.3842,4002
11003,-4.2470,1.8692,312.3171,4004
11058,-3.1036,2.0437,316.7378,4004
11111,-3.7188,1.5736,318.2012,4002
11165,-3.4845,1.7291,321.4329,4002
11219,-3.7118,1.9684,315.1220,4004
11273,-3.7672,1.7653,314.1464,4002
11327,-4.7117,1.3677,321.7073,4002
11381,-4.0274,1.4777,321.5549,4002
11436,-4.0618,1.7649,319.6647,4004
11489,-4.1966,1.4819,316.4329,4002
11543,-4.4069,1.0969,322.6220,4002
11597,-4.6982,1.1758,322.5000,4002
11651,-4.3193,1.3975,316.5244,4002
11705,-3.8021,1.2391,316.9817,4004
11759,-4.2728,1.0545,314.2683,4002
11813,-5.0061,0.8580,314.8476,4002
11867,-4.0187,0.7726,316.0976,4002
11921,-3.7082,0.6434,310.1524,4002
11975,-3.6470,0.6943,308.0183,4002
12028,-3.9648,0.4899,316.0366,4004
12083,-4.0357,0.7376,308.1403,4002
12137,-4.1805,1.2025,310.8232,4002
12191,-3.8673,1.6123,321.2805,4004
12244,-4.0769,1.8223,310.5183,4002
12299,-3.4918,1.6714,306.4329,4002
12353,-4.1534,2.1181,312.4085,4004
12406,-3.5387,2.3357,311.0976,4002
12461,-3.4141,2.4857,314.2988,4004
12515,-4.0352,2.0331,318.2012,4004
12569,-3.6697,2.0690,320.9756,4002
12622,-3.5999,1.7873,309.1464,4004
12677,-4.0018,2.0150,321.5244,4002
12731,-4.5575,1.8308,315.6098,4002
12784,-4.6698,1.7381,318.9939,4002
12838,-4.2195,1.8157,322.5000,4002
12893,-4.3979,2.0837,318.5366,4002
12947,-4.2064,1.4883,315.4573,4002
13000,-4.3180,1.7969,314.9695,4002
13054,-4.0702,1.9187,314.8171,4002
13109,-4.1688,1.6748,314.2378,4004
13162,-3.8584,1.8982,313.2927,4002
13216,-4.1038,0.9985,309.0854,4002
13271,-3.5004,0.8295,309.6647,4002
13325,-3.4827,0.6166,311.4939,4004
13378,-2.6712,0.2673,313.0183,4002
13432,-2.5560,0.6879,318.0488,4002
13487,-2.7008,1.3442,317.2561,4004
13541,-2.6711,1.6974,320.4878,4016
13594,-2.6152,1.9483,328.1708,4004
13648,-2.3484,2.3693,324.2378,4004
13703,-2.4049,2.0204,326.0061,4004
13756,-2.8481,2.3509,321.3415,4004
13810,-3.4981,1.7165,325.3659,4002
13864,-4.5774,1.8300,323.3537,4002
13919,-3.9798,1.8667,321.0366,4014
13972,-4.5203,1.6313,318.4451,4004
14026,-4.2464,1.9553,318.7500,4004
14081,-4.6991,1.7160,316.2500,4002
14134,-4.5345,1.8239,315.8537,4002
14188,-4.7045,1.5309,313.9024,4004
14242,-4.6423,1.6442,321.5549,4002
14297,-4.5192,1.7578,306.2195,4004
14350,-4.0492,1.8382,311.7988,4004
14404,-3.1398,1.7894,315.1829,4002
14458,-3.5270,1.8994,312.7134,4004
14512,-3.5422,1.4860,317.8049,4002
14566,-3.4304,1.7581,324.6951,4002
14620,-3.2888,2.0587,320.3049,4002
14674,-3.0055,2.4294,316.1281,4002
14728,-3.7102,1.8999,334.6037,4002
14782,-3.5858,2.1879,325.1829,4002
14836,-3.5386,1.9443,324.2378,4002
14889,-5.5593,2.0553,331.6769,4002
14944,-5.3175,1.4862,330.7012,4004
14998,-5.0407,1.4634,324.0549,4004
15052,-4.2562,1.8760,324.4512,4004
15106,-4.1438,1.6344,321.1281,4004
15160,-3.7790,1.4095,314.0549,4002
15214,-3.4044,1.8037,307.2256,4002
15267,-3.3072,1.6633,306.3415,4002
15322,-3.4770,1.0773,317.6220,4002
15376,-3.6301,1.3919,309.2378,4004
15430,-3.7588,0.8736,304.9390,4004
15483,-3.7325,0.6510,308.7195,4002
15538,-3.7464,1.0480,309.9390,4002
15592,-3.5215,1.0989,311.9512,4002
15645,-3.7471,1.3048,311.1585,4002
15699,-3.5119,0.9806,314.6037,4004
15754,-3.6073,0.9507,315.7622,4002
15808,-3.7607,1.2446,321.6464,4002
15861,-3.5482,1.6824,322.1037,4002
15916,-3.4079,1.6883,331.8598,4002
15970,-2.3974,1.9094,322.0427,4004
16024,-2.4863,2.0270,320.1829,4002
16077,-2.1442,2.6118,327.3171,4002
16132,-2.3388,2.2570,320.7622,4004
16186,-2.3547,2.6364,317.8964,4004
16239,-3.0995,2.8298,312.5610,4004
16293,-3.0025,3.1406,318.9939,4004
16348,-3.5052,2.8812,308.5976,4002
16401,-3.8098,2.9926,306.4634,4004
16455,-4.1008,2.5913,311.4329,4004
16509,-5.2443,2.2699,317.1342,4002
16564,-4.6528,2.7171,316.7378,4002
16617,-4.5214,2.4231,312.0122,4002
16671,-4.6883,2.7698,316.8903,4004
16726,-3.3795,2.7473,321.1585,4004
16780,-3.1743,2.9942,315.2134,4016
16833,-4.0933,2.2991,320.3659,4002
16887,-4.5445,2.3837,322.8049,4004
16942,-4.1054,2.0952,318.6890,4002
16995,-5.4257,1.9146,323.0488,4004
17049,-5.7603,1.7591,329.9390,4002
17103,-5.6866,1.4183,325.5488,4004
17158,-5.0339,1.7883,330.5183,4016
17211,-4.2904,1.2439,326.5244,4002
17265,-4.7678,1.1383,325.2439,4004
17319,-4.5967,1.4306,316.4939,4002
17373,-4.4507,1.7574,314.1464,4004
17427,-4.2563,1.5539,314.8781,4002
17481,-3.8968,1.8785,312.5610,4004
17536,-3.9789,1.0403,318.4756,4004
17589,-4.9424,1.6395,324.6951,4004
17643,-5.2262,1.4031,326.4939,4002
17697,-5.3665,1.9044,329.0549,4002
17751,-5.1446,1.7050,327.6220,4004
17805,-4.7774,1.7102,324.3293,4002
17859,-5.1867,2.3177,324.8171,4002
17913,-4.9806,2.2736,322.7134,4002
17967,-4.6726,2.0066,328.5671,4002
18021,-4.8705,1.8174,330.4573,4004
18075,-5.0471,1.3840,327.7744,4002
18128,-4.8660,1.5032,322.5305,4002
18183,-4.2414,1.2931,322.8659,4004
18237,-4.1751,1.3347,319.8476,4002
18291,-3.7950,1.5183,323.5061,3082
18344,-4.0281,2.1455,315.4573,2334
18399,-4.2123,2.1287,319.0549,1968
18453,-3.5580,3.2420,277.5915,1968
18506,-3.2309,3.0035,255.3049,1968
18561,-3.2877,3.6880,218.8415,1968
18615,-2.6507,3.6720,179.2073,1968
18669,-2.2920,3.6429,133.2927,1968
18722,-2.3316,3.4391,90.7012,1968
18777,-2.1124,3.9728,52.9268,1968
18831,-1.1804,4.3639,11.8293,1968
18885,-0.8816,4.1912,-8.2622,1968
18938,-1.0242,4.0535,-47.8049,2034
18992,-1.3465,3.9376,-88.3232,2492
19046,-1.7428,2.3820,-110.1829,2468
19100,-1.5125,1.2956,-100.6707,2490
19154,-1.5021,0.3728,-71.2805,2674
19208,-1.0078,-0.0303,-56.3415,2740
19262,-0.4610,-0.1870,-32.6220,2922
19316,-0.1131,-0.3962,-27.0427,2972
19369,-0.2231,-0.4089,-6.2805,2982
19424,0.3679,-0.4128,-2.9573,2986
19478,0.4140,-0.7239,1.9512,2976
19531,0.4222,-0.9100,-0.4573,2974
19586,0.3832,-1.0689,0.5488,2990
19640,0.3693,-1.1108,0.9756,2982
19694,0.3692,-1.0362,3.4756,2976
