t,ax,ay,yawRate,steer
4182,2.7419,3.7496,-288.1403,1968
4236,2.8452,3.6777,-289.3903,1968
4290,2.7814,3.5364,-276.7378,2084
4344,1.9823,3.9941,-271.1585,2088
4398,1.3694,4.0132,-258.1098,2088
4452,0.9720,4.3109,-236.7073,2042
4506,0.6335,4.4371,-223.4756,2022
4560,0.4536,4.1381,-215.7622,2024
4614,0.6569,4.7806,-209.0244,2104
4668,0.9761,5.0359,-200.7317,2282
4722,1.1956,4.8337,-197.7134,2434
4775,0.5432,4.6800,-191.4634,2488
4830,0.8325,4.4335,-170.7012,2554
4884,1.1827,4.8483,-162.6219,2578
4937,0.6540,4.8919,-150.8842,2580
4992,0.3734,4.8621,-138.3232,2568
5046,0.5046,5.1634,-131.8293,2644
5100,1.1085,5.1870,-124.2378,2750
5153,1.5395,4.9976,-121.0366,2838
5208,1.6721,5.4763,-115.8232,2966
5262,3.1386,5.2568,-100.8842,2828
5316,3.0807,5.2417,-96.0976,2224
5369,3.4529,5.8300,-85.9756,1972
5424,4.0456,5.0849,-87.9573,1968
5478,5.5804,4.3260,-110.8842,1968
5531,5.9119,4.6503,-132.5305,1968
5585,5.1422,3.8883,-152.6524,1968
5640,5.1280,4.0338,-164.1463,1968
5694,4.9815,3.6777,-178.2927,1968
5747,5.9370,3.4454,-202.2866,1968
5801,5.6460,3.5397,-226.0366,1968
5856,5.1781,3.7588,-236.2195,1968
5909,5.2002,3.7866,-243.2622,1970
5963,4.4767,3.4229,-251.4329,1970
6018,3.8538,3.6261,-276.5854,1968
6072,3.8367,3.0048,-298.7195,1968
6125,3.8940,3.3476,-303.8720,1970
6179,3.1918,3.8283,-306.2195,1968
6234,3.4421,3.3920,-305.9147,1972
6287,3.4375,3.9184,-301.7073,1978
6341,2.4977,4.0450,-285.5488,1996
6395,2.0149,3.8911,-269.2378,2018
6450,1.3730,3.7583,-262.3476,2036
6503,0.9820,4.2057,-238.5061,2040
6557,0.4935,4.1972,-227.1037,2042
6611,0.3062,4.0957,-218.2927,2022
6665,-0.0873,4.0853,-203.7805,2020
6719,-0.0991,4.3576,-187.1037,2018
6773,0.2349,4.8441,-186.0671,2018
6828,0.7524,5.1274,-185.8842,2018
6881,0.7116,4.6378,-186.6768,2040
6935,1.1693,4.3576,-186.4939,2142
6989,1.8127,4.6219,-184.8476,2350
7043,1.6402,4.5910,-192.5610,2464
7097,2.5533,4.5984,-192.2866,2530
7151,2.6015,5.4528,-179.7256,2532
7205,1.9572,5.4574,-174.5427,2490
7259,2.0738,5.3078,-169.1463,2438
7313,1.5814,5.2499,-163.4451,2446
7367,2.1778,4.0898,-162.4085,2442
7420,2.4270,3.2809,-156.9817,2426
7475,2.0599,3.4852,-156.9512,2426
7529,3.0696,3.4921,-160.2439,2424
7583,2.3254,4.0295,-161.2500,2426
7636,2.4622,3.9093,-153.1707,2442
7691,3.2909,4.7804,-142.7744,2684
7744,3.1106,4.7863,-151.8902,3268
7798,3.5941,4.6450,-165.6402,3304
7853,3.9120,4.0258,-185.7622,3330
7906,4.2247,3.6119,-205.6402,3264
7960,3.9323,3.0092,-221.9207,3236
8014,3.7550,2.6822,-215.3354,3200
8069,3.5336,2.3742,-194.5427,3160
8122,3.0160,1.2203,300.1220,3154
8176,2.7054,0.4457,6.1280,3136
8230,1.6548,0.0358,10.1220,3118
8284,1.2693,0.1881,-2.6524,3116
