t,ax,ay,yawRate,steer
1050,0.0000,0.1207,0.4878,2076
1104,-0.1341,0.1731,0.2744,2060
1159,-0.2179,0.2750,-9.3902,2252
1212,-0.2069,0.3229,-7.0122,2748
1266,-0.4753,0.3718,3.5976,2992
1320,-0.5124,0.3664,15.9146,2990
1375,-0.2112,0.4694,4.9695,2980
1428,-0.3006,0.4152,0.7622,2992
1482,-0.2597,0.4433,0.4573,2854
1537,-0.1244,0.4844,-0.5793,2468
1591,0.1701,0.5551,-7.1951,2264
1644,0.1772,0.5461,-7.9573,2100
1698,0.2284,0.5456,-7.9573,1980
1753,0.2172,0.5930,-8.5976,1978
1806,0.0416,0.6425,-3.1707,1972
1860,0.1056,0.6557,0.7622,1974
1914,0.0883,0.6692,-0.1524,1972
1969,0.1080,0.6661,0.7012,1968
2022,0.0917,0.6732,0.7622,1968
2076,0.1021,0.6779,0.5488,1970
2130,0.1104,0.6850,0.4268,1968
2185,0.1127,0.6964,0.6098,1968
2238,0.1146,0.7065,0.7622,1968
2292,0.1238,0.7175,0.6707,1968
2347,0.1172,0.7229,0.3049,1966
2401,0.1077,0.7330,0.6707,1968
2454,0.1043,0.7353,0.6707,1968
2508,0.1074,0.7281,0.6098,1968
2563,0.1123,0.7175,0.2439,1968
2617,0.1157,0.7100,0.6402,1968
2670,0.1179,0.7069,0.6098,1968
2724,0.1149,0.7130,0.4573,1968
2779,0.1240,0.7222,0.7622,1968
2833,0.1232,0.7329,0.6098,1968
2886,0.1344,0.7889,0.4573,1968
2940,0.5749,1.5088,-26.7683,1968
2995,0.6931,2.2993,-46.2500,1968
3048,1.0453,2.7981,-75.2439,1968
3102,0.4426,3.5260,-92.8964,1968
3156,0.1377,3.6957,-106.1890,1968
3211,0.1470,3.9755,-126.1890,1968
3264,0.1789,4.3478,-134.8171,1968
3318,1.2650,4.6447,-154.7256,1968
3373,1.7662,4.3890,-163.6585,1968
3426,1.5039,4.0178,-178.7500,1980
3480,1.7864,3.5988,-195.0915,1966
3534,2.3504,3.7290,-207.8659,1968
3589,1.3842,3.9040,-214.3598,1968
3642,2.1326,3.9703,-228.4451,1968
3696,2.7777,4.3048,-235.1524,1968
3750,3.5979,3.8303,-255.2744,1968
3804,3.6444,3.2591,-268.2927,1980
3858,2.8931,3.2523,-277.8354,1968
3912,2.6434,3.6390,-283.9634,1968
3966,2.4911,3.1947,-296.2805,1968
4020,2.7921,3.6341,-300.6708,1968
4074,2.4415,3.6806,-304.4512,1968
4128,2.1064,3.9208,-292.4085,1968
