t,ax,ay,yawRate,steer
1042,-0.0134,0.1144,0.6402,2156
1096,0.1392,0.2692,-2.0427,2154
1150,0.0424,0.2958,-7.7439,2104
1205,0.1119,0.2702,-9.2683,2062
1258,0.0244,0.3478,-8.8110,2016
1312,-0.0571,0.4233,-5.1220,1996
1367,-0.0978,0.4876,-0.1829,2058
1420,-0.0495,0.5213,0.6402,2062
1474,-0.0301,0.5554,0.7927,2060
1528,-0.0121,0.6004,0.8537,2056
1583,-0.0178,0.6269,0.8232,2056
1637,-0.0128,0.6451,0.9451,2054
1690,-0.0165,0.6626,0.7622,2054
1744,-0.0055,0.6762,0.6402,2054
1799,0.0061,0.6831,0.7317,2056
1853,0.0035,0.6859,0.5488,2078
1906,-0.0035,0.6938,0.5793,2082
1960,0.0011,0.6972,0.7012,2102
2015,-0.0030,0.7081,0.7622,2100
2069,0.0230,0.7145,1.7988,2096
2122,-0.0367,0.7157,0.5183,2082
2177,-1.3864,3.0381,-23.5061,2080
2231,-1.4630,3.8977,-29.6037,2078
2284,-0.7586,4.2635,-48.1707,2076
2338,-1.2504,4.4892,-68.5976,2076
2393,-0.9127,4.6984,-83.9634,2076
2447,-0.8240,4.4037,-97.9573,2082
2500,0.0131,4.1531,-114.8171,2084
2554,0.4041,4.5412,-136.4634,2084
2609,0.9046,3.7148,-157.5305,2090
2662,1.0727,4.1321,-164.3902,2094
2716,1.8168,4.2404,-166.1585,2100
2770,2.0501,3.9765,-174.3598,2102
2825,3.1939,3.8463,-182.1646,2106
2878,3.8475,3.5171,-199.2988,2108
2932,4.6500,3.4309,-220.0915,2108
2987,3.9264,3.3830,-221.1280,2110
3041,3.5304,3.5592,-231.8598,2110
3094,3.0705,3.4814,-230.9451,2112
3148,2.8217,3.4176,-242.8659,2114
3203,2.6539,3.5539,-247.3476,2118
3256,2.6249,2.8000,-265.8537,2124
3310,2.0889,3.0469,-278.7805,2134
3364,1.0094,3.6796,-272.7744,2134
3419,0.8176,3.5441,-279.2988,2132
3472,0.2691,4.0860,-279.4512,2136
3526,0.1008,4.1236,-276.6159,2138
3580,0.8612,3.9376,-277.4695,2140
3634,0.9781,3.8502,-273.9939,2150
3688,0.2807,3.8784,-266.5244,2162
3742,-0.7212,4.4003,-252.1646,2164
3796,-0.3184,4.0178,-236.7378,2168
3850,-1.2516,4.3491,-228.2622,2170
3904,-0.9472,4.3431,-217.8963,2170
3958,-0.6548,4.5878,-206.0976,2172
4012,-0.1422,4.3114,-201.3415,2156
4066,-0.4523,4.8674,-185.0610,2166
4120,0.0361,5.3166,-170.8842,2148
4174,0.2194,4.6229,-172.6524,2204
4228,0.3896,4.1710,-177.5305,2538
4281,0.7259,4.1714,-174.3293,2900
4335,1.0998,3.4683,-172.5915,2998
4389,0.7496,2.7373,-151.8902,2996
4444,0.8467,2.2080,-119.9390,2982
