t,ax,ay,yawRate,steer
10001,-4.6057,1.6745,273.8720,4016
10055,-4.4411,1.3932,279.3293,4002
10109,-4.8118,1.0691,279.7561,4004
10164,-5.6479,0.9879,286.0976,3934
10217,-5.1375,0.7942,291.5244,3600
10271,-5.4029,0.8484,289.2073,3314
10326,-4.7580,1.0786,286.7073,3222
10380,-3.9539,1.3580,269.5732,3184
10433,-4.4148,1.2458,249.4817,3170
10487,-3.0856,1.7547,234.8171,3188
10542,-3.1853,2.1407,220.7012,3328
10595,-2.8743,2.5457,206.7683,3540
10649,-2.9708,2.4771,198.0183,3734
10703,-3.0968,2.3830,195.7012,3856
10758,-3.3815,2.6241,194.4512,3916
10811,-3.6514,2.5796,199.4817,3926
10865,-4.6641,2.1954,200.0610,3950
10919,-4.4936,2.2481,211.0061,3990
10973,-4.6397,2.0556,218.2317,4004
11027,-4.6019,2.2909,227.2256,4002
11081,-4.4984,1.9476,234.7561,4002
11136,-4.7149,1.5437,245.7622,4004
11189,-4.4423,0.7365,246.5244,4002
11243,-4.4866,0.7673,253.8110,4002
11297,-4.5623,0.5507,263.7195,4002
11351,-4.7967,0.5234,268.9329,4004
11405,-5.1972,0.9938,270.3354,4002
11459,-4.9407,1.1087,277.3171,4002
11513,-5.0912,1.3150,292.5000,4002
11567,-4.4767,1.1387,291.0976,4002
11621,-4.5471,0.9224,289.3903,4002
11675,-3.8977,0.9597,302.7134,4002
11728,-3.5721,0.7031,296.9817,4004
11783,-3.5573,1.2448,301.4024,3950
11837,-4.4533,1.5326,301.5244,3928
11891,-4.4767,0.9613,302.0427,3950
11944,-4.3988,0.7240,304.4512,3994
11999,-4.1817,1.0068,306.7378,4002
12053,-3.7816,0.8246,302.1647,4004
12106,-3.8743,1.2611,301.4939,4002
12161,-3.4174,1.5327,296.1890,4002
12215,-3.9008,1.5939,300.4269,4002
12269,-4.2139,1.7104,300.3964,3988
12322,-3.1748,2.2700,303.1403,3670
12377,-2.5863,2.3777,296.9208,3306
12431,-2.1782,2.8191,297.5915,3040
12485,-2.3583,2.7078,269.3598,2984
12538,-2.7764,2.5096,246.9207,2980
12593,-2.1526,2.8576,218.9634,3032
12647,-1.9266,3.3185,202.6220,3056
12700,-2.2581,3.8246,181.0976,3086
12754,-2.9102,3.1435,167.4695,3194
12809,-2.9430,2.5875,149.9695,3248
12863,-2.8371,2.8505,148.4146,3250
12916,-3.0415,3.3157,148.3537,3306
12971,-3.0624,2.9490,137.8659,3548
13025,-4.4912,2.5023,129.9085,3810
13078,-4.6292,2.4932,130.2744,3960
13132,-4.9263,2.0774,142.8963,4004
13187,-3.4713,2.7484,152.7744,4004
13241,-4.0852,2.4137,172.5610,4012
