t,ax,ay,yawRate,steer
1036,0.0019,0.1446,0.7622,3014
1090,0.0001,0.2694,0.9756,2994
1144,0.0015,0.3620,0.5488,2982
1198,-0.0012,0.4409,0.5793,2980
1252,-0.0019,0.5065,0.7012,2952
1306,0.0114,0.5579,0.4268,2818
1360,0.0407,0.6072,0.1220,2660
1414,0.0704,0.6448,-2.0732,2530
1468,0.0118,0.6839,-5.3963,2382
1522,0.1181,0.7099,-3.6280,2376
1575,0.0313,0.7116,-2.4390,2626
1630,-0.1914,0.6478,6.8598,2858
1684,-0.1550,0.6695,8.0793,2976
1738,-0.1681,0.6850,2.9268,2978
1792,0.0963,0.7472,0.6707,3024
1846,0.0316,0.7266,2.8659,3160
1900,-0.1026,0.7062,3.4146,3206
1954,-0.0821,0.7249,2.8049,3386
2008,-0.2337,0.7202,5.8841,3476
2062,-0.1985,0.7591,6.2805,3498
2116,-0.1473,0.7682,2.0122,3488
2170,-0.1595,0.7304,1.4939,3470
2224,-0.1458,0.6935,0.4878,3440
2278,-0.1133,0.6932,0.3659,3362
2332,-0.0628,0.7150,-1.7378,3288
2386,-0.0110,0.6960,-2.7744,3282
2440,-0.0524,0.7000,-0.7012,3280
2494,-0.1190,0.6960,0.2134,3268
2548,-0.1215,0.7076,0.1524,3270
2601,-0.1111,0.7140,0.7317,3280
2656,-0.1253,0.6938,0.6098,3270
2710,-0.1400,0.6757,0.2134,3270
2764,-0.1479,0.6708,0.6402,3344
2818,-0.1825,0.6549,1.4634,3368
2872,-0.1508,0.6872,2.2561,3394
2926,-0.1910,0.6661,1.8598,3418
2980,-0.2390,0.6699,1.6159,3470
3034,-0.3018,0.6283,1.8902,3460
3088,-0.2252,0.6678,1.1585,3464
3142,-0.2223,0.6626,1.1585,3468
3195,-0.2501,0.6479,0.8537,3440
3250,-0.2236,0.6356,0.1524,3240
3304,-0.0266,0.7000,-4.0854,3116
3358,-0.0634,0.6793,-5.0000,2990
3411,-0.1838,0.6258,-0.0915,2978
3466,-0.2534,0.5830,-1.1890,2978
3520,-0.1084,0.6517,0.6707,2990
3573,-0.1906,0.7239,1.0061,2992
3628,-0.1056,0.9047,-0.1220,2978
3682,-0.2142,0.6668,-1.7988,2992
3736,-0.4280,1.2416,-3.4756,2992
3789,-0.7964,2.2139,3.8415,2980
3844,-1.0929,2.6172,9.6037,2978
3898,-0.9548,2.6684,2.3171,2992
3951,-0.6911,2.4689,6.9207,2992
4005,-0.3958,2.0838,5.1524,3004
4060,-0.5513,1.6494,7.5305,3226
4114,-0.7053,1.1605,9.5122,3582
4167,-0.9181,0.9231,22.7134,3740
4221,-0.9974,0.5939,40.3049,3762
4276,-1.1475,0.4670,49.7866,3742
4329,-0.9726,0.3113,46.8902,3734
4383,-0.9107,0.1902,41.5549,3770
4438,-0.8243,0.1421,37.8963,3770
4492,-0.5891,0.0007,38.9024,3770
4545,-0.5129,0.0891,34.7256,3750
4599,-0.6248,0.0464,32.3476,3600
4654,-1.1047,1.0523,56.6463,3276
4708,-1.4693,1.7530,75.1829,2994
4761,-0.9346,2.0853,67.0732,2980
4815,-0.7817,2.5057,42.0122,2980
4870,-0.8121,2.4068,8.3537,3054
4923,-1.0308,1.8052,15.2134,3624
4977,-1.2130,1.5069,18.5976,4004
5030,-1.5886,1.0379,43.5671,4004
5085,-1.5845,0.3046,72.2256,4002
5139,-1.8058,-0.3075,82.5305,4004
5192,-1.5663,-1.0160,89.3902,4002
5246,-1.4608,-1.0273,81.3415,4004
5301,-0.8488,-1.4252,79.2378,3890
5355,-0.8098,-1.3690,63.2317,2894
5408,-0.4611,-1.2063,51.1281,2412
5463,-0.0576,-1.0101,18.2622,2080
5517,0.1771,-0.8449,4.0244,1974
5571,0.4562,-0.6908,-4.6646,1970
5624,0.5302,-0.5526,-14.5427,1968
5679,0.6425,-0.5465,-23.7195,1980
5733,0.6845,-0.3290,-27.6829,1966
5787,0.5907,-0.2081,-24.2988,1968
5841,0.6104,-0.0904,-22.5305,1972
5895,0.5903,-0.0689,-18.5671,1974
5949,0.6605,1.0606,-20.7012,1974
6003,0.5394,1.9029,-58.4756,1978
6056,0.2012,2.6710,-88.0488,1996
6111,0.9697,3.5920,-118.8110,2020
6165,0.9309,3.7025,-130.2744,2042
6219,1.1661,3.6597,-139.6342,2064
6273,1.9226,3.7552,-137.3171,2064
6327,2.6064,4.3966,-144.1463,2066
6381,2.5731,4.6095,-144.4207,2066
6434,2.9410,4.9345,-157.6829,2070
6489,2.6262,4.7803,-165.3963,2068
6543,3.7510,4.7235,-179.6646,2072
6597,3.5812,4.1897,-188.1707,2074
6650,3.7685,3.9263,-208.9939,2072
6705,4.3589,4.1624,-209.6342,2074
6759,4.3060,4.2038,-229.6342,2070
6813,3.9619,3.9434,-226.7073,2052
6866,4.9326,4.1565,-240.9146,2050
6921,4.7678,3.8476,-249.8780,2048
6975,3.9569,3.5789,-262.9878,2046
7028,2.4521,4.0875,-262.3476,2042
7083,2.0349,3.4496,-278.3537,2040
7137,2.3424,2.8823,-282.1037,2036
7191,2.4633,2.7813,-288.2927,2034
7244,1.9022,3.1420,-278.3537,2032
7299,1.7530,2.9508,-272.9269,2034
7353,1.6715,3.2532,-266.6464,2032
7406,1.2999,3.2868,-258.0183,2032
7460,1.1002,3.6321,-252.3476,2034
7515,0.9894,4.0779,-243.5061,2034
7568,0.5411,3.5970,-242.5000,2028
7622,0.0512,4.2859,-221.2805,2024
7676,0.4963,3.8879,-206.0671,2018
7731,0.9386,3.6711,-206.2500,2014
7784,0.5474,3.9103,-200.3049,1998
7838,0.9642,4.0328,-198.5671,1992
7892,1.3613,4.1341,-196.2500,1992
7947,1.6090,4.3765,-198.1707,1992
8000,1.8072,4.2396,-198.6890,1992
8054,1.7211,3.4611,-203.1707,1988
8109,0.8842,4.2835,-210.0610,1988
8162,1.1503,4.0464,-212.0122,1986
8216,0.8374,3.8539,-220.8842,1986
8270,1.0353,3.7822,-231.5854,2028
8325,-0.6332,3.9298,-118.0488,2334
8378,0.0719,3.8506,-148.4451,3030
8431,0.6934,3.4842,-153.2317,3420
8485,1.5172,3.1479,-162.8963,3678
