t,ax,ay,yawRate,steer
1050,0.0115,0.1144,0.5488,2978
1104,0.0183,0.2093,0.5183,2978
1158,0.0314,0.2800,0.6098,2990
1212,0.0333,0.3317,0.6402,2992
1266,0.0453,0.3851,0.8232,2980
1320,0.0496,0.4201,0.7317,2978
1374,0.0550,0.4520,0.4268,3078
1428,0.0675,0.4775,0.6707,3374
1482,-0.0456,0.5093,5.4268,3630
1536,0.0119,0.4807,8.4451,3792
1590,-0.0954,0.4593,12.5000,3904
1644,-0.0705,0.5269,10.0000,4004
1698,-0.0698,0.5345,6.9817,4004
1752,-0.0635,0.6440,4.2683,4002
1806,-0.0609,0.6407,2.0122,4014
1860,-0.0736,0.6064,2.2256,4004
1913,-0.0819,0.6144,0.7012,4002
1968,-0.0827,0.6156,0.5488,4004
2022,-0.1002,0.6236,0.5488,4002
2076,-0.1060,0.6354,0.3049,4002
2130,-0.1164,0.6386,0.7012,4002
2184,-0.1190,0.6444,1.0061,4010
2238,-0.1230,0.6329,0.6402,4002
2292,-1.4717,2.2670,3.6890,4002
2347,-2.0349,2.2321,47.8354,4004
2400,-2.4702,2.2832,80.4573,4004
2454,-2.2908,3.0806,108.1707,4002
2508,-3.5253,3.1392,133.5366,4002
2562,-3.6597,2.7876,153.3232,4004
2616,-3.8021,2.4226,172.8963,4002
2670,-3.8270,2.4686,191.5854,4002
2724,-4.1893,1.7872,202.0427,4002
2778,-4.7769,1.0548,222.9573,4004
2832,-5.2236,0.9511,241.0976,4002
2886,-5.2337,0.3850,252.3780,4002
2939,-5.2864,0.7356,268.1403,4002
2994,-5.0791,0.8006,277.9878,4002
3048,-4.7514,1.1074,281.4939,4004
3084,-4.5361,0.9563,298.2317,4004
3138,-3.7673,1.0514,307.0122,4002
3191,-3.6109,0.9551,321.0671,4004
3246,-3.9216,0.6515,331.1281,4002
3300,-3.8043,0.4341,327.1037,4002
3354,-4.1026,0.1873,335.6098,4002
3407,-3.6949,0.1815,330.7622,3986
3462,-4.0467,0.6231,332.5305,3966
3516,-4.2113,0.8988,317.3781,3946
3570,-3.8493,1.1375,302.1951,3946
3606,-3.3040,1.4032,301.8598,3926
3642,-3.7225,1.6593,295.5488,3926
3696,-2.6883,1.7838,240.7012,3922
3749,-2.1569,1.8063,144.7256,3918
3804,-2.4179,1.0950,80.7317,3914
3858,-2.6799,2.4140,61.4939,3894
3911,-2.6184,3.3141,88.4756,3888
3965,-2.8619,2.9692,100.4268,3888
4020,-2.7717,2.7388,130.3049,3886
4074,-2.5358,2.9146,138.3537,3888
4127,-2.2091,2.9872,144.7256,3888
4182,-2.6498,2.8327,167.6219,3932
4236,-3.2102,2.0684,168.0488,3936
4289,-5.2113,1.3401,191.9817,3958
4343,-5.1071,0.9256,190.0915,3958
4398,-4.4783,0.7577,197.8963,3956
4452,-4.6467,1.1970,214.2988,3954
4505,-5.3267,0.7876,220.8537,3952
4559,-5.0898,0.5822,233.0488,3946
4614,-5.3115,0.8604,240.3963,3946
4667,-5.1336,1.0369,259.4208,3946
4721,-4.8788,0.8549,267.0732,3950
4775,-4.6419,0.4627,279.3293,3970
4830,-4.4241,0.8701,284.8171,3976
4883,-4.4529,0.3580,280.0610,3994
4937,-4.5238,1.0133,287.4085,3992
4992,-4.1860,1.0989,289.2988,3990
5045,-4.4559,0.9265,297.7744,4002
