t,ax,ay,yawRate,steer
1040,-0.0134,0.1231,0.5488,2700
1202,0.1118,0.2270,0.2134,2820
1255,0.0631,0.3109,1.7378,2970
1309,0.1261,0.3698,0.7317,2948
1363,0.3102,0.5118,-0.0610,2168
1418,0.2596,0.5095,1.2195,1968
1471,0.1742,0.5853,-9.4512,1968
1525,0.1738,0.5779,-9.0549,1968
1580,0.1630,0.6170,-10.0610,1968
1633,-0.0434,0.6731,-5.3049,1968
1687,-0.0558,0.6735,2.2561,1966
1741,0.0411,0.6787,-0.2134,1968
1795,-0.0035,0.7067,1.0061,1968
1849,-0.0043,0.7286,0.7927,1968
1903,-0.0120,0.7414,0.5488,1968
1957,-0.0307,0.7468,0.4878,1968
2012,-0.0337,0.7435,0.5183,1968
2065,-0.0308,0.7418,0.5183,1968
2119,-0.0337,0.7448,0.5488,1966
2173,-0.0303,0.7438,0.4878,1968
2228,-0.0152,0.7425,0.5793,1968
2281,-0.0006,0.7482,0.4573,1968
2335,0.0119,0.7537,0.5793,1968
2390,0.0258,0.7552,0.5793,1968
2444,0.2534,1.0260,-13.8720,1968
2497,-0.0027,2.5691,-50.7622,1968
2551,0.0194,3.3673,-73.3232,1968
2606,0.1639,4.1706,-89.7866,1968
2660,0.0818,4.0111,-113.6281,1968
2713,0.0142,4.8997,-128.0183,1968
2767,0.1416,4.9727,-137.0732,1968
2822,1.0370,5.0422,-155.4878,1968
2875,1.2759,4.6696,-167.3780,1968
2929,0.9824,4.4410,-182.5610,1968
2983,1.0550,3.7899,-196.7073,1968
3038,0.2924,3.1937,-204.0854,1968
3091,-0.2564,2.6282,-214.6342,1980
3145,0.4303,3.1695,-221.7988,1968
3200,0.9045,3.0254,-240.6402,1968
3253,0.2567,2.8752,-258.6281,1968
3307,0.6215,3.4441,-270.0610,1968
3361,1.0579,3.5722,-280.1829,1966
3416,1.9362,3.6541,-296.5854,1968
3469,2.4539,3.7023,-299.3598,1980
3523,2.4774,3.0868,-310.1829,1966
3577,1.4586,3.6369,-311.4329,1968
3631,1.5930,3.0699,-314.6647,1968
3685,1.5134,3.4582,-310.7622,1968
3739,2.0319,3.6031,-304.2683,1968
3793,1.3492,3.8727,-303.1708,1968
3847,1.1991,4.1071,-284.6951,1968
3901,0.3602,4.4100,-277.3171,1968
3955,0.2494,4.2783,-264.8781,1968
4008,-0.0916,4.4699,-257.9269,1968
4063,-0.3668,4.3100,-251.5854,1968
4117,-0.3471,3.8124,-248.3232,1968
4171,-0.6967,3.3204,-236.6159,1968
4225,-0.4362,3.6107,-239.8476,1968
4279,-0.7727,3.5776,-232.9268,1968
4333,-0.2882,3.9596,-240.9146,1968
4386,0.1333,3.5081,-232.1342,1968
4441,0.8426,3.6354,-234.7561,1968
4495,1.7252,3.8052,-245.1220,1968
4549,1.3998,3.8266,-244.6646,1968
4602,2.1182,3.6186,-263.5061,1968
4657,2.3075,3.7424,-266.5244,1968
4711,2.2717,3.8937,-274.4512,1968
4764,3.4396,4.1516,-277.2561,1968
4818,3.3886,3.6182,-286.2805,1968
4873,3.0082,2.9386,-299.0244,1968
4927,2.8672,2.8398,-295.2439,1968
4980,2.3273,2.4586,-297.4695,1966
5035,2.2454,2.3054,-300.8842,1968
5089,1.4640,2.4443,-295.3964,1968
5143,1.2038,2.6919,-291.0976,1968
5196,1.0047,2.7463,-297.5610,1968
