t,ax,ay,yawRate,steer
10007,-3.9216,1.7167,282.3781,3692
10061,-4.0940,1.6147,278.6585,3660
10116,-4.2425,1.9272,280.0305,3622
10170,-4.2502,1.8013,279.3598,3614
10223,-4.2443,2.1325,276.7378,3566
10277,-3.8810,1.5326,268.2927,3546
10332,-5.2452,0.9857,261.0976,3538
10385,-4.6913,0.8753,251.5244,3504
10439,-4.0796,0.7797,246.6159,3470
10493,-4.0619,0.9743,232.7744,3436
10548,-4.3284,1.0935,229.2073,3430
10601,-3.9578,1.6137,229.1463,3414
10655,-3.8428,2.0829,223.2927,3396
10710,-3.5344,2.2582,222.8659,3388
10763,-4.0342,2.1681,215.2134,3376
10817,-4.1721,2.1448,215.0305,3372
10871,-4.0282,2.0894,209.6646,3352
10926,-4.3991,2.2188,201.7988,3364
10979,-4.4262,2.0877,192.4085,3352
11033,-3.8694,2.6963,186.4024,3352
11087,-4.6776,2.4712,180.4878,3366
11141,-4.7903,2.5487,176.8598,3378
11195,-4.0918,2.9167,173.9329,3456
11249,-4.2043,2.8859,164.7256,3474
11303,-4.8019,2.8139,165.9756,3486
11357,-4.6483,2.7419,167.2561,3474
11411,-4.4613,2.7107,168.8415,3474
11465,-3.8569,2.1092,161.9817,3482
11518,-3.6534,2.0422,162.4085,3474
11573,-4.0590,2.2811,163.3232,3472
11627,-4.5166,2.4416,165.6098,3474
11681,-3.9724,2.3891,162.0427,3490
11735,-4.2706,2.6535,166.1280,3498
11789,-4.1903,2.4369,169.3598,3628
11843,-4.4842,1.7838,172.1646,3716
11896,-4.2851,2.0227,179.6951,3832
11951,-3.4984,1.9855,178.5366,3906
12005,-3.4251,1.7402,187.6219,3972
12059,-3.8414,1.7173,200.6707,4004
12112,-3.9623,1.8546,215.0610,4004
12167,-3.9212,1.6977,227.8049,4004
12221,-4.1372,1.8442,240.9146,4002
12274,-4.0802,1.9982,252.8354,4012
12328,-4.6648,2.3058,266.3720,4004
12383,-4.5487,2.0343,272.1647,4004
12437,-4.0604,2.2935,288.1098,4002
12490,-4.4957,2.1010,291.4634,4002
12545,-4.8899,1.8422,290.9147,4004
12599,-5.0875,1.2703,300.3964,4004
12652,-4.5900,1.4247,297.5305,4002
12706,-4.4123,1.2345,303.7805,4002
12761,-4.4904,1.4478,304.5122,4002
12815,-4.6122,1.3847,307.2866,4004
12868,-4.5234,1.0063,305.3964,3896
12922,-4.9442,0.4866,306.4634,3822
12977,-5.3244,0.6632,302.6524,3822
13030,-4.6924,1.2746,298.4756,3896
13084,-4.0311,1.9736,294.1769,3924
13138,-4.5010,2.2191,302.1037,3966
13193,-4.0811,2.4116,301.3720,3988
13246,-3.5799,2.4838,309.2988,3990
13300,-3.4946,2.2274,304.1464,3990
13355,-3.7347,2.5744,312.1037,3994
13408,-3.9713,2.4766,311.6464,3996
13462,-4.3473,2.2940,310.9756,3994
13516,-5.1533,1.8141,321.6464,3996
13571,-5.0420,1.9210,324.1159,3996
13624,-4.9626,1.6278,320.9147,4000
13678,-4.6878,1.5225,322.5000,4000
13732,-4.7487,1.4929,321.0366,4002
13786,-5.0267,1.4327,317.5305,4004
13840,-5.0159,1.2535,318.9024,4002
13894,-5.1399,1.4079,311.3720,4004
13948,-5.0155,1.3672,311.3110,4002
14002,-5.3364,0.8122,317.8354,3892
14056,-5.8732,0.8202,313.2927,3824
14110,-5.4025,1.0277,306.6464,3826
14163,-4.8597,1.6242,307.6524,3832
14218,-5.1624,1.5733,307.3476,3852
14272,-5.2686,1.6000,301.1585,3870
14326,-4.8202,2.2741,301.8598,3874
14380,-4.2684,2.3158,304.8781,3876
14434,-3.9960,1.8335,302.4695,3894
14488,-3.7872,1.8532,302.2561,3894
14542,-3.0925,1.7043,303.2622,3806
14596,-2.6076,1.6215,301.6769,3686
14650,-2.8972,2.1175,298.4451,3620
14704,-3.1165,2.0933,297.1037,3540
14757,-3.1238,2.2924,288.8720,3514
14812,-3.7680,2.4224,278.0183,3500
14866,-4.0511,2.4172,264.6037,3478
14920,-3.9179,2.6755,254.8171,3452
14973,-4.3535,2.8237,240.6098,3420
15028,-4.2097,2.7598,232.8354,3440
15082,-3.9854,2.7423,221.1585,3478
15135,-3.0911,2.9394,214.5122,3532
15190,-3.3904,3.1823,208.7195,3540
15244,-3.3061,3.1511,203.1402,3560
15298,-2.9796,2.9906,208.6890,3598
15351,-3.2379,2.8220,203.0183,3588
15406,-3.0677,2.7317,203.2622,3608
15460,-3.6264,2.1288,200.9146,3630
15513,-4.3046,2.0406,195.6098,3666
15567,-4.6130,2.3541,195.6098,3656
15622,-5.0589,2.4354,195.9451,3660
15676,-5.4066,1.9780,202.9878,3678
15729,-5.0277,1.7553,210.4268,3682
15783,-4.5326,1.9343,209.1768,3686
15838,-4.0714,2.2346,214.2073,3704
15891,-2.6351,2.1367,218.6585,3740
15945,-2.8005,1.9962,216.3720,3750
16000,-2.8322,2.0030,223.2317,3820
16054,-2.8471,1.8332,225.8232,3862
16107,-3.2363,2.3433,233.8415,3880
16161,-4.0969,2.1596,239.2988,3902
16216,-5.0076,1.0889,243.4756,3918
16269,-4.7181,1.2863,249.9085,3932
16323,-3.8966,1.3345,254.5732,3920
16377,-3.8312,2.3959,255.4878,3840
16432,-4.0294,2.5052,263.0488,3608
16485,-4.0241,2.4083,264.4817,3380
16539,-3.9395,2.1053,265.5183,3112
16593,-3.2737,2.4288,250.0000,2992
16648,-2.5577,2.7350,236.1280,2896
16684,-2.8601,2.2139,225.7317,2840
16737,-2.9398,2.2954,202.3476,2818
16791,-2.2556,3.2973,178.3232,2800
16845,-2.6827,3.5481,157.4390,2812
16900,-3.1967,3.2211,139.3293,2812
16953,-3.4183,2.7440,114.6037,2780
17007,-2.9487,3.0092,105.7927,2792
17061,-2.3987,3.5552,91.0976,2790
17115,-2.8034,2.9270,83.6585,2794
17169,-3.0524,2.6035,69.7561,2936
17223,-2.6234,2.2892,61.0061,2934
17277,-2.1720,2.0746,56.3415,2914
17331,-2.1642,2.0839,51.0366,2904
17384,-3.0851,1.8501,52.0732,2956
17438,-3.3338,1.2761,62.5000,3004
17492,-3.4164,0.9093,75.2134,3070
17547,-3.2369,0.2323,91.2805,3122
