t,ax,ay,yawRate,steer
1040,0.0072,0.1302,0.7317,4004
1094,-0.1791,0.1454,3.0488,4004
1147,-0.1591,0.2312,11.3720,4004
1202,-0.2168,0.2855,12.1037,4002
1256,-0.2453,0.2773,13.3232,4004
1309,-0.2130,0.3966,8.5671,4002
1363,-0.1522,0.5251,-0.2134,4002
1418,-0.2261,0.4713,0.9451,4002
1472,-0.1857,0.5269,0.3049,3870
1525,-0.1581,0.5805,-0.2134,3062
1580,-0.0657,0.6899,-6.0976,2650
1634,0.1155,0.7444,-15.5488,2246
1688,0.0273,0.6171,-15.2439,2124
1741,0.0731,0.5885,-8.2317,2052
1796,-0.1120,0.5867,-7.7439,1988
1850,-0.1097,0.6728,-10.5183,1984
1903,-0.1519,0.7490,-8.5366,1980
1957,-0.2456,0.7538,0.5488,1980
2012,-0.0241,0.7491,0.2134,1978
2066,-0.0183,0.7511,-0.2134,1976
2119,0.0601,0.7440,0.9146,1974
2173,0.0744,0.7528,0.7012,1986
2228,0.0882,0.7507,0.4573,1972
2282,0.1113,0.7552,0.3659,1972
2335,0.1226,0.7588,0.4878,1968
2390,0.1301,0.7632,0.3659,1968
2444,0.1309,0.7666,0.6098,1968
2498,0.1392,0.7661,0.6402,1968
2552,0.1492,0.7699,0.5183,1980
2606,0.1840,0.7749,0.3659,1970
2660,-0.2723,1.2841,-32.0427,1968
2714,-0.3361,2.5931,-45.9146,1968
2767,-0.1051,2.9771,-74.5732,1970
2822,-0.0194,3.7181,-89.0854,1968
2876,0.4470,3.8800,-110.1524,1968
2930,1.0318,4.4940,-134.5732,1968
2983,0.6033,3.9486,-148.0488,1968
3038,1.7726,3.9088,-158.5366,1968
3092,2.3001,3.9137,-173.3232,1968
3145,3.2340,4.2462,-193.1707,1968
3200,4.0017,3.9974,-204.5732,1968
3254,3.6879,3.6888,-232.8659,1968
3308,3.3678,3.5931,-248.3842,1966
3361,2.8805,3.4213,-261.8903,1968
3416,3.2621,3.0809,-274.3598,1968
3470,3.4534,3.0968,-285.0000,1968
3523,2.9997,2.7513,-302.2866,1968
3577,4.2998,2.9840,-302.8964,1968
3632,3.7080,3.2232,-322.0732,1968
3686,3.3217,3.5142,-324.0549,1968
3739,3.5188,3.5866,-326.2805,1968
3793,3.0281,3.6177,-326.6464,1968
3848,3.3213,4.1780,-316.9512,1968
