t,ax,ay,yawRate,steer
3901,2.6920,3.7757,-312.6220,1968
3955,1.9362,3.9893,-301.9208,1968
4009,1.6452,4.3794,-293.2317,1968
4063,1.1816,4.2342,-271.0976,1966
4117,0.7514,4.5855,-220.3354,1968
4171,0.2362,4.0486,-121.5549,1968
4226,0.4308,3.5855,-46.9207,1968
4279,0.7263,2.7214,-2.5000,1968
4333,0.6763,2.1522,-16.4024,1968
4387,0.2748,1.9435,-6.3110,1968
4442,0.6278,1.5304,-1.9207,1968
4495,-0.3664,1.6663,-12.7744,1968
4549,-1.1430,2.5775,-54.7561,1968
4603,-0.8196,3.0963,-66.5854,1982
4657,-0.4737,3.7551,-90.5488,2076
4711,-0.2521,4.2701,-113.6281,2160
4765,0.0033,4.1296,-125.1524,2162
4819,-0.0793,4.3265,-131.8902,2132
4873,1.0255,4.6540,-143.1098,2086
4927,1.0703,4.7397,-146.9512,2042
4981,-0.1100,4.8596,-158.5671,2038
5035,1.0100,4.4034,-175.7622,2002
5089,1.9055,4.2999,-191.7683,1984
5143,0.8372,3.7564,-200.8842,1982
5197,1.3545,3.0545,-212.8659,1982
5251,2.4823,2.7414,-215.9146,1980
5305,2.0380,2.2697,-229.4817,1980
5359,1.9972,2.2290,-243.8415,1982
5412,2.4788,1.9642,-262.1342,1994
5467,3.5187,2.5377,-263.5671,1980
5521,3.2344,2.6292,-282.4085,1980
5575,2.8021,3.1012,-282.8354,1980
5628,2.8469,3.4229,-287.6829,1976
5683,2.0961,3.7740,-299.2683,1980
5737,2.3314,3.9506,-292.0732,1980
5790,2.4685,4.2484,-296.7378,1982
5844,1.8225,4.1443,-289.6342,1976
5899,1.1578,4.2592,-282.1951,1976
5953,0.3277,4.9037,-268.4756,1980
6006,0.7869,4.8141,-265.7317,1980
6061,0.5386,5.2931,-250.9756,1980
6115,1.1884,4.9652,-241.1585,1978
6168,0.9847,5.0835,-231.4939,1978
6222,0.9290,4.9776,-227.2561,1974
6277,0.8241,4.9661,-238.3842,1972
6331,1.3115,5.3610,-233.2317,1970
6384,1.2288,4.9420,-235.7622,1970
6438,2.5766,5.1368,-231.7073,1968
6493,2.2475,4.9144,-239.2073,1968
6546,2.6734,5.2119,-237.9268,1966
6600,2.6008,5.1622,-244.1463,1968
6654,3.0919,4.6847,-246.2805,1966
6709,3.0865,4.5331,-255.4268,1966
6762,3.5614,4.6674,-263.9939,1968
6816,3.2293,4.4000,-265.7012,1968
6871,3.0455,4.5170,-268.7500,1968
6925,2.8181,4.6263,-268.4756,1968
6978,3.4176,5.2185,-273.3537,1968
7032,3.4370,5.1143,-282.2561,1968
7087,2.9258,5.4805,-280.2134,1968
7140,2.5829,5.4149,-281.3110,1968
7194,1.6306,5.0574,-282.5305,1968
7248,1.8523,4.6425,-278.4756,1968
7303,1.8357,4.0808,-284.9085,1968
7356,1.7429,3.8139,-277.3476,2064
7410,1.3196,3.8086,-272.9573,2276
7464,1.9334,3.9778,-260.3964,2300
7518,1.0607,3.8559,-250.7927,2312
7572,0.8103,3.9237,-235.6402,2344
7626,0.5031,3.9669,-230.7622,2342
7681,0.7736,4.4654,-210.7622,2282
7734,0.8899,4.2595,-207.0122,2260
7788,0.6013,3.9870,-202.9268,2238
7842,1.7385,3.6047,-192.6219,2218
7896,1.8529,3.6403,-191.4634,2184
7950,2.1690,3.7579,-193.3842,2194
8004,1.4895,4.1148,-193.0183,2178
8058,0.7698,4.1193,-195.8537,2196
8112,1.4413,4.3235,-188.5061,2318
8166,1.9374,4.6741,-186.9512,2480
8220,1.5820,5.0609,-192.7744,2480
8273,1.8057,5.7405,-190.2439,2470
8328,1.9727,5.4490,-183.1098,2334
8382,1.7683,5.4759,-177.8354,2206
8436,1.2092,5.2718,-180.2134,2082
8489,1.0536,4.6015,-183.3842,2018
8544,0.9616,4.3822,-189.3598,1994
8598,1.2711,3.9099,-193.3537,1992
8651,0.9494,3.8184,-209.6037,1996
8706,1.0224,3.9889,-220.7317,1988
8760,2.0557,3.5766,-226.4939,1986
8814,2.6592,4.0943,-226.1280,1980
8867,2.4099,3.9118,-231.5854,1980
8922,1.4060,4.1326,-230.7927,1978
8976,1.4911,3.9300,-242.0427,1976
9030,2.3579,3.4926,-244.9390,1978
9083,3.1141,3.8294,-249.4817,1976
9138,2.8604,4.0183,-251.4024,1974
9192,1.5481,4.0344,-257.1647,1976
