t,ax,ay,yawRate,steer
1044,0.0340,0.1164,0.5793,2248
1098,0.0511,0.1884,-0.3049,2128
1153,0.1798,0.2177,-8.5061,2006
1207,0.1299,0.3001,-7.9268,1974
1260,0.2907,0.3665,-10.9146,1972
1314,0.0879,0.6284,-7.5610,1972
1369,-0.0268,0.6287,1.7683,1968
1422,0.1729,0.6327,1.0061,1970
1476,0.1173,0.6383,-0.0610,1968
1530,0.1896,0.6514,1.4634,1982
1585,0.1699,0.6801,-0.0610,1970
1639,0.2250,0.6897,0.6707,1970
1692,0.2006,0.7059,0.4878,1972
1746,0.2486,0.7074,0.6402,1972
1801,0.2300,0.7264,0.5793,1974
1855,0.2817,0.7372,0.4268,1994
1908,-0.1999,2.1757,-30.0915,1994
1963,0.0067,2.6968,-44.2073,1994
2017,-0.1330,3.5834,-68.8415,1998
2071,0.3164,3.8732,-95.5488,1996
2124,0.2321,4.6740,-109.4512,2020
2179,0.2067,4.6193,-125.0610,2022
2233,0.4129,4.4271,-138.7805,2022
2286,0.5827,4.6933,-147.7439,2022
2340,1.3578,5.1265,-166.0366,2026
2395,1.5018,4.2731,-172.3780,2044
2449,2.3172,4.8110,-184.2378,2044
2502,2.9584,5.3116,-197.5610,2046
2556,3.5629,6.1077,-207.5000,2046
2611,3.5829,6.0684,-219.6646,2042
2664,4.1137,5.9364,-228.9634,2042
2718,3.6966,5.9520,-243.7805,2042
2772,4.1883,6.0669,-245.1524,2042
2827,3.5690,5.7566,-256.8598,2040
2880,3.5443,5.2690,-265.1524,2040
2934,3.5216,5.1135,-267.3476,2040
2989,3.7965,4.8282,-276.2195,2040
3042,3.8536,4.9586,-281.3415,2036
3096,3.4056,4.7934,-286.6464,2036
3150,2.9232,4.4921,-285.4573,2032
3205,2.7671,4.1669,-278.9024,2030
3258,1.9293,4.4344,-280.3049,2028
3312,1.8700,3.9880,-272.8964,2026
3366,1.9293,4.0179,-265.9756,2024
3420,2.0008,3.9067,-257.2866,2022
3474,1.2903,3.3198,-244.1463,2020
3528,1.1012,3.0710,-233.2622,2016
3582,0.9839,3.1185,-224.3293,2016
3636,1.0582,3.3156,-211.9817,2018
3690,1.4628,3.5048,-212.3476,2016
3744,1.1334,3.4771,-209.4512,2016
3798,1.6642,3.5598,-213.9329,2020
3852,1.8677,3.7049,-214.6342,2020
3906,2.2603,3.8589,-219.4512,2022
3960,2.8746,3.7446,-229.3902,2024
4014,2.7488,3.8365,-222.5305,2030
4068,2.4567,3.2440,-232.3171,2028
4122,2.2258,2.8720,-237.4085,2028
4175,2.2581,3.4789,-243.0488,2030
4230,2.2321,3.4238,-248.2012,2032
4284,1.6914,3.2547,-252.1342,2032
4338,2.0728,3.0170,-255.6402,2032
4391,1.8924,2.8652,-259.3293,2032
4446,1.8951,2.8232,-267.8354,2032
4500,2.1663,3.5653,-268.2317,2032
4554,2.0659,4.3275,-267.9269,2036
