t,ax,ay,yawRate,steer
10010,2.3090,3.8069,-248.2317,1974
10063,2.6258,3.4880,-243.6890,1974
10118,2.4942,3.6145,-244.9390,1976
10172,2.1989,3.5931,-246.7073,1978
10226,2.1312,3.4428,-246.7683,1974
10279,1.7859,3.4630,-240.3659,1974
10334,1.5637,3.2674,-239.8476,1974
10388,1.0302,2.7126,-237.8659,1976
10441,1.5238,3.3221,-235.4878,1974
10496,1.8243,3.4847,-237.0122,1974
10550,1.6241,3.5970,-233.7805,1974
10604,2.2058,3.7251,-237.5915,1974
10657,2.0711,4.3783,-236.4939,1974
10712,2.2300,4.3416,-237.3476,1974
10766,2.1034,4.7724,-237.2561,1974
10819,2.6021,4.7363,-233.3842,1974
10873,2.0587,4.2392,-234.9695,1972
10928,2.2503,4.3026,-242.8354,1972
10982,1.4583,4.4079,-238.9329,1974
11035,1.9759,4.6434,-238.6585,1972
11089,1.8972,4.3741,-234.5427,1972
11144,1.9981,4.4024,-244.7256,1972
11197,1.5046,4.1578,-248.1098,1972
11251,1.9962,4.0072,-252.6524,1970
11305,1.5649,3.9297,-249.2683,1970
11360,1.2797,4.0225,-252.5610,1970
11413,1.8114,4.2877,-247.7439,1978
11467,1.8863,4.5301,-249.4512,1970
11522,2.1598,4.6286,-237.4695,1972
11575,1.9495,4.4327,-242.0427,2354
11629,2.2654,4.6096,-239.5427,2726
11683,1.9986,4.4993,-234.0244,2906
11738,1.9216,5.0930,-216.3720,2976
11791,1.3664,4.2750,-192.0427,3020
11845,0.8474,4.0823,-163.1707,3010
11899,0.9490,4.4639,-147.5915,3066
11953,0.9502,4.6480,-132.3171,3108
12007,0.6022,4.4285,-108.5976,3102
12061,0.5833,4.3884,-97.5915,3114
12115,0.5332,4.5776,-86.5549,3124
12169,0.4830,4.8783,-77.3171,3124
12223,1.0309,5.1903,-73.2927,3116
12277,1.0369,5.1496,-61.7073,3162
12331,0.7366,5.0444,-56.7683,3240
12385,0.5950,4.6513,-47.1951,3310
12439,0.4348,4.5298,-43.9939,3364
12493,0.4709,4.3694,-29.8780,3376
12547,-0.0667,3.7220,-5.5183,3284
12601,-0.0045,3.8797,17.4390,2880
12654,-0.6553,3.4730,38.9024,2332
12708,-0.7014,2.9800,23.3841,1968
12763,1.1153,2.0225,-1.7683,1968
12817,1.9443,1.1688,-30.6402,1968
12870,2.7022,0.6702,-53.4451,1968
12924,2.9758,-0.0576,-75.7622,1968
12979,3.4255,-0.5230,-85.6402,1968
