t,ax,ay,yawRate,steer
1047,-0.0182,0.1211,0.7317,2486
1101,-0.0342,0.1640,0.0000,2038
1156,0.0033,0.1441,-9.2988,1976
1209,-0.0132,0.2364,-8.5061,1968
1263,0.0962,0.2844,-12.0122,1968
1317,-0.1150,0.4239,-6.1890,1968
1372,-0.1471,0.4856,1.6768,1968
1425,0.0638,0.4833,-0.0305,1968
1479,-0.0854,0.5092,0.5183,1980
1533,0.0274,0.5625,1.3110,1968
1588,-0.0178,0.6205,0.6402,1968
1641,0.0566,0.6463,0.7012,1966
1695,0.0362,0.6717,0.6707,1968
1750,0.0840,0.6757,0.2439,1968
1804,0.0557,0.5933,0.5793,1968
1857,-0.0646,1.6626,-29.3293,1980
1911,0.1581,2.3155,-49.5122,1968
1966,0.2299,2.5740,-69.1768,1968
2020,0.2495,3.2075,-92.0122,1968
2073,0.5511,3.2354,-106.8902,1968
2127,1.1476,3.4153,-128.7500,1968
2182,0.5839,4.2219,-128.7500,1966
2235,0.9876,4.0560,-150.1219,1968
2289,1.2881,3.9731,-160.1524,1968
2343,1.7051,3.4965,-176.0366,1966
2398,2.1499,3.2329,-189.7256,1968
2451,2.5871,3.2050,-208.2927,1968
2505,2.7688,3.1104,-217.3780,1968
2560,3.0013,3.3550,-226.8598,1968
2613,3.1054,3.0977,-243.0488,1968
2667,3.0106,2.5912,-256.3110,1968
2721,2.5760,2.8266,-274.1769,1968
2776,3.1191,3.1256,-277.3171,1966
2829,3.0162,2.9118,-295.5183,1968
2883,2.1966,3.0961,-297.2256,1968
2937,1.8588,2.9088,-302.6524,1968
2992,1.7240,2.8571,-307.8354,1968
3045,1.7695,3.2472,-305.9756,1968
3099,1.9394,2.9507,-301.2500,1968
3153,1.7570,2.9040,-299.0854,1968
3207,1.1513,3.5538,-291.2195,1968
3261,0.7750,3.5829,-276.8903,1968
3315,0.1522,4.1486,-269.5427,1968
3369,-0.0645,3.8710,-254.7561,1968
3423,-0.6741,4.5434,-244.2378,1968
3477,-0.2343,4.5230,-236.4329,1968
3531,-0.1788,4.8983,-232.2256,1968
3585,-0.1536,4.6441,-225.4878,1968
3639,0.4474,4.6073,-222.4085,1968
3693,1.1404,4.6732,-224.6646,1968
3747,1.6535,4.3644,-228.9939,1968
3801,1.4042,4.2520,-233.2622,1968
3855,1.3868,4.3138,-234.5427,1968
3909,1.5768,4.2095,-240.3049,1968
3962,1.7216,4.4067,-244.9085,1968
4017,1.3887,4.2058,-255.5793,1968
4071,2.0251,3.8391,-257.2866,1968
4125,1.6756,3.4439,-267.6220,1968
4178,1.0130,2.5669,-273.8110,1968
4233,1.4592,2.5027,-272.9573,1968
4287,1.1836,2.4077,-268.3537,1968
4340,1.1346,2.8130,-298.7195,1968
4395,1.5833,2.9380,-295.8842,1968
4449,0.8980,3.1084,-289.9390,1968
4503,1.0722,3.6264,-291.5549,1968
4556,0.3019,3.6261,-281.8903,1968
4611,0.4536,3.8035,-278.4147,1968
4665,0.3787,3.5738,-274.4817,1968
4718,1.0854,3.4705,-262.3476,1980
4772,1.8025,3.9453,-260.8842,1968
4827,1.4195,3.6528,-252.2866,1966
4881,1.1083,3.2426,-254.8780,1968
4934,1.7246,3.3252,-239.2073,1968
4988,2.2550,3.7184,-239.4207,1968
5043,1.1533,3.2161,-239.4512,1968
5096,1.6576,3.7302,-239.2378,1976
5150,1.3812,3.7039,-240.9451,1968
5204,1.8040,4.0616,-244.6037,2170
5259,1.4078,3.9139,-244.0854,2434
5312,1.8809,3.9595,-244.6037,2396
5366,2.0956,3.9730,-230.3659,2306
5421,2.1247,4.1926,-232.2866,2232
5474,2.8356,4.6244,-221.4329,2154
5528,2.0319,4.2914,-215.6707,2112
5582,1.8750,4.1404,-213.5671,2068
5637,1.9535,4.2877,-216.5854,2048
5690,2.1091,4.2633,-216.7073,2046
5744,2.2863,4.3382,-223.9329,2042
5798,2.5598,4.0897,-233.3232,2040
5853,1.7873,3.6711,-240.7012,2038
5906,1.6664,3.6982,-229.8476,2038
5960,1.6865,3.8559,-227.8659,2034
6014,0.7468,4.1578,-221.1585,2034
6068,1.3033,4.0795,-222.8963,2030
6122,1.7848,3.9670,-219.6037,2028
6176,2.2055,3.4906,-200.7927,2028
6230,2.0737,3.0458,-157.1342,2026
6284,2.0765,2.5870,-123.0183,2022
6338,2.1626,2.2860,-89.3598,1980
6392,2.1562,2.0453,-54.5732,1968
6446,2.1823,1.8397,-21.4939,1968
6500,1.3082,2.5946,-17.0732,1968
6554,0.8373,2.7327,-41.6463,1968
6608,-0.1284,3.3272,-70.8537,1968
6662,0.2406,3.8340,-87.3781,1968
6716,0.7652,3.8305,-111.0976,1968
6770,0.9076,4.0129,-122.1951,1968
6823,1.3299,4.5458,-130.0305,1968
6878,1.0017,3.9431,-141.7683,1968
6932,0.9780,3.9226,-151.9817,1968
6986,0.9328,4.0938,-165.0915,1968
7040,2.0602,3.9536,-181.0061,1968
7094,2.5000,3.6441,-188.6585,1968
