t,ax,ay,yawRate,steer
1043,-0.0939,0.2002,0.6707,2306,
1097,-0.1057,0.3957,-1.0976,2726,
1150,-0.2301,0.4952,-6.0366,2988,
1205,-0.2674,0.6360,7.0427,2988,
1259,-0.2547,0.7880,4.6951,2976,
1312,-0.4163,0.7827,-0.0610,2976,
1367,-0.4250,0.8249,0.6098,2990,
1421,-0.4276,0.8667,0.4268,2976,
1475,-0.3948,0.9137,0.5793,2976,
1528,-0.4006,0.9440,0.6402,2974,
1583,-0.4086,0.9712,0.6402,2310,
1637,-0.3192,1.0106,-0.5793,1974,
1690,-0.2735,1.0680,-8.7500,1970,
1744,-0.3342,1.0843,-9.0244,1968,
1799,-0.3009,1.1140,-10.0305,1980,
1853,-0.4169,1.1019,-6.9512,2006,
1906,-0.5011,1.0879,2.0427,2258,
1960,-0.4818,1.0623,2.5610,2694,
2015,-0.5009,1.0337,9.5427,2964,
2068,-0.5568,0.9975,12.2866,2966,
2122,-0.2798,1.0154,9.3598,2984,
2177,-0.3172,1.0134,-1.2805,2984,
2231,-0.3634,1.0439,3.6280,2974,
2284,-0.3999,1.0607,0.2744,2988,
2338,-0.4056,1.0832,0.7927,2988,
2393,-0.4073,1.0983,0.9146,3022,
2446,-0.4815,1.0697,2.0427,3452,
2500,-0.5638,1.0305,1.2195,3922,
2554,-0.5952,0.9896,10.1220,4004,
2609,-0.6318,0.9780,11.7683,4002,
2662,-0.6572,0.9423,13.0183,3926,
2716,-0.4477,1.0809,6.2805,3508,
2770,-0.2993,1.2363,-7.2866,3088,
2825,-0.1968,1.2534,-16.0366,2984,
2878,-0.2532,1.1420,-14.3902,2994,
2932,-0.5397,1.0688,0.0610,2990,
2987,-0.4064,1.0940,-0.1524,2980,
3040,-0.5185,1.0753,1.3415,2992,
3094,-0.5412,1.0566,-0.1220,2992,
3148,-0.5312,1.0646,0.5488,2980,
3203,-0.5279,1.0710,0.7012,2980,
3256,-0.5248,1.0675,0.6098,2992,
3310,-0.5122,1.0661,0.6402,2992,
3364,-0.5094,1.0597,0.4878,2980,
3419,-0.5157,1.0580,0.5793,2990,
3472,-0.5026,1.0576,0.5183,2992,
3526,-0.4945,1.0591,0.7317,2978,
3580,-0.4918,1.0527,0.7012,2978,
3635,-0.4964,1.0352,0.6098,2992,
3688,-0.5034,1.0264,0.6402,2990,
3742,-0.5182,1.0203,0.7622,2980,
3796,-0.5247,1.0183,0.4573,2992,
3851,-0.5241,1.0249,0.5488,2992,
3904,-0.5184,1.0311,0.3659,2978,
3958,-0.5177,1.0317,0.3659,2980,
4013,-0.5027,1.0370,0.4878,2990,
4066,-0.4980,1.0441,0.6098,2992,
4120,-0.4903,1.0460,0.4573,2978,
4174,-0.4952,1.0561,0.8537,2992,
4229,-0.5068,1.0450,0.6707,2992,
4282,-0.5112,1.0477,0.4268,2980,
