t,ax,ay,yawRate,steer
1035,-0.0670,0.2184,0.4878,2976,
1088,-0.1245,0.3940,0.5488,3028,
1142,-0.1652,0.5402,0.4573,3256,
1197,-0.3314,0.5955,2.3780,3422,
1250,-0.2723,0.6947,11.1280,3536,
1304,-0.3102,0.7603,4.6341,3656,
1358,-0.3808,0.7926,4.5427,3770,
1413,-0.4292,0.8203,7.1341,3828,
1466,-0.4137,0.8957,4.3293,3726,
1520,-0.3429,0.9799,0.9146,3450,
1574,-0.2724,1.0626,-3.5366,3056,
1629,-0.3884,1.0091,-9.2988,2980,
1682,-0.4281,0.9696,-10.8841,2990,
1736,-0.6642,0.8810,-1.1280,2980,
1790,-0.3489,1.0702,0.1220,2980,
1844,-0.4214,1.0376,0.6098,2992,
1898,-0.4281,1.0460,0.4573,2992,
1952,-0.4124,1.0475,0.3659,2980,
2007,-0.3993,1.0444,0.7317,2978,
2060,-0.4047,1.0261,0.5488,2992,
2114,-0.4171,1.0172,0.6098,2992,
2168,-0.4232,1.0082,0.8841,2980,
2223,-0.4291,1.0134,0.4268,2992,
2276,-0.4261,1.0104,0.3659,2990,
2330,-0.4199,1.0123,0.3963,2980,
2384,-0.4221,1.0095,0.6098,2978,
2439,-0.4086,1.0054,0.5488,2990,
2492,-0.3982,1.0078,0.6098,2992,
2546,-0.3947,1.0030,0.5793,2980,
2600,-0.4034,0.9997,0.9146,2992,
2654,-0.3988,0.9966,0.7622,2990,
2708,-0.4033,0.9998,0.5183,2978,
2762,-0.4065,0.9976,0.8841,2980,
2817,-0.4114,1.0002,0.5488,2992,
2870,-0.4024,1.0032,0.6707,2992,
2924,-0.4028,1.0065,0.6098,2980,
2978,-0.3993,1.0049,0.4573,2990,
3033,-0.4033,1.0108,0.7622,2992,
3086,-0.3983,1.0083,0.6402,2980,
3140,-0.3995,1.0063,0.6098,2978,
3194,-0.4010,0.9980,0.5488,2992,
3248,-0.4104,0.9967,0.7012,2992,
3302,-0.3317,0.9869,0.2744,2980,
3356,-0.4415,0.9442,1.7073,2992,
3410,-0.8541,0.3192,2.8963,2992,
3464,-1.0127,1.1637,-1.0366,2980,
3518,-1.3431,1.8743,2.4695,2978,
3572,-1.3781,2.3829,-1.2805,2990,
3625,-1.4760,2.9253,5.3354,2990,
3680,-1.5485,3.1523,5.0000,2980,
3734,-1.4069,3.1779,5.2134,2992,
3788,-1.5909,2.6649,2.7744,2992,
3842,-1.5428,2.1118,10.3659,2980,
3896,-1.6882,1.9451,14.5732,2980,
3950,-1.3386,1.7342,12.4695,2992,
4003,-1.3414,1.3611,10.6707,2992,
4058,-1.3791,1.2531,18.6585,2980,
4112,-1.3523,1.1969,11.4024,2990,
4166,-1.1139,1.2582,8.9634,2992,
4219,-0.9060,1.1823,10.7012,2980,
4274,-0.7320,1.2671,6.2500,3016,
4328,-0.8518,1.1334,14.5122,3070,
4381,-0.7691,0.9403,11.6768,3094,
4435,-0.8590,0.8125,16.5854,3104,
4490,-1.1181,1.3654,14.7866,3108,
4544,-1.1804,1.4021,26.8598,3120,
4597,-1.0736,1.3094,18.6280,3108,
4652,-1.1404,1.1644,20.0610,3102,
4706,-1.0910,0.9842,26.0671,3080,
4759,-1.0222,1.0488,28.2927,3060,
4813,-1.0504,0.8180,26.4024,3092,
4868,-0.9294,0.9187,18.8720,3134,
4922,-0.9499,0.8968,22.5915,3152,
4975,-0.9826,0.9837,32.2256,3160,
5029,-1.0590,0.8683,27.1646,3178,
5084,-0.8621,0.9614,31.8598,3194,
5138,-1.0789,0.8979,30.0610,3196,
5191,-1.2898,0.8572,37.3171,3186,
5245,-1.4365,0.6273,31.9512,3192,
5300,-1.6055,0.7557,33.9024,3200,
5353,-1.6952,0.6668,35.0610,3138,
5407,-1.5688,0.8763,36.3415,2986,
5443,-1.4830,0.7599,36.8598,2968,
5497,-1.1581,1.0126,21.5549,2852,
5552,-0.8264,1.1184,13.6280,2790,
5605,-0.5673,1.2395,0.8232,2678,
5659,-0.2522,1.4163,-8.0183,2568,
5713,-0.1922,1.1924,-23.5366,2494,
5767,0.2384,1.6100,-40.8537,2470,
5821,0.5403,1.6552,-57.6220,2454,
5875,0.7023,1.6541,-61.0061,2462,
5929,0.9722,1.6834,-65.7317,2460,
5983,1.1565,1.4961,-65.7012,2418,
6037,1.6195,1.7547,-63.5366,2398,
6091,2.0891,1.7644,-71.7378,2376,
6146,1.6976,1.5484,-72.4390,2374,
6199,1.8134,1.6434,-74.2988,2362,
6253,1.7041,1.6628,-76.3415,2370,
6307,1.5969,1.7607,-74.5732,2334,
6361,1.9331,1.9209,-85.0305,2314,
6415,2.0018,1.7053,-81.5244,2276,
6469,1.9031,1.9657,-87.8964,2256,
6523,2.0464,1.9685,-90.0610,2234,
6577,2.3204,1.7194,-92.8354,2210,
6631,2.7336,1.7945,-98.5061,2192,
6685,2.8903,1.6243,-100.7622,2188,
6738,2.8179,1.5168,-101.6768,2170,
6793,2.9673,1.6612,-102.1342,2148,
6847,2.7966,1.5291,-106.5244,2128,
6901,2.9862,1.8381,-107.8049,2088,
6955,2.8027,1.7051,-110.3659,2048,
7009,2.6971,1.5360,-116.8598,2012,
7063,2.6288,1.4572,-120.1220,2010,
7116,2.5173,1.5594,-129.2988,1988,
7171,2.7407,1.0785,-136.4939,1986,
7225,2.8878,1.2880,-133.2927,1986,
7279,2.8475,1.6170,-148.5366,1982,
7332,3.6652,1.6987,-154.0854,1980,
7387,3.5662,1.4638,-163.9939,1980,
7441,3.5841,1.8007,-167.6524,1980,
7494,3.9997,1.5751,-175.0000,1980,
7548,3.5675,1.1643,-185.3354,1980,
7603,3.9281,1.0119,-198.0793,2070,
7657,3.9134,0.8363,-203.8415,2582,
7710,3.4367,0.7136,-191.3415,3164,
7764,3.3690,0.8117,-163.0793,3544,
7819,2.7186,1.0928,-126.3110,3736,
7872,2.0753,1.2348,-82.0732,3812,
7926,1.4816,1.1779,-25.2744,3822,
7981,1.0326,1.1722,40.3354,3826,
8035,0.8304,1.0805,89.4512,3822,
8088,0.1419,0.6245,102.8659,3820,
8142,-0.2380,0.5020,104.8476,3818,
8197,-0.9163,0.1215,100.9756,3814,
8250,-1.0199,0.0071,105.1220,3826,
8304,-1.3259,-0.2031,101.1585,3812,
8358,-1.5841,-0.2726,101.0671,3710,
8413,-1.4334,-0.1194,99.5732,3438,
8466,-1.3861,0.0553,90.5793,2980,
8520,-0.7196,0.3598,63.2317,2738,
8574,-0.1955,0.5344,33.0793,2494,
8628,0.1893,0.7307,-1.8902,2314,
8682,1.0689,0.9542,-35.7927,2158,
8736,1.4072,1.1747,-57.1341,2116,
8791,1.7296,1.1653,-74.6646,2116,
8844,1.7821,1.0203,-77.5610,2104,
8898,2.0764,0.8120,-76.9207,2116,
8952,1.9489,0.7951,-78.1098,2116,
9006,1.9566,0.6165,-71.0976,2120,
9060,1.8348,0.6751,-71.4329,2122,
9114,1.7303,0.6320,-66.5854,2128,
9168,1.5748,0.5885,-62.6220,2130,
9222,1.2220,0.5632,-60.4268,2122,
9276,1.1031,0.3720,-54.9085,2154,
9330,0.8643,0.3809,-52.1341,2158,
9384,0.7814,0.6581,-48.8415,2180,
9438,0.8938,1.0092,-50.2744,2246,
9492,0.6758,0.9812,-46.0671,2348,
9546,0.4721,1.0368,-41.8598,2392,
9600,0.2216,1.2240,-33.6280,2440,
9654,0.2726,1.4777,-32.3476,2480,
9708,0.0169,1.3464,-28.2927,2552,
9762,-0.1689,1.5727,-28.3232,2620,
9816,-0.2500,2.1838,-27.1646,2690,
9870,-0.5352,2.1272,-22.5915,2858,
9924,-0.7174,1.8713,-12.7134,2992,
9977,-0.9412,2.2100,-14.0854,3132,
10032,-1.2533,2.2406,9.4817,3288,
10086,-1.7032,2.7631,15.4878,3348,
10139,-2.3389,2.6209,37.6524,3412,
10193,-2.5195,2.6440,44.1463,3404,
10248,-2.9297,2.5150,64.4512,3406,
10302,-3.3713,2.1777,74.8476,3404,
10355,-3.1865,2.0529,75.1524,3400,
10409,-3.4666,2.1044,80.5793,3374,
10464,-3.4619,1.6778,87.8354,3376,
10518,-3.1420,1.8862,93.9329,3390,
10571,-3.2367,1.8092,91.4329,3250,
10626,-4.1298,0.9819,97.8964,2918,
10679,-3.9450,0.5054,76.3110,2600,
10733,-3.2034,0.4565,31.7988,2472,
10787,-1.6998,0.2560,-11.0366,2410,
10841,-0.5640,-0.1816,-39.8476,2392,
10895,0.3767,-0.1625,-62.9573,2350,
10949,1.2552,-0.5399,-76.8598,2318,
11003,1.7669,-0.5555,-86.9207,2328,
11057,1.9125,-0.6723,-83.8415,2440,
11111,1.6593,-0.6906,-67.9878,2808,
11165,1.0914,-0.5180,-51.7683,2972,
11219,0.4833,-0.5082,-35.0915,3120,
11273,0.0021,-0.5354,-7.0122,3296,
11327,-0.4570,-0.4575,13.9329,3408,
11381,-0.6007,-0.3555,36.1585,3524,
11436,-0.9781,-0.4817,47.3781,3632,
11489,-1.4227,-0.5443,64.4817,3732,
11543,-1.5193,-0.6653,69.7561,3806,
11597,-1.6301,-0.9771,77.5915,3890,
11651,-1.6766,-1.2002,77.6524,3946,
11705,-1.6377,-1.1593,84.3598,3970,
11759,-1.6813,-1.0520,85.1829,3990,
11813,-1.6649,-1.0096,83.1402,3990,
11867,-1.8371,-1.0917,79.6951,3988,
11921,-1.5314,-0.9796,75.6402,3986,
11975,-1.0542,-0.8843,74.1159,3982,
12028,-0.9171,-0.7548,69.4207,3984,
12083,-0.8879,-0.8112,57.5915,3986,
12137,-0.8678,-0.6298,58.2927,3990,
12191,-0.9825,-0.4469,55.6098,3988,
12244,-0.8775,-0.4528,50.2134,3990,
12299,-0.6824,-0.3531,47.7439,3994,
12353,-0.5296,-0.2207,44.3293,3994,
12407,-0.4457,-0.0435,44.4512,3994,
12461,-0.6185,-0.0223,39.4817,3996,
12515,-0.5173,-0.0844,34.9085,3996,
12569,-0.7078,-0.0139,33.2317,3996,
12622,-0.7104,-0.0418,30.2134,3996,
12677,-0.5310,0.0604,27.3476,3998,
12731,-0.3640,0.1858,19.3902,4000,
12785,-0.4118,0.2161,18.2317,3998,
12838,-0.4674,0.3199,15.5793,4000,
12893,-0.3586,0.3388,12.4085,3998,
12947,-0.3913,0.1700,7.4085,3998,
13000,-0.2168,0.2155,5.4573,3996,
13054,-2.0586,1.8186,-3.9329,3996,
13109,-2.8042,2.6913,32.7744,3996,
13163,-2.8132,3.2026,65.0915,3992,
13216,-3.2346,3.2971,80.3659,4002,
13271,-3.1685,2.9935,106.0976,3988,
13325,-3.7367,2.5456,122.9878,3986,
13378,-3.7076,2.3846,130.3963,3968,
13432,-3.0796,1.8062,138.0793,3822,
13487,-2.9205,0.8268,145.0000,3590,
13540,-2.2990,0.0830,110.4268,3380,
13594,-1.9867,-0.1410,69.8171,3290,
13648,-1.3030,-0.2626,35.7012,3256,
13702,-1.1042,-0.3049,26.3720,3190,
13756,-0.8273,-0.3565,21.7683,3164,
13810,-0.6532,-0.3197,16.7683,3098,
13864,-0.4273,-0.3888,11.4939,3080,
13918,-0.3711,-0.4035,9.7866,3090,
13972,-0.3112,-0.3707,8.9024,3174,
14026,-0.2351,-0.2688,8.2622,3322,
14080,-0.4768,-0.3931,9.8780,3568,
14134,-0.4533,-0.2144,12.1341,3744,
14188,-0.7150,-0.1830,21.1585,3850,
14242,-0.7277,-0.0607,19.2378,3890,
14296,-0.7167,0.0841,17.4390,3896,
14350,-0.7031,0.2099,12.5610,3908,
14404,-0.5931,0.3695,9.4817,3874,
14458,-0.6119,0.5183,6.5854,3822,
14512,-0.3445,0.4812,-1.5549,3774,
14566,-0.3067,0.5430,-3.3841,3774,
14620,-0.4149,0.5780,-3.1098,3774,
14674,-0.4573,0.6458,-1.3720,3778,
14728,-0.5033,0.7245,-2.1341,3794,
14782,-0.5540,0.7836,-1.0671,3784,
14836,-0.5878,0.8442,-0.8841,3788,
14891,-0.6105,0.8942,-0.3659,3790,
14944,-0.6239,0.9380,-0.1524,3788,
14998,-0.6347,0.9621,0.3354,3790,
15052,-0.6284,0.9727,0.3659,3790,
15106,-0.6162,0.9726,0.6707,3802,
15160,-0.6112,0.9614,0.8232,3790,
15214,-0.6001,0.9794,0.8232,3788,
15268,-0.7056,2.5054,-16.1890,3788,
15322,-1.4652,2.9242,35.0305,3788,
15376,-2.0417,3.2611,49.5122,3786,
15430,-2.6686,3.2434,71.1281,3784,
15484,-3.1735,3.2306,88.0183,3774,
15538,-3.7033,3.0240,93.8415,3702,
15592,-3.4554,1.9883,84.6951,3586,
15645,-2.7595,1.4834,71.5244,3360,
15699,-1.2849,0.6643,63.6585,3242,
15754,-0.8522,0.3523,39.6951,3236,
15808,-0.8225,0.3958,32.4390,3244,
15861,-0.7902,0.3291,32.2561,3224,
15916,-0.7930,0.3586,27.4695,3212,
15970,-0.6986,0.4233,27.6829,3274,
16024,-0.8093,0.4306,26.1280,3364,
16077,-0.8524,0.3550,27.3780,3476,
16132,-0.9481,0.1533,28.7805,3578,
16186,-1.0702,-0.0162,31.9817,3650,
16239,-1.0731,-0.1729,36.9817,3702,
16293,-1.1831,-0.1331,40.1829,3706,
16348,-1.3018,-0.0428,45.8232,3708,
16402,-1.1209,0.0175,41.0976,3708,
16455,-1.0576,-0.0291,38.4451,3704,
16509,-1.0860,0.0840,38.6585,3704,
16564,-0.8837,0.0758,35.5488,3704,
16617,-0.8932,0.1392,33.4756,3718,
16671,-0.9760,0.0864,31.8598,3708,
16726,-0.7856,0.2004,30.7622,3708,
16780,-0.7549,0.1861,27.7134,3708,
16833,-0.7078,0.1748,25.7317,3718,
16887,-0.7338,0.1738,23.3841,3706,
16942,-0.9950,0.2798,22.4085,3704,
16996,-0.9086,0.2880,20.2744,3714,
17049,-0.8983,0.3544,21.2805,3700,
17103,-0.7311,0.4363,18.0793,3698,
17158,-0.9560,0.5540,13.1402,3696,
17211,-1.4371,1.0010,25.5793,3706,
17265,-1.8559,1.6896,47.0122,3692,
17319,-2.2394,2.2246,61.8598,3688,
17374,-2.3537,2.3399,62.1037,3700,
17427,-2.5452,2.4705,80.4878,3666,
17481,-2.5657,2.5869,84.1768,3610,
17536,-2.6157,2.2778,91.6768,3384,
17589,-2.5302,2.4313,91.3720,2982,
17643,-2.0658,2.1792,68.2012,2758,
17697,-1.4348,2.6125,30.1829,2580,
17752,-0.4890,2.5535,0.3354,2460,
17805,-0.1019,2.7649,-34.1159,2374,
17859,0.2235,3.1796,-63.8720,2340,
17913,0.9334,3.5033,-76.1585,2336,
17967,1.4147,3.5386,-90.5183,2362,
18021,0.9709,3.2374,-98.5366,2408,
18075,0.9352,3.0765,-115.8842,2512,
18129,1.0819,3.0822,-121.9817,2632,
18183,0.7396,2.7569,-127.7744,2968,
18237,0.0108,2.9233,-128.2317,3162,
18290,-0.1532,2.5972,-104.8781,3322,
18344,0.2519,1.5276,-74.0854,3302,
18399,0.6311,1.1273,-32.8049,3220,
18453,0.2788,1.0728,-5.9756,3202,
18506,0.9523,0.9631,17.7439,3196,
18561,0.7949,0.9840,33.5976,3180,
18615,0.4525,0.8040,40.9146,3160,
18669,0.0742,0.7375,39.1463,3172,
18722,-0.2298,0.2433,46.7378,3150,
18777,-0.3309,0.2042,53.0183,3118,
18831,-0.6751,0.1524,44.0549,3114,
18885,-0.6689,0.0099,40.3354,3110,
18938,-0.9277,0.0443,37.8049,3094,
18993,-0.8681,0.0891,33.7195,3088,
19047,-0.9421,-0.0336,32.5305,3086,
19100,-0.9572,0.0229,28.7500,3084,
19154,-0.8960,0.0456,33.2927,3070,
19209,-0.5990,-0.1752,25.7012,3068,
19263,-0.4112,-0.1588,27.9268,3078,
19316,-0.5784,-0.1840,22.3780,3062,
19371,-0.6155,-0.0447,27.7744,3058,
19425,-0.6796,-0.1933,21.8293,3050,
19478,-0.5949,-0.0828,24.1159,3046,
19532,-0.4975,-0.5518,14.1159,3032,
19586,-0.1265,-0.8533,18.9634,3030,
19640,-0.1524,-0.8272,13.9634,3038,
19694,0.0461,-0.7867,13.7500,3022,
19748,0.1557,-0.8420,12.1951,3020,
19802,0.0211,-0.8316,10.5793,3014,
19856,-0.0238,-0.7931,10.2134,3012,
19910,-0.0966,-0.6709,7.5915,2982,
19963,0.0098,-0.6181,6.6768,2980,
20018,0.1487,-0.5309,2.5610,2990,
20072,0.0619,-0.4127,3.7195,2980,
20126,0.1415,-0.3584,1.0671,2980,
20179,0.0945,-0.1642,1.6463,2992,
20234,-0.0044,-0.0777,1.4024,2992,
20288,-0.0648,0.1131,1.5549,2978,
20341,0.2015,-0.0901,-1.3415,2980,
