t,ax,ay,yawRate,steer
.4573,2992,
21278,-0.1621,0.6328,0.3963,2992,
21332,-0.1508,0.6317,0.5183,2980,
21386,-0.1460,0.6371,0.6707,2980,
1045,-0.0445,0.1221,0.7012,2980,
1098,-0.0787,0.2184,0.4878,2992,
1153,-0.0975,0.2973,0.5488,2992,
1207,-0.1086,0.3709,0.4573,2980,
1260,-0.1161,0.4212,0.5183,2990,
1314,-0.1139,0.4682,0.5793,2992,
1369,-0.1156,0.5072,0.5183,2980,
1422,-0.1198,0.5437,0.6707,2980,
1476,-0.1480,0.5637,0.7012,2992,
1530,-0.1682,0.5774,0.6402,2992,
1585,-0.1829,0.5831,0.7012,2980,
1638,-0.2000,0.5938,0.9146,2990,
1692,-0.2016,0.6111,0.5793,2992,
1746,-0.2082,0.6109,0.6402,2980,
1801,-0.2164,0.6094,0.6402,2978,
1855,-0.2191,0.6087,0.4573,2992,
1908,-0.2246,0.6057,0.5183,2990,
1963,-0.2295,0.6086,0.4268,2980,
2017,-0.2042,0.6205,0.4573,2992,
2070,-0.1954,0.6319,0.6707,2992,
2124,-0.1822,0.6372,0.6707,2978,
2179,-0.1730,0.6477,0.5793,2794,
2233,-0.0168,0.6900,-2.0427,2620,
2286,0.0004,0.6760,-5.0305,2616,
2340,-0.1414,0.6558,-0.8232,2788,
2395,-0.2098,0.6453,2.2256,2998,
2448,-0.1339,0.6508,3.9634,3072,
2502,-0.0664,0.6561,2.9268,3078,
2556,-0.0483,0.6657,0.7622,2990,
2610,-0.0530,0.6594,-0.7927,2998,
2664,-0.0075,0.6947,0.2744,2996,
2718,-0.0012,0.7032,0.8841,2982,
2772,-0.0158,0.6938,0.8841,2986,
2826,-0.0452,0.6848,0.7317,2990,
2880,-0.0692,0.6795,0.7927,3000,
2934,-0.0989,0.6815,0.5488,2998,
2989,-0.1232,0.6874,0.5183,3012,
3042,-0.1335,0.6821,0.6098,3006,
3096,-0.1422,0.6649,0.5488,2994,
3150,-0.1574,0.6603,0.5793,2994,
3204,-0.1719,0.6513,0.4573,3006,
3258,-0.1820,0.6417,0.7317,2992,
3312,-0.1868,0.6345,0.6098,2992,
3366,-0.1858,0.6311,0.6707,3004,
3420,-0.1774,0.6342,0.2134,3004,
3474,-0.1735,0.6285,0.6402,2990,
3528,-0.1704,0.6330,0.5183,2992,
3582,-0.1608,0.6453,0.4573,3002,
3636,-0.1497,0.6565,0.5793,2996,
3690,-0.1475,0.6689,0.6707,2986,
3744,-0.1549,0.6677,0.6098,2998,
3798,-0.1603,0.6726,0.6098,2996,
3852,-0.1732,0.6654,0.5183,2984,
3906,-0.1889,0.6578,0.6402,2982,
3960,-0.1980,0.6517,0.4573,2990,
4014,-0.1996,0.6415,0.4878,2992,
4068,-0.1831,0.6440,0.6707,2978,
4122,-0.1695,0.6564,0.5183,2992,
4175,-0.1509,0.6645,0.7012,2990,
4230,-0.1380,0.6657,0.4573,2980,
4284,-0.1291,0.6671,0.7317,2980,
4338,-0.1281,0.6644,0.5183,2992,
