t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel
10000,-4.8786,2.3089,152.8049,3296,10.0,0.0,0.0,-4.8786,2.3089,0.0
10054,-4.9515,2.0966,148.2927,3280,10.054,8.00780580000004,0.13976257707029924,-5.1952915891861995,1.3863726459113126,-83.55925925925898
10108,-4.9088,2.6914,139.2683,3280,10.108,15.528294000000079,0.2710198575176817,-5.450146800784851,1.2790040069892858,-167.11851851851742
10163,-5.2305,2.6765,139.0854,3292,10.163,23.177991000000038,0.4045322569476137,-5.861769000581225,0.40180428547365343,-3.3254545454548867
10216,-4.3165,3.3551,138.1707,3280,10.216,30.501038099999906,0.5323435401212339,-5.422076915644578,0.6999644139770127,-17.258490566037707
10270,-3.7539,3.8955,139.2378,3280,10.27,38.01987929999994,0.6635720749958359,-5.3566857135691155,0.7567057724403403,19.761111111110683
10324,-2.7996,4.2896,133.5671,3292,10.324,45.232502699999976,0.7894561010322245,-5.017055507678521,1.0332387685683428,-105.0129629629621
10379,-2.6166,4.1648,129.1768,3296,10.379,52.33722669999994,0.9134569272776855,-4.895718032751736,0.4733915332887455,-79.82363636363722
10432,-2.9054,3.77,124.0244,3302,10.432,58.91051990000004,1.0281825363166412,-4.7287635293228805,-0.5413359804648294,-97.21509433962086
10486,-3.395,3.7117,130.5488,3298,10.486,65.96015510000008,1.151221881621131,-4.772783403176566,-1.5884837035243127,120.82222222222161
10541,-3.5496,3.4214,123.5671,3314,10.541,72.75634560000005,1.26983778243889,-4.319846111999996,-2.375829894718584,-126.94000000000072
10594,-3.8357,3.9543,124.6342,3302,10.594,79.36195819999993,1.3851274714201114,-4.594422746277189,-3.039796474846758,20.133962264151506
10648,-3.4943,3.9583,121.8598,3300,10.648,85.94238739999997,1.4999776271544885,-4.195633125434964,-3.205453798879784,-51.37777777777752
10702,-3.3542,3.7154,120.8842,3312,10.702,92.4701342,1.6139083015510127,-3.5673863401418897,-3.511211970270245,-18.066666666666578
10757,-3.428,3.477,119.7866,3312,10.757,99.05839719999997,1.7288951828883314,-2.8939282487063758,-3.932669868084435,-19.956363636363736
10810,-3.5559,3.2059,120.2439,3296,10.81,105.43132390000007,1.84012373679159,-2.1441624727186896,-4.280746069388474,8.628301886792118
10864,-3.5788,2.7419,123.1707,3272,10.864,112.08254170000009,1.9562093866688441,-1.1953420874674825,-4.347065946581543,54.19999999999973
10918,-3.4606,2.4688,127.5305,3266,10.918,118.9691886999999,2.076404051241431,-0.48380017252071994,-4.223347391947401,80.73703703703941
10972,-3.4102,2.2667,123.1098,3216,10.972,125.61711789999994,2.192432304220904,0.14332289242314378,-4.092291714737289,-81.86481481481434
11026,-2.8799,2.5737,128.8719,3176,11.026,132.57620049999997,2.313891208509152,0.05323784704782941,-3.8619841314590757,106.7055555555551
11080,-2.687,2.5723,124.6342,3216,11.08,139.3064473,2.431356174640965,0.3601308463951609,-3.7022968632289204,-78.47592592592561
11133,-2.4977,2.7005,129.7256,3474,11.133,146.18190409999988,2.551355533379596,0.5721259808783175,-3.6337139956254156,96.06415094339755
11188,-2.4138,2.4783,127.0732,3710,11.188,153.17093010000008,2.6733370485870886,1.035439185087942,-3.3009494125151964,-48.22545454545298
11242,-3.1248,1.9539,133.9939,3912,11.242,160.40660070000013,2.799623324146843,2.288635104424161,-2.888641481526811,128.16111111111042
11296,-3.0184,1.6005,148.9024,4002,11.296,168.4473302999999,2.939960529929406,2.63672031103263,-2.1725664112721597,276.0833333333411
11350,-3.1957,1.5279,151.0976,4002,11.35,176.60660069999994,3.0823666629699216,3.099658333699032,-1.7143789296214933,40.651851851851646
11404,-3.2021,1.0347,173.4146,4004,11.404,185.9709891,3.245806072985486,3.2923621803965957,-0.6959883426424451,413.27777777777584
11458,-4.1255,1.2448,181.3415,4002,11.458,195.76343010000005,3.416716410242773,4.30851637026136,-0.0772267906226467,146.7944444444435
11511,-4.5062,1.3861,201.7073,4004,11.511,206.45391699999985,3.6033006052890912,4.651845966822501,0.7664468350493934,384.2603773584976
11566,-4.8647,1.2439,216.4024,4002,11.566,218.35604900000018,3.811031996696075,4.5866480627454695,2.043343546375212,267.18363636362903
11620,-4.6733,1.225,231.5854,4004,11.62,230.86166059999982,4.029296094091665,3.899903057440641,2.851510833324177,281.16666666667436
11674,-4.7356,1.1035,250.4573,4002,11.674,244.38635479999988,4.265346538207046,3.0422609125911366,3.79318707022474,349.4796296296281
11727,-4.4459,1.0657,259.7866,4002,11.727,258.1550446000001,4.50565550890281,1.95559100165906,4.1324819581251795,176.0245283018844
11782,-4.523,0.8986,268.75,4002,11.782,272.93629460000005,4.763636988963221,0.6657269419732887,4.563093095558197,162.97090909090954
11836,-4.3228,1.1814,271.8293,4002,11.836,287.6150768000001,5.019830068536359,-0.18216335635070546,4.477624628260283,57.02407407407359
11889,-4.5442,1.2425,278.6281,4002,11.889,302.38236609999984,5.2775678884158825,-1.384440857613749,4.502986053916858,128.2792452830217
11943,-4.471,1.7079,280.7927,4002,11.943,317.5451718999999,5.542208773466376,-2.145899946772019,4.278069287475818,40.08518518518512
11998,-4.4305,1.7872,285.1829,4000,11.998,333.2302313999998,5.81596470511259,-3.150688407752134,3.5911803974816308,79.82181818181847
12052,-4.1382,1.4245,287.9878,3996,12.052,348.7815725999999,6.087386812153637,-3.7819936633097964,2.202367685170791,51.94259259259187
12105,-3.8224,1.8177,287.2561,4000,12.105,364.00614590000015,6.35310574344986,-3.940051047018948,1.5462124035477451,-13.805660377358075
