t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel
1042,0.0053,0.1173,0.5183,2980,1.042,0.0,0.0,0.0053,0.1173,0.0
1096,0.0363,0.2188,0.1829,3028,1.096,0.00987660000000001,0.00017237918890247213,0.03626228289433521,0.2188062541137506,-6.211111111111105
1149,0.0506,0.313,0.4268,3492,1.149,0.032496999999999984,0.000567179647020597,0.05042246464117435,0.31302864894368615,4.601886792452836
1204,-0.0141,0.3935,2.0122,3854,1.204,0.14316799999999985,0.002498752983495239,-0.01508321425726806,0.39346353915918225,28.825454545454576
1258,-0.1516,0.4317,12.8963,4002,1.258,0.8395682000000004,0.014653229385042264,-0.15790929748436983,0.42943230405733657,201.55740740740723
1311,-0.1581,0.4287,12.7439,4004,1.311,1.5149948999999996,0.026441649155922235,-0.16937894870370881,0.42437020599474984,-2.8754716981132127
1366,-0.1083,0.4818,11.9512,4004,1.366,2.1723109000000016,0.037913977581961314,-0.12648474868773338,0.47734865491525263,-14.41272727272723
1420,0.0244,0.6186,5.3354,4002,1.42,2.460422500000001,0.042942473615150197,-0.002178544641154731,0.6190771954637374,-122.51481481481521
1474,0.0239,0.6132,-0.9756,4002,1.474,2.4077401000000007,0.042022992277297534,-0.0018820150790921884,0.6136626988983785,-116.87037037037027
1527,-0.0298,0.5695,1.8902,3892,1.527,2.5079207000000006,0.043771473593920966,-0.05469135194419887,0.5676505492136124,54.07169811320762
1582,-0.0176,0.594,-0.7622,3712,1.582,2.4659997000000002,0.04303981411819242,-0.043141458410937784,0.5926926476397166,-48.225454545454404
1636,0.03,0.6423,-4.6646,3254,1.636,2.2141113000000012,0.038643532190611944,0.005163039323502962,0.6429794965820791,-72.26666666666691
1689,0.0609,0.6293,-10.3049,2992,1.689,1.6679515999999996,0.029111247183907445,0.042557076110391334,0.6308059886153066,-106.42075471698081
1743,0.0769,0.5987,-13.7195,2990,1.743,0.927098599999999,0.016180923060629883,0.06720283724607833,0.5998658838991238,-63.23333333333328
1798,-0.2655,0.4162,-5.7317,2978,1.798,0.6118550999999994,0.010678886040119148,-0.2699293294140639,0.4133410784353205,145.23272727272743
1852,-0.1698,0.503,4.3902,2978,1.852,0.8489258999999997,0.014816552060456125,-0.17723381523204038,0.5004290306709783,187.44259259259243
1905,-0.2598,0.4804,-1.6463,3040,1.905,0.7616719999999998,0.013293684220250247,-0.26616314194654633,0.476903954553894,-113.89622641509447
1959,-0.0489,0.4543,2.0732,3392,1.959,0.8736247999999999,0.015247629187076955,-0.055821045257799434,0.45350161069871264,68.87962962962956
2014,-0.2354,0.4472,1.7683,3738,2.014,0.9708812999999994,0.01694507533104281,-0.24294367999991204,0.4431471181764588,-5.5436363636363915
2067,-0.1697,0.4396,11.8902,3922,2.067,1.601061900000004,0.02794380168323627,-0.18191624527252462,0.4346869329827464,190.9792452830175
2121,-0.1132,0.4274,12.2866,3968,2.121,2.2645383000000017,0.03952364937251514,-0.12999960567547897,0.42259330629367514,7.340740740740761
2176,-0.1117,0.4568,10.9451,4004,2.176,2.8665188000000033,0.05003019113031689,-0.13440449407328278,0.45064238812267193,-24.39090909090902
2230,0.005,0.5402,5.4268,4002,2.23,3.1595660000000025,0.0551448296340672,-0.024781741776882006,0.5396544313488995,-102.19074074074106
2283,0.003,0.5533,0.4573,3896,2.283,3.1838029000000025,0.055567843339543815,-0.02773449796859626,0.5526126017586188,-93.76415094339634
2337,-0.0019,0.583,0.7622,3488,2.337,3.224961700000003,0.05628619991571367,-0.03469452137174791,0.5819698447400735,5.646296296296268
2392,0.1565,0.7216,-8.5976,2980,2.392,2.7520937000000054,0.04803309638839316,0.12167214217376832,0.7282820194257486,-170.1781818181827
2446,0.2066,0.7094,-16.7988,2898,2.446,1.8449585000000008,0.03220060038765582,0.18365374115705968,0.7156837453505673,-151.87407407407332
2499,0.1007,0.6207,-14.0244,2762,2.499,1.1016653000000018,0.01922768673997112,0.08874749618679552,0.6225213746696371,52.34716981132082
2553,-0.1886,0.4841,3.4146,2696,2.553,1.2860537000000012,0.02244587142245542,-0.19941762599984456,0.479745120288457,322.9444444444455
2608,0.1178,0.4491,-5.5793,2664,2.608,0.9791922000000003,0.017090127899846826,0.11010799452281012,0.4510475357899263,-163.52545454545407
2662,0.1861,0.5857,0.5793,2666,2.662,1.0104744,0.017636105287114193,0.17574212779418658,0.5888908256361036,114.04814814814851
2715,0.1815,0.5754,-0.0915,2688,2.715,1.0056249000000002,0.017551465545038728,0.17137345005168786,0.5784968025990996,-12.656603773584923
2769,0.0868,0.591,1.8293,2678,2.769,1.1044071000000006,0.019275540177402278,0.07539273655863403,0.5925632247061915,35.57037037037019
2824,0.1661,0.6021,0.0305,2690,2.824,1.1060846000000006,0.019304818075604482,0.1544463412048477,0.6051941404941357,-32.705454545454714
2877,0.1109,0.6205,1.128,2716,2.877,1.1658686000000005,0.02034824571561677,0.09825182648140444,0.6226280098044642,20.707547169811345
2931,0.1347,0.6238,0.3354,2708,2.931,1.1839802000000006,0.020664352768420977,0.12178173565629144,0.6264501088359241,-14.677777777777704
2985,0.1192,0.6322,1.4024,2740,2.985,1.2597098000000004,0.02198608362963927,0.10527270896205021,0.6346677372828963,19.759259259259327
3040,0.0887,0.6283,0.8232,2740,3.04,1.3049858000000005,0.022776298901772227,0.07436788263798225,0.630157121702154,-10.530909090909061
3093,0.1274,0.6329,0.7317,2740,3.093,1.3437659000000004,0.02345313933102488,0.11252283229376478,0.6357136007767878,-1.7264150943396253
3147,0.0962,0.649,0.3963,2724,3.147,1.3651661000000004,0.023826643281610167,0.08071066608803756,0.6511076933807689,-6.211111111111132
3202,0.1316,0.6394,0.5793,2740,3.202,1.3970276000000004,0.024382731361234342,0.11597210898884736,0.6424183916550638,3.3272727272727187
3256,0.1067,0.6413,0.6098,2738,3.256,1.4299568000000002,0.024957454321282057,0.09066321740103503,0.6437629695862388,0.5648148148148161
3309,0.1332,0.6332,0.4878,2724,3.309,1.4558102000000004,0.02540868127411716,0.11706995939765247,0.6363796858846392,-2.3018867924528137
3363,0.1329,0.6344,0.8537,2724,3.363,1.5019100000000003,0.02621327456862804,0.11622654546833477,0.6376653982524825,6.7759259259259474
3418,0.1413,0.6253,0.4573,2736,3.418,1.5270615000000003,0.026652251055443395,0.1245861376724945,0.6288434418039598,-7.207272727272707
3471,0.1604,0.6262,0.6402,2736,3.471,1.5609921000000002,0.02724445174262058,0.14328210921032028,0.6303370821871753,3.4509433962264193
