t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel
1040,0.001,0.1168,0.6402,2928,1.04,0.0,0.0,0.001,0.1168,0.0
1094,0.0328,0.2165,0.2439,2570,1.094,0.013170600000000011,0.00022987033446316535,0.032750232206444935,0.21650753402693387,-7.338888888888882
1148,0.1632,0.3442,-2.7439,2342,1.148,-0.1349999999999995,-0.002356194490192336,0.16401054837849166,0.3438145139760485,-55.32962962962981
1202,0.0736,0.3974,-7.8659,2140,1.202,-0.5597585999999999,-0.009769630586353929,0.07747887706162508,0.3966620017209483,-94.85185185185176
1256,0.0852,0.4396,-6.6768,2052,1.256,-0.9203058000000002,-0.016062366335200435,0.09224972207444479,0.43817483813791464,22.020370370370348
1310,0.1031,0.5006,-8.5671,1972,1.31,-1.3829292000000006,-0.024136667861971176,0.1151516122914268,0.4979659387816449,-35.005555555555524
1364,0.048,0.5561,-5.122,1972,1.364,-1.659517200000001,-0.028964039133477257,0.06408451763544903,0.554476676334931,63.798148148148094
1418,-0.0291,0.6067,-0.7317,1974,1.418,-1.6990290000000008,-0.02965365013686675,-0.01109897358037018,0.6072960668285793,81.3018518518521
1472,0.028,0.6199,0.5183,1984,1.472,-1.6710408000000008,-0.029165163895160075,0.046065014467940285,0.618819864291757,23.148148148148127
1526,0.0434,0.6358,0.5488,1972,1.526,-1.6414056000000008,-0.028647932080673053,0.061594055827631986,0.6342959658445753,0.5648148148148138
1580,0.0673,0.6499,0.3049,1972,1.58,-1.6249410000000009,-0.02836057060064919,0.08570200049795426,0.6477302425475042,-4.516666666666662
1634,0.0893,0.6645,0.5793,1974,1.634,-1.593658800000001,-0.027814593213381825,0.10774587275814301,0.6617594479141088,5.081481481481498
1688,0.1073,0.6762,0.4573,1972,1.688,-1.5689646000000008,-0.027383598117235838,0.12577424740988635,0.673008594810257,-2.259259259259258
1742,0.1189,0.6904,0.5183,1974,1.742,-1.5409764000000008,-0.026895111875529162,0.13742314636581807,0.6869528723594647,1.1296296296296287
1796,0.1205,0.7089,0.6402,1976,1.796,-1.5064056000000008,-0.026291737590480705,0.1390944198149708,0.7054872092223478,2.2574074074074058
1850,0.118,0.7179,0.8232,1992,1.85,-1.4619528000000008,-0.025515889868750172,0.13627745923535817,0.7146557661590336,3.3888888888888866
1904,0.1116,0.7281,0.7622,1984,1.904,-1.420794000000001,-0.02479753329258033,0.12961892300185035,0.7251090295947502,-1.1296296296296342
1958,0.1171,0.7299,0.3354,1988,1.958,-1.4026824000000009,-0.024481426239776127,0.13493211851359652,0.7268147930480175,-7.903703703703697
2012,0.1114,0.7324,0.6402,1992,2.012,-1.3681116000000009,-0.02387805195472767,0.12885486696244985,0.7295314546063723,5.6444444444444395
