t,ax,ay,yawRate,steer,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,is_drift
1098,-0.0787,0.2184,0.4878,2992,1.098,0.0258534,0.0004512269528351,-0.0787985399512684,0.2183644662062679,-4.026415094339611,0
1153,-0.0975,0.2973,0.5488,2992,1.153,0.0560374,0.000978037134257,-0.0977907237615259,0.29720449920248,1.1090909090909091,0
1207,-0.1086,0.3709,0.4573,2980,1.207,0.0807316,0.001409032230403,-0.1091225020756549,0.3707466109632678,-1.6944444444444424,0
1260,-0.1161,0.4212,0.5183,2990,1.26,0.1082015,0.0018884724305966,-0.1168952170896906,0.4209799974126492,1.1509433962264164,0
1314,-0.1139,0.4682,0.5793,2992,1.314,0.1394837,0.002434449817864,-0.1150394707622455,0.4679213290359207,1.1296296296296295,0
1369,-0.1156,0.5072,0.5183,2980,1.369,0.1679902,0.0029319821010837,-0.1170866023125768,0.5068588832790607,-1.1090909090909111,0
1422,-0.1198,0.5437,0.6707,2980,1.422,0.2035372999999999,0.0035523960356194,-0.1217306777539578,0.5432709932377782,2.8754716981132105,0
1476,-0.148,0.5637,0.7012,2992,1.476,0.2414021,0.0042132614662286,-0.1503736948474111,0.5630714358746478,0.5648148148148159,0
1530,-0.1682,0.5774,0.6402,2992,1.53,0.2759729,0.004816635751277,-0.1709791636145814,0.5765831471779749,-1.1296296296296295,0
1585,-0.1829,0.5831,0.7012,2980,1.585,0.3145388999999999,0.0054897394306011,-0.1860982949398675,0.5820871452115001,1.1090909090909111,0
1638,-0.2,0.5938,0.9146,2990,1.638,0.3630126999999999,0.0063357668415544,-0.203758138999656,0.5925209370067837,4.026415094339626,0
1692,-0.2016,0.6111,0.5793,2992,1.692,0.3942948999999999,0.0068817442288217,-0.2058006269962925,0.6096981810108448,-6.209259259259253,0
1746,-0.2082,0.6109,0.6402,2980,1.746,0.4288656999999999,0.0074851185138702,-0.2127667838181346,0.609324499510472,1.127777777777776,0
1801,-0.2164,0.6094,0.6402,2978,1.801,0.4640766999999999,0.0080996663967899,-0.2213287843539071,0.6076272617455719,0.0,0
1855,-0.2191,0.6087,0.4573,2992,1.855,0.4887708999999999,0.0085306614929359,-0.2242845785267623,0.6068088066558301,-3.387037037037034,0
1908,-0.2246,0.6057,0.5183,2990,1.908,0.5162407999999998,0.0090101016931295,-0.2300482280858508,0.6036517727585667,1.1509433962264164,0
1963,-0.2295,0.6086,0.4268,2980,1.963,0.5397147999999999,0.0094198002817426,-0.2352226236745841,0.6064111866643335,-1.6636363636363585,0
2017,-0.2042,0.6205,0.4573,2992,2.017,0.5644089999999998,0.0098507953778886,-0.2103024121591457,0.6184583942675893,0.5648148148148161,0
2070,-0.1954,0.6319,0.6707,2992,2.07,0.5999560999999998,0.0104712093124243,-0.2020059239098612,0.6298193206827839,4.026415094339627,0
2124,-0.1822,0.6372,0.6707,2978,2.124,0.6361739,0.0111033291702531,-0.1892636649254389,0.6351377371397414,0.0,0
2179,-0.173,0.6477,0.5793,2794,2.179,0.6680353999999998,0.0116594172498773,-0.180539874601953,0.6456389421950253,-1.661818181818189,0
2233,-0.0168,0.69,-2.0427,2620,2.233,0.5577295999999993,0.0097342178558309,-0.0235157083132683,0.689803777506709,-48.55555555555531,0
2286,0.0004,0.676,-5.0305,2616,2.286,0.2911130999999995,0.0050808820906874,-0.0030346666784828,0.6759933067702303,-56.37358490566045,0
2340,-0.1414,0.6558,-0.8232,2788,2.34,0.2466602999999997,0.0043050343689569,-0.1442219225147312,0.6551851929539884,77.91296296296322,0
2395,-0.2098,0.6453,2.2256,2998,2.395,0.3690683,0.0064414569997381,-0.2139522909225789,0.6439352042006868,55.43272727272712,0
2448,-0.1339,0.6508,3.9634,3072,2.448,0.5791284999999998,0.0101076991171359,-0.1404711386494858,0.6494133577364396,32.788679245283056,0
2502,-0.0664,0.6561,2.9268,3078,2.502,0.7371756999999993,0.0128661431306939,-0.0748357478391577,0.6551914077926801,-19.19629629629636,0
2556,-0.0483,0.6657,0.7622,2990,2.556,0.7783344999999995,0.0135844997068637,-0.0573384667813188,0.6649824661050603,-40.08518518518498,0
2610,-0.053,0.6594,-0.7927,2998,2.61,0.7355286999999996,0.0128373975579136,-0.0614603803409575,0.6586653032066778,-28.794444444444537,0
2664,-0.0075,0.6947,0.2744,2996,2.664,0.7503462999999997,0.0130960134651571,-0.0165968973658743,0.694542211098668,19.76111111111101,0
2718,-0.0012,0.7032,0.8841,2982,2.718,0.7980876999999995,0.0139292580846687,-0.0109946211292434,0.7031150676142734,11.290740740740777,0
2772,-0.0158,0.6938,0.8841,2986,2.772,0.8458290999999993,0.0147625027041803,-0.0260401307355441,0.6934911618696202,0.0,0
2826,-0.0452,0.6848,0.7317,2990,2.826,0.8853408999999995,0.0154521137075698,-0.0557757903354305,0.6840198397798547,-2.822222222222208,0
2880,-0.0692,0.6795,0.7927,3000,2.88,0.9281466999999994,0.01619921585652,-0.0801978064187734,0.6782899098804411,1.1296296296296322,0
2934,-0.0989,0.6815,0.5488,2998,2.934,0.9577818999999996,0.016716447671007,-0.1102779105528749,0.6797516034876947,-4.516666666666644,0
2989,-0.1232,0.6874,0.5183,3012,2.989,0.9862883999999996,0.0172139799542268,-0.1350140525106404,0.6851774993566659,-0.5545454545454569,0
3042,-0.1335,0.6821,0.6098,3006,3.042,1.0186077999999994,0.0177780598964958,-0.1456046794773653,0.6796189647988745,1.7264150943396253,0
3096,-0.1422,0.6649,0.5488,2994,3.096,1.0482429999999996,0.0182952917109829,-0.1543400630909688,0.6621872808541974,-1.1296296296296249,0
3150,-0.1574,0.6603,0.5793,2994,3.15,1.0795251999999995,0.0188412690982502,-0.1698122167705122,0.6572173620922415,0.5648148148148182,0
3204,-0.1719,0.6513,0.4573,3006,3.204,1.1042193999999996,0.0192722641943962,-0.1844193260963679,0.647866353627167,-2.259259259259249,0
3258,-0.182,0.6417,0.7317,2992,3.258,1.1437311999999995,0.0199618751977857,-0.194772424461088,0.6379393330635366,5.081481481481498,0
3312,-0.1868,0.6345,0.6098,2992,3.312,1.1766603999999994,0.0205365981578334,-0.1997901653732009,0.6305302370387553,-2.257407407407414,0
3366,-0.1858,0.6311,0.6707,3004,3.366,1.2128781999999996,0.0211687180156622,-0.1991169518978013,0.6270257486474767,1.127777777777771,0
3420,-0.1774,0.6342,0.2134,3004,3.42,1.2244017999999994,0.021369842777345,-0.1909112176863172,0.6302644738215281,-8.468518518518545,0
3474,-0.1735,0.6285,0.6402,2990,3.474,1.2589725999999997,0.0219732170623935,-0.1872671724946513,0.6245362328206894,7.903703703703663,0
3528,-0.1704,0.633,0.5183,2992,3.528,1.2869607999999997,0.0224617033041002,-0.1845740786483267,0.6290131711586978,-2.257407407407414,0
3582,-0.1608,0.6453,0.4573,3002,3.582,1.3116549999999996,0.0228926984002462,-0.1755292341384649,0.6414500900013685,-1.129629629629633,0
3636,-0.1497,0.6565,0.5793,2996,3.636,1.3429371999999995,0.0234386757875135,-0.1650449632090352,0.6528112285487498,2.259259259259249,0
3690,-0.1475,0.6689,0.6707,2986,3.69,1.3791549999999997,0.0240707956453423,-0.1635566715049874,0.6651561284436983,1.6925925925925966,0
3744,-0.1549,0.6677,0.6098,2998,3.744,1.4120841999999998,0.0246455186053901,-0.1713071060704701,0.6636800248687319,-1.127777777777771,0
3798,-0.1603,0.6726,0.6098,2996,3.798,1.4450133999999997,0.0252202415654378,-0.1772103587168605,0.6683437280048655,0.0,0
3852,-0.1732,0.6654,0.5183,2984,3.852,1.4730015999999997,0.0257087278071444,-0.1902474690065372,0.6607278566373653,-1.6944444444444504,0
3906,-0.1889,0.6578,0.6402,2982,3.906,1.5075723999999997,0.0263121020921929,-0.2061407171961067,0.6526025242932139,2.2574074074073964,0
3960,-0.198,0.6517,0.4573,2990,3.96,1.5322665999999996,0.0267430971883389,-0.2153555991454625,0.6461724660775162,-3.387037037037048,0
4014,-0.1996,0.6415,0.4878,2992,4.014,1.5586077999999997,0.0272028378572652,-0.2169746214523503,0.6358336446316829,0.5648148148148124,0
4068,-0.1831,0.644,0.6707,2978,4.068,1.5948255999999992,0.027834957715094,-0.2009524711210147,0.6386546127214284,3.387037037037075,0
4122,-0.1695,0.6564,0.5183,2992,4.122,1.6228137999999994,0.0283234439568007,-0.1880210395878362,0.651336547932257,-2.822222222222208,0
4175,-0.1509,0.6645,0.7012,2990,4.175,1.6599773999999994,0.0289720711386949,-0.1700859212398134,0.6598498612533036,3.4509433962264207,0
4230,-0.138,0.6657,0.4573,2980,4.23,1.6851288999999996,0.0294110476255102,-0.1575164304963641,0.66135396280939,-4.434545454545407,0
4284,-0.1291,0.6671,0.7317,2980,4.284,1.7246406999999992,0.0301006586288997,-0.149118636150851,0.6629124017187416,5.08148148148154,0
4338,-0.1281,0.6644,0.5183,2992,4.338,1.7526288999999995,0.0305891448706064,-0.1483603319340335,0.6601713276933674,-3.9518518518518326,0
4391,-0.1365,0.6661,0.4878,2990,4.391,1.7784822999999994,0.0310403718234415,-0.1571069176809048,0.6615428001397986,-0.5754716981132078,0
4446,-0.148,0.6559,0.6707,2980,4.446,1.8153707999999995,0.0316841976045634,-0.1687039067792111,0.6508823256452977,3.3254545454545617,0
4500,-0.1653,0.6511,0.6098,2992,4.5,1.8482999999999996,0.0322589205646111,-0.1862141392115012,0.6454297749234378,-1.127777777777771,0
4554,-0.1773,0.6478,0.7317,2992,4.554,1.8878117999999997,0.0329485315680006,-0.1985439668452428,0.6416076863858124,2.2574074074073964,0
4608,-0.1835,0.6341,0.6707,2978,4.608,1.924029599999999,0.0335806514258294,-0.2046860362279627,0.6275816174596617,-1.1296296296296435,0
4662,-0.1918,0.6261,0.3963,2978,4.662,1.9454297999999992,0.0339541553764147,-0.2129440610944539,0.6192279683966169,-5.081481481481456,0
4716,-0.1917,0.6148,0.4573,2992,4.716,1.9701239999999995,0.0343851504725607,-0.2127225089990132,0.6078462504327593,1.129629629629624,0
4769,-0.186,0.6149,0.4878,2992,4.769,1.9959773999999992,0.0348363774253958,-0.2073037052123251,0.608048668944552,0.5754716981132088,0
4824,-0.1282,0.6327,0.2134,2980,4.824,2.0077144,0.0350412267197024,-0.1502873477200935,0.6278202315275129,-4.989090909090934,0
4878,-0.9625,0.974,-2.7439,2992,4.878,1.8595437999999984,0.0324551618950469,-0.9935989042184732,0.9422544600774512,-54.76481481481454,0
4932,-1.2383,1.6234,-0.4573,2992,4.932,1.8348495999999983,0.0320241667989009,-1.2896442334846965,1.5829188864372268,42.34444444444424,0
4985,-1.0989,2.1233,-2.378,2978,4.985,1.7088155999999988,0.0298244585294423,-1.1617281864816038,2.0895864951550016,-36.23962264150948,0
5040,-1.2756,2.4921,-1.372,2980,5.04,1.6333555999999991,0.0285074330758874,-1.3461154636349535,2.454728279985965,18.290909090909185,0
5094,-1.5142,2.9877,4.4207,2992,5.094,1.8720734000000003,0.0326738446690048,-1.6109940841708792,2.936639404279393,107.27222222222169,1
5147,-1.3373,3.107,4.8171,2990,5.147,2.1273797,0.0371297802050892,-1.4517140133825794,3.0552163120389118,7.479245283018875,0
5201,-1.2853,3.1445,11.0366,2980,5.201,2.723356099999993,0.0475315306492718,-1.433254994192018,3.0798792933528483,115.17592592592725,1
5256,-0.8932,2.7986,15.7317,2990,5.256,3.5885996000000024,0.0626328785557515,-1.0666184087860064,2.7372053942002244,85.3654545454536,0
5309,-1.0052,2.3547,9.7866,2990,5.309,4.107289400000002,0.0716857233622624,-1.1712721619502282,2.276655584984351,-112.17169811320768,0
5363,-0.9785,2.2458,10.9146,2980,5.363,4.696677800000005,0.0819724915153238,-1.1591020515707158,2.158138624844233,20.888888888888783,0
5417,-0.8378,1.8737,12.3476,2980,5.417,5.363448199999997,0.0936098303501632,-1.0092726328874586,1.787184736535207,26.537037037037337,0
5472,-0.8795,1.3711,10.4878,2992,5.472,5.940277200000003,0.1036773956211497,-1.0166749072612766,1.2727166192618349,-33.81454545454508,0
5525,-0.7151,1.0466,11.5549,2990,5.525,6.552686900000003,0.1143659612573004,-0.8298631518987933,0.9581579823393428,20.133962264150966,0
5579,-0.6391,0.7755,9.6037,2980,5.579,7.071286699999997,0.1234172352674844,-0.7297061268389775,0.6909254869040931,-36.13333333333375,0
5634,-0.4036,0.6267,8.1098,2992,5.634,7.517325700000002,0.1312020844097875,-0.4821198454975769,0.5685123609715032,-27.16181818181788,0
5688,-0.1873,0.4635,7.9573,3012,5.688,7.947019899999997,0.1387016629765104,-0.2495835215418781,0.4331530973856182,-2.824074074074104,0
5741,-0.1518,0.2985,10.5488,3002,5.741,8.506106299999997,0.1484595614596325,-0.194282788118151,0.2727630624572132,48.8962264150944,0
5795,-0.051,0.189,10.0915,3002,5.795,9.0510473,0.1579705761387429,-0.0800973946020021,0.1786236473090031,-8.468518518518477,0
5850,0.2168,0.1445,7.2866,3036,5.85,9.451810299999998,0.1649652100089129,0.1901272352408933,0.1781407432892711,-50.99818181818208,0
5903,-0.0435,0.0639,6.9817,3036,5.903,9.821840399999996,0.1714234535853968,-0.0537628067350784,0.0555429618580662,-5.752830188679251,0
5957,-0.1928,0.0348,6.9207,3026,5.957,10.1955582,0.1779460596687065,-0.1959154532129055,0.0001232573804652,-1.1296296296296229,0
6011,0.0948,0.1112,9.5122,3026,6.011,10.709217,0.1869110969605495,0.0724851557113236,0.1268794002251947,47.9907407407405,0
6066,-0.0013,0.0851,2.8354,3040,6.066,10.865164,0.1896328855691571,-0.0173179072079679,0.0833294071137927,-121.39636363636428,0
6119,-0.2089,-0.6128,4.6341,3032,6.119,11.1107713,0.1939195416210906,-0.0868939661676129,-0.6415703302395317,33.93773584905665,0
6173,-0.0637,-0.3212,5.2744,3034,6.173,11.395588900000002,0.1988905465087188,0.0010190538128674,-0.3274539532962253,11.857407407407344,0
6227,0.0343,0.0265,24.1768,3048,6.227,12.701136100000008,0.2216766436889119,0.0276342483093517,0.0333929381812545,350.0444444444427,0
6281,0.0725,-0.1766,6.0061,3048,6.281,13.025465500000005,0.2273372595799295,0.1104374057192774,-0.1557157327247176,-336.4944444444483,0
6335,0.124,-0.1465,5.6707,3040,6.335,13.331683300000003,0.232681768418143,0.154439507225389,-0.1139591532435153,-6.211111111111078,0
6389,0.0877,-0.0722,7.5,3042,6.389,13.736683300000006,0.2397503518887201,0.1023361631554484,-0.0493096310128299,33.87592592592576,0
6444,-0.0102,-0.0171,8.0793,3058,6.444,14.181044800000004,0.2475059231328208,-0.0056998980919987,-0.0190777661622326,10.532727272727326,0
6497,0.1532,-0.0917,8.5061,3046,6.497,14.631868100000004,0.255374274062527,0.1713956565276113,-0.0500265821685739,8.052830188679255,0
6551,-0.0384,-0.0667,4.7256,3050,6.551,14.887050500000004,0.2598280471356681,-0.0199748833283931,-0.0743266710946823,-70.00925925925891,0
6605,-0.1351,0.0075,5.5183,3064,6.605,15.185038700000003,0.2650289223577595,-0.1323475022834306,-0.0281495761839734,14.679629629629556,0
6660,-0.5668,1.1035,6.6463,3066,6.66,15.550585200000004,0.271408912351901,-0.8418880537116655,0.9111525640734286,20.509090909091015,0
6713,-0.7067,1.8831,8.2622,3054,6.713,15.988481800000004,0.2790516498051896,-1.1980515845996955,1.6155998578355215,30.48867924528305,0
