t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world,is_drift
1566.0,-0.0298,0.055,-0.3049,3330.0,2882.0,1.566,-0.054882,-0.0009578716000795,-0.0297473033990346,0.0550285193375742,-1.6938888888888874,-0.0009638126301287,0.0017829240265374,0
1746.0,-0.044,-0.0206,-0.6707,3686.0,2886.0,1.746,-0.175608,-0.0030649377928422,-0.0440629309552825,-0.0204650461917387,-2.032222222222223,-0.0033552642232086,0.0029027805564624,0
1927.0,-0.0692,0.0726,-0.7927,4004.0,2886.0,1.927,-0.3190867,-0.0055691135143233,-0.0687946113317408,0.0729842548205756,-0.6740331491712706,-0.0080137819203114,0.0064198956837306,0
2106.0,-0.154,0.1586,-0.5488,3624.0,2872.0,2.106,-0.4173218999999999,-0.0072836411956785,-0.1528407397783996,0.1597174638666401,1.362569832402236,-0.0175179944269842,0.0150156549201723,0
2826.0,-0.149,0.1149,0.0305,3120.0,3038.0,2.826,-0.3953619,-0.0069003668919405,-0.1482036068279157,0.1159254110331144,0.804583333333333,-0.132575978870288,0.1096865089507892,0
3546.0,-0.1312,0.0934,-0.0305,3132.0,2886.0,3.546,-0.4173218999999999,-0.0072836411956785,-0.1305162337690244,0.0943531277846652,-0.0847222222222222,-0.3152935788994538,0.2532700244249764,0
3707.0,-0.1026,0.1121,0.0305,3582.0,3138.0,3.707,-0.4124114,-0.0071979368027593,-0.1017904603952983,0.1128355979844712,0.3788819875776397,-0.3587897749854378,0.2883017053927543,0
3906.0,-0.0801,0.1308,0.061,3730.0,3568.0,3.906,-0.4002724,-0.0069860712848597,-0.0791842746687852,0.1313563879115834,0.1532663316582912,-0.415687930459707,0.3368035777389367,0
4068.0,-0.1053,0.2248,8.0793,3814.0,3768.0,4.068,0.908574199999996,0.0158576112886733,-0.1088514023233848,0.2231019995702248,49.49567901234584,-0.4648637281036465,0.3821426028974742,0
4248.0,-0.0742,0.1387,-0.2134,3858.0,3938.0,4.248,0.8701621999999958,0.0151871954163973,-0.0762978260447971,0.1375571580865127,-46.0705555555554,-0.5219755528274311,0.4369761494400749,0
4428.0,-1.085,-0.2381,25.9756,3840.0,3984.0,4.428,5.545770199999988,0.0967919495489842,-1.0569112624030188,-0.3418408890195215,145.49444444444467,-0.6133313024530732,0.4807340511784428,0
4608.0,-1.5987,-0.9681,106.7073,3732.0,4002.0,4.608,24.75308419999996,0.4320228193133859,-1.0464606444947502,-1.5485410616201407,448.5094444444452,-0.7385923769603451,0.4743192225203183,0
4788.0,-1.8972,-2.0999,137.6219,3990.0,4002.0,4.788,49.52502620000004,0.8643747693264565,0.3658694292812672,-2.806258614368497,171.74777777777723,-0.8519992819589044,0.3769816147566539,1
4968.0,-1.9745,-3.0006,170.0305,4002.0,4002.0,4.968,80.13051619999999,1.3985413390126549,2.617755407132447,-2.45959493381102,180.04777777777795,-0.8805909117663722,0.1999531311375132,1
5148.0,-3.6128,-3.7503,228.0183,4004.0,4002.0,5.148,121.17381019999992,2.1148819551766875,5.078875511977529,-1.1498249709564468,322.15444444444506,-0.7446269749857685,-0.0143296815406162,1
5327.0,-3.4031,-5.3858,281.1281,4002.0,4002.0,5.327,171.4957401,2.9931653178894697,4.162150433093339,4.823321990319632,296.702793296089,-0.4760589313827569,-0.0728779742564805,1
5508.0,-2.3581,-5.726,333.6281,4002.0,4002.0,5.508,231.88242620000003,4.047111814702764,-3.0493046329401565,5.389754434622202,290.05524861878445,-0.3043883965957775,0.0444933071919796,1
5688.0,-2.9049,-5.2991,336.7683,2846.0,4002.0,5.688,292.50072019999993,5.105100631944685,-6.00739537750379,0.6558243654715059,17.445555555555543,-0.3283059280332188,0.1824648379632165,1
5867.0,-2.5457,-4.5208,270.6403,4004.0,4002.0,5.867,340.94533390000004,5.95061864586644,-3.882120940255755,-3.441999148057387,-369.4301675977648,-0.4764776213427428,0.2093847655272622,1
6047.0,-2.9669,-4.0845,178.1098,3070.0,4002.0,6.047,373.0050979,6.510167085078787,-1.9716324687273088,-4.647397257418421,-514.0583333333342,-0.6893579814619891,0.0858794126077337,1
6227.0,-2.6814,-6.336,133.4451,4002.0,4002.0,6.227,397.0252159000001,6.929397230896344,1.6745757376628507,-6.673125059432868,-248.13722222222145,-0.8479820876809597,-0.2538351922374217,1
6408.0,-2.8265,-5.4926,119.0854,4002.0,4002.0,6.408,418.5796733000001,7.305593481007199,3.213708044980396,-5.275399284568732,-79.33535911602202,-0.9022031496728768,-0.7682644564045833,0
6587.0,-2.9211,-7.246,186.1585,4002.0,4002.0,6.587,451.9020448,7.88717857825492,7.338961470081902,-2.6789896884186235,374.71005586592304,-0.7206774194450845,-1.362846927916848,1
6767.0,-2.5495,-7.3976,240.122,4002.0,4002.0,6.767,495.12400480000014,8.641544089420211,7.026225933191583,3.443339243488225,299.79722222222125,-0.3104878587571457,-1.8491868977250825,1
7469.0,-2.2244,-6.3773,292.6524,3032.0,4002.0,7.469,700.5659896000002,12.227183146012356,-4.219526933289834,-5.273850880451749,74.82962962962961,-0.790148322907153,-6.344887589267333,1
7666.0,-2.6611,-6.2458,272.1951,2994.0,4002.0,7.666,754.1884243000002,13.163071184463014,1.308370360387313,-6.66180439896429,-103.84416243654806,-0.8739773494392457,-7.865039567915831,1
7828.0,-1.956,-5.4506,88.4451,2978.0,4002.0,7.828,768.5165305000002,13.413143813228428,2.787637789569912,-5.075830169948732,-1134.25925925926,-0.8697541279506816,-9.248323870840416,1
8008.0,-2.0939,-4.167,28.9329,2992.0,4002.0,8.008,773.7244525000001,13.504039199315471,2.120459587149743,-4.15354756193603,-330.62333333333544,-0.7963587690064041,-10.919881370652226,1
8369.0,-2.6213,-2.9079,11.5549,2978.0,4002.0,8.369,777.8957714000001,13.57684244827114,1.0701128073922364,-3.765893609683512,-48.138504155124565,-0.5097021279515489,-14.76305782193795,0
8548.0,-3.8822,-4.5558,13.2012,2992.0,2886.0,8.548,780.2587862,13.618084836804496,2.0297919561849653,-5.63087338648338,9.1972067039106,-0.3025283374324038,-16.84909598453572,0
9268.0,-3.371,-3.3387,-2.4695,2992.0,2886.0,9.268,778.4807462,13.587052184572334,1.0838149103325962,-4.61908042040196,-21.76486111111109,1.092646056071637,-27.63439530279831,0
9627.0,-2.7351,-2.6815,-0.8537,2978.0,2874.0,9.627,778.1742679,13.58170312915142,0.8360317944252442,-3.7379493173008793,4.500835654596101,1.8960441243077764,-33.49381602550618,0
9807.0,-2.2451,-2.0992,-0.0305,2978.0,2886.0,9.807,778.1687779,13.581607310575484,0.599383628750322,-3.014606759692895,4.57333333333334,2.3182821268110554,-36.52936039896985,0
