t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world,is_drift
1446.0,0.0078,0.2387,1.8293,3616.0,2872.0,1.446,0.3292739999999999,0.0057469154412118,0.0064280900300995,0.2387408839276694,-1.185555555555556,0.0002082701169752,0.0077352046392564,0
1627.0,-0.0795,0.3877,3.689,3674.0,2872.0,1.627,0.9969830000000002,0.0174006359364106,-0.0862338508321951,0.3862580264158283,10.274585635359117,-0.0024074098969576,0.0281675818410289,0
1806.0,-0.0368,0.2522,0.4268,3122.0,2886.0,1.806,1.0733802,0.0187340186157152,-0.0415179855937436,0.2514663732434969,-18.224581005586582,-0.0063244651457093,0.0564314209841197,0
1986.0,0.0003,0.0371,3.2317,3868.0,2886.0,1.986,1.6550862,0.0288867035943213,-0.0007716728223843,0.0370931869897316,15.582777777777784,-0.0102884055841226,0.0860549779283766,0
2166.0,-0.0362,0.1039,10.2744,2986.0,2884.0,2.166,3.5044781999999994,0.0611646831543643,-0.0424833557100339,0.1014929282640654,39.12611111111112,-0.0156288067475411,0.1189669057483893,0
2347.0,-0.0141,-0.1664,-11.5854,2994.0,2886.0,2.347,1.407520799999999,0.0245658722503045,-0.0100083956588736,-0.1666961367768774,-120.7723756906077,-0.0213267618564922,0.1466005454748992,0
2526.0,0.004,-0.0661,0.5183,3214.0,2936.0,2.526,1.5002964999999988,0.026185113681147,0.0057292669848791,-0.0659726117401454,67.61843575419,-0.0267781846920477,0.1718150126632673,0
2706.0,-0.0145,-0.1151,-0.0915,3344.0,3110.0,2.706,1.4838264999999988,0.0258976579533436,-0.0115146505375983,-0.11543687808927,-3.387777777777775,-0.0326331370811977,0.1934301879467295,0
2886.0,-0.0044,-0.0753,0.3354,3682.0,3340.0,2.886,1.544198499999999,0.0269513481293576,-0.0023692112370135,-0.0753912252063488,2.3716666666666644,-0.0385648519144269,0.212602687533506,0
3066.0,-0.0519,-0.0042,-0.9451,3846.0,3592.0,3.066,1.3740804999999991,0.0239822289124499,-0.0517843599364106,-0.0054433506203689,-7.1138888888889,-0.0461743800095957,0.2315988225601825,0
3589.0,-0.0621,0.0091,-0.0915,3958.0,3896.0,3.589,1.3262259999999992,0.0231470103255543,-0.0622939836319347,0.0076602613052198,1.6321223709369022,-0.0853234976905293,0.2888884518355814,0
3786.0,-0.0707,-0.0071,0.0305,4004.0,4002.0,3.786,1.332234499999999,0.0232518784336603,-0.0705158154273858,-0.0087418404590137,0.6192893401015226,-0.1028065631476341,0.3101286485776083,0
3948.0,-0.0748,-0.0038,0.0305,4002.0,4002.0,3.948,1.3371754999999994,0.0233381151520014,-0.0746909535684671,-0.0055444977259523,0.0,-0.1191436896094858,0.3274496965062343,0
4147.0,-1.2521,-0.0863,65.7622,4002.0,4002.0,4.147,14.42385330000002,0.2517437309096497,-1.1911365007981831,-0.3954692610889744,330.3100502512558,-0.1863823316461658,0.3330658080373349,0
4308.0,-1.9149,-0.3272,141.2805,4002.0,4016.0,4.308,37.17001379999997,0.6487391238217285,-1.328192443734865,-1.4176765083775664,469.0577639751564,-0.2752095103315007,0.3008619034873344,0
4506.0,-4.4844,-1.5556,196.9512,4016.0,4002.0,4.506,76.16635140000004,1.3293536111609932,0.4382414827749152,-4.726275396416849,281.165151515151,-0.367269569375553,0.0759682009772627,1
4668.0,-3.1671,-2.1844,223.3842,4002.0,4002.0,4.668,112.35459180000002,1.9609575566442228,3.2248044265255635,-2.098276002021929,163.1666666666667,-0.3579596684964043,-0.1631028928371317,1
4848.0,-4.4979,-2.6726,249.7561,4004.0,4002.0,4.848,157.31068979999995,2.745589485593459,5.180720309127343,0.7307751012421524,146.51055555555584,-0.1797599961705136,-0.4050603282395462,1
