t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world,is_drift
1507.0,0.0211,-0.0252,-0.4573,3510.0,2874.0,1.507,-0.0823139999999999,-0.0014366503204866,0.0210637746495595,-0.0252302873053909,-78.2516666666667,0.0006824662986457,-0.0008174613086946,0
1687.0,0.0835,-0.3884,3.872,2868.0,2884.0,1.687,0.6146460000000006,0.010727596434213,0.087661713939977,-0.3874819142993717,24.051666666666645,0.0042051721289467,-0.0141893366406889,0
1866.0,0.039,-0.485,1.5244,3186.0,3062.0,1.866,0.8875136000000006,0.0154900344762279,0.046507687532346,-0.4843377282438295,-13.115083798882678,0.0091984601875254,-0.043005588927055,0
2046.0,0.0575,-0.4383,0.0915,3364.0,3356.0,2.046,0.9039836000000006,0.0157774902040314,0.0644078304917728,-0.4373382802492174,-7.960555555555568,0.0163064574180521,-0.08615258614314,0
2227.0,0.0341,-0.3889,0.5793,3424.0,3634.0,2.227,1.0088369000000006,0.0176075255206127,0.0409419270721065,-0.3882393316082521,2.695027624309392,0.0247952419948909,-0.1422583976421325,0
2407.0,0.0325,-0.2704,0.2744,3482.0,3696.0,2.407,1.0582289000000007,0.0184695785447578,0.0374883469744052,-0.269753653990315,-1.6938888888888877,0.0344517496513975,-0.2067942506713007,0
2587.0,-0.0094,-0.1828,0.2134,3494.0,3868.0,2.587,1.0966409000000008,0.0191399944170338,-0.0058997008982572,-0.1829464225649441,-0.3388888888888884,0.0439171069988005,-0.2772575677915732,0
2767.0,-0.0147,-0.1544,0.0,3492.0,3984.0,2.767,1.0966409000000008,0.0191399944170338,-0.0117422727816983,-0.1546530602022481,-1.1855555555555577,0.0530020147080765,-0.3527316440623983,0
3469.0,-1.2304,-2.4785,91.6768,4004.0,4002.0,3.469,65.45375449999999,1.1423835238170543,1.74336660441293,-2.148841383773528,130.5937321937322,0.9475711908953623,-1.706038170807746,0
4189.0,-0.4547,-3.0252,191.0061,4002.0,4002.0,4.189,202.97814650000004,3.542636966020405,-0.7623563010495384,2.962667716813694,137.95736111111108,1.4698725318028572,-1.5581979205093195,1
4369.0,-1.1314,-4.2134,207.4695,4004.0,4002.0,4.369,240.3226565,4.194421623064352,-3.10054394739414,3.069109439279995,91.46333333333352,1.4999902431341607,-1.4217987121020417,1
4567.0,-0.635,-4.6377,248.9024,4002.0,4002.0,4.567,289.6053317000001,5.054566569495308,-4.581902473286597,-0.9579436388901844,209.25707070707023,1.3534908210358665,-1.3093148052730863,1
4728.0,0.0235,-4.0459,243.8415,4004.0,4002.0,4.728,328.8638132,5.739756331003589,-2.071915195568027,-3.475201646289652,-31.434161490683334,1.1806614397877837,-1.3079313202805916,1
5106.0,0.229,-3.9765,152.7744,3872.0,4002.0,5.106,386.6125364,6.747661689666425,1.986030821695486,-3.4526330278898096,-240.91825396825385,1.058660137828118,-1.7980091556813071,1
5268.0,0.4312,-3.5777,49.2683,4004.0,4002.0,5.268,394.594001,6.886964526067797,2.3862282510369104,-2.7003306212301723,-638.9265432098769,1.0689980397799024,-2.0789099905337496,1
5628.0,0.2037,-3.374,195.9146,4002.0,4002.0,5.628,465.1232570000001,8.117932262249765,3.2040030224393137,1.0769096165415846,407.35083333333296,1.507209946936448,-2.563566581679833,1
5809.0,0.2276,-3.4807,242.0122,4004.0,4002.0,5.809,508.9274652000001,8.882459921568863,1.6015259471097565,3.0987398875565857,254.68287292817672,1.7800007473656403,-2.7057233281053725,1
6168.0,-0.0506,-3.2289,313.75,4002.0,4002.0,6.168,621.5637152,10.848333341168326,-3.186538580345532,0.5237627764260104,199.8267409470752,1.9103766749682607,-2.9201775614006165,1
6348.0,-0.3824,-2.8455,325.5488,4004.0,4002.0,6.348,680.1624992,11.871075059633297,-2.116493968793549,-1.9399879613184536,65.54888888888915,1.9071718162525304,-3.0905589707711334,1
6529.0,-1.2583,-2.7251,297.7439,4004.0,4002.0,6.529,734.0541450999999,12.8116617199072,-0.558875081787835,-2.9490926643557067,-153.61823204419903,1.8856398462117052,-3.358502168304,1
6708.0,-1.4975,-2.7015,265.6708,4002.0,4002.0,6.708,781.6092183,13.641654323274116,1.6645420077000943,-2.6019047647063758,-179.17932960893833,1.9176793889604928,-3.706852298087543,1
6888.0,-1.2353,-4.9395,262.0732,4002.0,4002.0,6.888,828.7823942999999,14.464981563096885,5.074198399029734,0.4208764038100534,-19.986666666666697,2.114301951696774,-4.0435121224981625,1
7068.0,-1.3579,-6.4425,267.8049,3762.0,4002.0,7.068,876.9872762999997,15.30631546953223,3.76843787422757,5.398941993399003,31.84277777777777,2.4330219015580283,-4.205246226322655,1
7247.0,-1.5896,-6.6231,269.4512,2968.0,3038.0,7.247,925.2190410999998,16.148118569339736,-1.3838821674073671,6.669119275941306,9.19720670391058,2.7056302165052664,-4.152396556627687,1
7427.0,-0.7564,-6.2207,232.378,2610.0,2872.0,7.427,967.0470810999998,16.878155586995625,-5.433203112077616,3.122427484011456,-205.9622222222225,2.803725702101341,-3.998084986899379,1
7607.0,-0.5807,-5.4051,119.2683,2846.0,2886.0,7.607,988.5153750999998,17.252848002081766,-5.388240402567191,0.7205441444787063,-628.3872222222201,2.7272421986542383,-3.82042778688996,0
7787.0,-0.4761,-4.6861,0.7622,3400.0,3890.0,7.787,988.6525710999998,17.255242524002334,-4.673608784419815,0.5861615393336014,-658.3672222222233,2.4993337705919343,-3.6237789530061337,0
7967.0,-0.6701,-3.6488,-0.3659,3554.0,3960.0,7.967,988.5867090999998,17.254093015250383,-3.6311626192721778,0.7598904410508257,-6.267222222222231,2.153775673665212,-3.4025096688322605,0
8147.0,-0.6639,-3.9859,42.2866,3480.0,3966.0,8.147,996.1982970999998,17.386940287155674,-4.034280275496491,0.2296620968726793,236.95833333333252,1.677506895812401,-3.173799332719712,0
8327.0,-1.6507,-3.307,53.5061,3192.0,3636.0,8.327,1005.8293950999996,17.555034657837915,-3.6318603528091065,0.6860392610436461,62.33055555555568,1.0835658425285777,-2.9228613245493498,0
8507.0,-0.9681,-2.5652,34.3293,3564.0,3736.0,8.507,1012.0086690999996,17.662883334520792,-2.7410590527143426,-0.0637488786783847,-106.53777777777796,0.4008144759368098,-2.6739887800481674,0
8687.0,-0.5738,-1.8572,58.872,4002.0,4002.0,8.687,1022.6056290999996,17.847835177222933,-1.873698445533068,-0.5173900030025357,136.34833333333353,-0.3426447202902292,-2.441879671644267,0
8867.0,-0.5194,-3.1253,126.9207,4004.0,4014.0,8.867,1045.4513550999998,18.24656831593141,-2.200176744513122,-2.2795830195243254,378.04833333333016,-1.157389643039502,-2.283629053072954,0
