t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world,is_drift
2648.0,-0.0586,0.0067,-0.2439,2154.0,3256.0,2.648,-0.0526824,-0.0009194813378526,-0.0585938147043404,0.0067538787665621,-0.9879629629629622,-0.0027337530188457,0.0003151089677327,0
2828.0,-0.0057,-0.1282,-8.7805,3734.0,3294.0,2.828,-1.6331723999999976,-0.0285042356326978,-0.0093514327441645,-0.1279854706817589,-47.42555555555563,-0.0053148669554613,-0.0035690294759123,0
3548.0,-0.0539,-0.0935,0.061,3896.0,3494.0,3.548,-1.5892523999999977,-0.0277376870252218,-0.0564724077465624,-0.0919691641981484,12.279861111111108,-0.0449146188777421,-0.0667823979708126,0
4268.0,-0.0675,-0.0528,-0.2134,3906.0,3710.0,4.268,-1.7429003999999977,-0.0304193505143261,-0.0690746663031538,-0.0507225834821921,-0.3811111111111112,-0.1203226778115778,-0.1562903537428814,0
4987.0,-0.1115,-0.0647,-0.1524,3684.0,3880.0,4.987,-1.8524759999999976,-0.0323318055141744,-0.1135332304383433,-0.0610618177442664,0.0848400556328233,-0.2543182556708641,-0.2772405712726049,0
5167.0,-0.1802,0.0225,-0.1829,3942.0,3924.0,5.167,-1.8853979999999977,-0.032906402810516,-0.1793621852489589,0.0284164829406832,-0.1694444444444447,-0.2936750758897196,-0.3065994866208069,0
5886.0,0.2327,-0.2641,106.6159,3966.0,4002.0,5.886,74.77143410000004,1.3050077114829637,0.3159496741317477,0.1551576727591724,148.5379694019471,-0.2875500482751036,-0.3436615772610926,0
6049.0,-0.2821,-1.5989,170.3354,4002.0,4002.0,6.049,102.53610430000008,1.789592622203317,1.622012458142561,0.0716743024404639,390.9171779141098,-0.2430662325136812,-0.3501593778438447,1
6768.0,-0.2544,-1.8992,78.5976,4004.0,4002.0,6.768,159.04777870000004,2.775907406298307,0.916712432888114,1.682652167082774,-127.59082058414474,0.4270583651761401,0.491044091686261,0
6948.0,-2.3603,-5.1308,52.3781,4002.0,4002.0,6.948,168.47583670000006,2.940458060467299,3.3377548980277805,4.555822315531144,-145.66388888888838,0.7029657790657992,0.8492460928672176,1
7146.0,-2.7932,-6.6315,137.5915,4002.0,4002.0,7.146,195.7189537,3.415940150623338,0.8921417584762079,7.14022699728678,430.3707070707081,1.041439459843723,1.523193753367897,1
7309.0,-2.0852,-5.6907,120.9146,4002.0,4002.0,7.309,215.42803350000003,3.759928485671644,-1.599671285534602,5.845782865300086,-102.31226993865016,1.2775802680381618,2.233325856607021,1
7488.0,-4.2175,-7.7876,165.061,4004.0,4002.0,7.488,244.97395250000008,4.275602052749195,-5.27233554122218,7.115932683124919,246.6279329608936,1.3679696389913367,3.24116577766901,1
7668.0,-3.9261,-8.1368,207.378,4004.0,4002.0,7.668,282.30199250000004,4.927099254065339,-8.78647614341809,2.102287428289653,235.0944444444447,1.1741821514505772,4.322750202028039,1
8028.0,-3.0121,-8.9707,330.5183,4002.0,4002.0,8.028,401.28858050000014,7.003806980379316,3.656054762805786,-8.728085040337607,342.05638888888865,1.260431873628688,5.354759229518345,1
8208.0,-2.7784,-10.3757,353.2012,1822.0,4002.0,8.208,464.8647965,8.113421275538412,10.741233537555338,-0.0236461772055491,126.01611111111109,1.6515727013345354,5.869997607122038,1
8388.0,-3.3738,-8.4179,292.9573,4002.0,4002.0,8.388,517.5971104999999,9.033773777033913,6.3273733773930445,6.496761731282573,-334.68833333333384,2.2477204264679167,6.595731064819285,1
8568.0,-3.9086,-6.8128,189.1463,4004.0,4002.0,8.568,551.6434444999998,9.6279944035676,2.4532072271905383,7.461445711151433,-576.7277777777786,2.923352065762271,7.563215363557838,1
9288.0,-3.1815,-6.3007,247.4695,4004.0,4002.0,9.288,729.8214844999999,12.73778785631776,-2.060104904259551,-6.7510540305529885,81.00444444444439,4.5579202405715415,7.933406149073383,1
10007.0,-3.3314,-7.3725,304.7561,2912.0,4002.0,10.007,948.9411203999996,16.562146958543924,-3.3709453099370386,7.354502697491753,79.6753824756607,4.447570923434327,12.105073849718185,1
10187.0,-4.2453,-8.9238,231.0366,3116.0,4002.0,10.187,990.5277083999996,17.287969843814288,-8.962521223129809,4.162930681016409,-409.5527777777785,4.129559537495188,13.284320239271382,1
10906.0,-3.9187,-10.4943,48.9329,3102.0,2874.0,10.906,1025.7104634999996,17.902024760232113,-10.808433728614238,-2.943518730049828,-253.27357440890083,-2.72825798511765,16.473070042448043,1
11267.0,-2.9281,-10.8442,81.2805,3088.0,2886.0,11.267,1055.0527239999994,18.414143815934988,-7.228808483455099,-8.59737001411057,89.60554016620529,-7.113539287455535,16.953679554723387,0
