t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world,is_drift
1525.0,0.0511,0.0788,-0.061,3086.0,2886.0,1.525,-0.0120169999999999,-0.0002097362162121,0.0511165260897902,0.0787892807462525,3.559390862944165,0.0019837812610186,0.0030577331964813,0
1687.0,0.0595,0.0894,-0.3659,2982.0,2874.0,1.687,-0.0712928,-0.0012442940929658,0.0596111938022454,0.0893258953130117,-1.882098765432097,0.0051795502447943,0.0079164830988118,0
2048.0,0.0606,0.0921,0.061,4004.0,2886.0,2.048,-0.0492718,-0.0008599551383841,0.0606791794509425,0.0920478526700123,1.1825484764542935,0.0202087574118911,0.0307394655951473,0
2227.0,0.0705,0.0071,13.5366,2980.0,2874.0,2.227,2.373779599999997,0.0414302697366739,0.0701454324124254,0.0100139059149693,75.28268156424588,0.0299084425661399,0.0423769800654942,0
2407.0,0.1723,0.0253,-15.8232,2980.0,2886.0,2.407,-0.4743964000000051,-0.0082797791396081,0.172503570061449,0.0238725431417506,-163.10999999999984,0.0452514315755989,0.0548529789809542,0
2587.0,0.1407,0.1184,-0.3049,2990.0,2886.0,2.587,-0.5292784000000053,-0.0092376507396876,0.1417877190744463,0.1170952292779935,86.2127777777777,0.06518834268307,0.0711228633250212,0
2766.0,0.0991,0.1,-0.0305,3214.0,2886.0,2.766,-0.5347379000000052,-0.0093329369902002,0.1000289641925437,0.0990707642171332,1.53296089385475,0.0882195212149706,0.0904766857790134,0
2947.0,0.1286,0.0518,0.1524,3442.0,3272.0,2.947,-0.5071535000000051,-0.0088514983880131,0.1290534638199195,0.0506596829449289,1.0104972375690606,0.115735951878784,0.111706413932266,0
3127.0,0.1048,0.0079,-0.8841,3660.0,3598.0,3.127,-0.6662915000000049,-0.0116289804530518,0.1048847807358625,0.0066807761517686,-5.758333333333343,0.1464986249596336,0.133035307917072,0
3307.0,0.0877,-0.0579,-0.6707,3722.0,3774.0,3.307,-0.787017500000005,-0.0137360466458145,0.0868964344658328,-0.0590991512386195,1.1855555555555546,0.1800767425171764,0.1524493894017469,0
3487.0,0.0826,-0.042,0.122,3640.0,3902.0,3.487,-0.765057500000005,-0.0133527723420766,0.0820318366895069,-0.0430991620492332,4.4038888888888845,0.2163126915834592,0.1704670580360265,0
3667.0,-0.0101,-0.634,5.0,3546.0,3984.0,3.667,0.1349424999999935,0.0023551909258723,-0.008606782321478,-0.6340220290321706,27.100000000000044,0.252269780902526,0.1679424129296639,0
3847.0,-0.3782,-0.6327,46.4634,3592.0,4002.0,3.847,8.498354500000001,0.1483242670266764,-0.2805463616135146,-0.6816437991982464,230.35222222222205,0.2791371681053149,0.143332508729278,0
