t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world,is_drift
1566.0,-0.0122,0.1179,0.0915,3038.0,2886.0,1.566,0.01647,0.0002874557278034,-0.0122338905257934,0.1178964881690837,0.1694444444444443,-0.0003963780530357,0.0038198462166783,0
1746.0,-0.0079,0.1293,-0.061,3994.0,2874.0,1.746,0.00549,9.581857593448902e-05,-0.0079123893055836,0.1292992424396867,-0.8472222222222225,-0.0010491175195723,0.0118289878884024,0
1927.0,0.0109,0.1556,13.8415,3822.0,2886.0,1.927,2.510801500000001,0.0438217530390124,0.0040730531723976,0.1559281252303599,76.80939226519335,-0.0015720460214976,0.024990986102308,0
2646.0,-0.0281,0.1437,-0.3659,2978.0,2874.0,2.646,2.2477194000000007,0.0392301041909514,-0.0337142999060261,0.1424873537611199,-19.75994436717664,-0.0210782926841909,0.1509357927347512,0
3366.0,-0.0407,0.1465,-0.0305,3600.0,3902.0,3.366,2.2257594000000007,0.0388468298872134,-0.0463589234737034,0.1448088057210586,0.4658333333333332,-0.06464413496503,0.3521246508825217,0
3528.0,-1.087,0.0301,7.4085,3720.0,3992.0,3.528,3.4259364000000003,0.0597938701439214,-1.0868561227951936,-0.0349110060381992,45.919753086419774,-0.1029699015648558,0.3964759395233036,0
3708.0,-1.6257,-0.5242,66.189,3786.0,4002.0,3.708,15.339956400000007,0.2677327462923764,-1.4291066324996278,-0.9355962606517696,326.558333333333,-0.1918571415687615,0.415441830279055,0
3889.0,-2.4062,-1.1855,131.4634,3792.0,4002.0,3.889,39.13483179999996,0.6830316671241783,-1.1181746384134927,-2.4382153653869167,360.6320441988959,-0.3178707189017528,0.3546347135091201,0
4068.0,-1.5701,-1.7557,165.5183,3846.0,4002.0,4.068,68.76260749999993,1.2001339031315454,1.067724244509189,-2.099443125613857,190.25083798882704,-0.4082809284972764,0.2272312413941533,1
4248.0,-1.9006,-3.805,193.1707,3968.0,4004.0,4.248,103.53333350000004,1.8069975551403457,4.144111511705975,-0.9574158649959924,153.62444444444392,-0.3649270100833332,0.0680957440124499,1
4428.0,-2.0817,-4.164,252.8659,4004.0,4002.0,4.428,149.0491955,2.601399208923716,3.926838205837168,2.500462476258649,331.6400000000005,-0.1943435338002664,-0.0100247691384726,1
4609.0,-2.6441,-3.0856,302.6829,4004.0,4002.0,4.609,203.8348004,3.5575883971254547,1.171702430867371,3.890926057315853,275.232044198895,0.0155737717997969,0.0388913434234908,1
4788.0,-2.5568,-4.3733,327.7134,4016.0,4004.0,4.788,262.4954990000001,4.581410729215484,-4.001912451884629,3.106070806895869,139.83519553072583,0.09494627229035,0.1867885611781338,1
5148.0,-3.4197,-5.6869,278.0793,2238.0,4002.0,5.148,362.6040469999999,6.328634501206266,-3.157792643226021,-5.836396604274559,-137.8725000000002,-0.1546718097097351,-0.2721615203466214,1
5328.0,-2.7487,-5.1275,197.1037,4004.0,4002.0,5.328,398.082713,6.947854037121634,0.9990739634929406,-5.7313575316386,-449.8644444444429,-0.2471108542926068,-0.6873325451340921,1
5508.0,-2.0237,-6.9181,120.5488,3714.0,4002.0,5.508,419.781497,7.326569261600698,4.959489146515352,-5.230577091067143,-425.3050000000007,-0.1788624505283811,-1.2719742676721355,1
5688.0,-4.2588,-8.2911,146.5549,4004.0,4002.0,5.688,446.161379,7.786985058788285,7.987387874030358,-4.804305527315346,144.47833333333358,0.1481773203544272,-2.012275489295196,1
5868.0,-3.736,-8.4482,197.5915,4004.0,4002.0,5.868,481.7278490000001,8.407737063600074,9.150370670148268,1.2651070464155776,283.53666666666567,0.7716891009500432,-2.711587242614395,1
6227.0,-3.7075,-5.5389,298.9634,3196.0,4002.0,6.227,589.0557096,10.28096161019157,-1.7541750858761556,6.430228551777253,282.3729805013927,1.789168868561824,-3.277591397974966,1
6407.0,-3.7552,-5.5923,290.6708,3048.0,4002.0,6.407,641.3764535999999,11.194130860084636,-6.22315427082558,2.578312869204461,-46.07000000000004,2.0976956567333715,-3.477844445316092,1
7127.0,-3.8517,-5.6667,67.2561,3070.0,3978.0,7.127,689.8008455999999,12.039295938761038,-6.179346698873131,-2.960195290031679,-310.2981944444445,0.1284294807237347,-5.8134218730330165,1
7846.0,-5.8529,-8.456,36.8293,3052.0,2886.0,7.846,716.2811122999999,12.501463779482252,-6.389042395257558,-8.058567594901811,-42.31821974965228,-5.140987349069524,-12.311720605639486,0
8026.0,-3.5331,-7.2264,41.4939,3116.0,2884.0,8.026,723.7500142999999,12.63182071089104,-3.0529043312347834,-7.442004280724911,25.914444444444445,-6.559087860198172,-14.179675719396394,0
8206.0,-2.1877,-6.3806,29.878,3160.0,2874.0,8.206,729.1280542999998,12.725685216194996,-1.147767392039723,-6.646857728563951,-64.53277777777787,-8.014376034828906,-16.262989023558774,0
