t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world,is_drift
1627.0,-0.0087,-0.2097,-10.1524,2982.0,2872.0,1.627,-1.8375844000000008,-0.0320718980632845,-0.0154198500493899,-0.2093131821564383,-63.16519337016573,-0.000505169707468,-0.006857309160627,0
1807.0,-0.0448,-0.355,-0.1829,2988.0,2884.0,1.807,-1.8705064000000005,-0.032646495359626,-0.0563635756343956,-0.3533485352194144,55.38611111111113,-0.0028337282726316,-0.0251252251763928,0
1987.0,-0.0708,-0.251,-0.1829,3354.0,2886.0,1.987,-1.9034284000000008,-0.0332210926559676,-0.0790978952589976,-0.2485098850460412,0.0,-0.0077250586441866,-0.0514448614676504,0
2167.0,-0.0849,-0.2376,-0.8841,3738.0,2886.0,2.167,-2.0625664,-0.0359985747210063,-0.0933964092118214,-0.2343904450832798,-3.895555555555562,-0.0156424326742047,-0.0853587481796061,0
2348.0,-0.1182,-0.0905,-1.1585,3716.0,3364.0,2.348,-2.2722549,-0.0396583294495745,-0.1216951987832595,-0.0857424550214358,-1.516022099447514,-0.027590648522839,-0.1222700539422523,0
2527.0,-0.1386,-0.0691,0.122,3124.0,3560.0,2.527,-2.2504169,-0.0392771844475239,-0.1412064604981167,-0.063604288484298,7.15363128491619,-0.0439312360877782,-0.1608114449800399,0
2707.0,-0.0912,-0.3799,2.7134,3744.0,3672.0,2.707,-1.7620049000000009,-0.0307527869412734,-0.1028380202797,-0.3769161598883126,14.39666666666669,-0.0636950637084665,-0.2117802346319394,0
2887.0,-0.1204,-0.111,4.4817,3726.0,3790.0,2.887,-0.9552989,-0.01667311114568,-0.1222338948218636,-0.108977222191968,9.82388888888888,-0.0874192695213832,-0.2662798862828587,0
3067.0,-0.126,-0.1376,0.061,3858.0,3912.0,3.067,-0.9443189,-0.016481473993811,-0.1282506352814869,-0.1355047399536083,-24.559444444444424,-0.11529879591742,-0.325169891508275,0
3427.0,-0.1061,0.0427,24.7561,3848.0,4002.0,3.427,7.967877099999996,0.1390656897892574,-0.1109946879803408,0.0275804140677179,68.59750000000003,-0.1854427602717459,-0.4393754802959312,0
3607.0,-1.1637,0.1936,96.3415,3836.0,4002.0,3.607,25.30934710000001,0.4417314384250787,-1.1347647533098764,-0.3224710911780701,397.6966666666663,-0.2572811204561489,-0.5069263380439288,0
3949.0,-1.7344,-0.9757,169.3293,3922.0,4002.0,3.949,83.21996769999996,1.452462439768332,0.7641170086841123,-1.8374599443361057,213.41461988304115,-0.304399823002786,-0.850189632694452,1
4507.0,-1.3492,-1.28,241.0671,4002.0,4002.0,4.507,217.73540949999992,3.800199793953139,0.2836283180802783,1.8380140416174608,128.5623655913979,-0.2929660584744463,-0.8379593935963905,1
4669.0,-1.1359,-1.3999,71.4329,4002.0,4014.0,4.669,229.30753929999992,4.002171560431292,-0.3208271153395489,1.7739951471362327,-1047.1246913580253,-0.2980663652650607,-0.7878519503780906,0
4867.0,-0.8005,-1.1089,66.6768,4002.0,4002.0,4.867,242.50954569999996,4.232590039980655,-0.6141801436498584,1.2219829013313728,-24.02070707070704,-0.3283783919163497,-0.6787029021141509,0
5028.0,-1.5727,-0.9235,142.8354,4002.0,4002.0,5.028,265.5060450999999,4.633954670943555,-0.7974335973147851,1.6402247400504606,473.0347826086968,-0.37369632622698,-0.5474341276854131,0
5227.0,-1.3137,-3.6286,183.4146,4002.0,4002.0,5.227,302.0055505,5.270991215523008,-3.773303890859785,-0.8091497990004157,203.91557788944652,-0.5791370263282705,-0.4172258023456973,1
5389.0,-0.3571,-4.3844,206.4024,4004.0,4002.0,5.389,335.4427393,5.854580252693979,-2.146966347280902,-3.839403504926683,141.90000000000003,-0.8027251941433401,-0.4119883707177675,1
5586.0,-0.9776,-4.7214,248.5061,4002.0,4002.0,5.586,384.3984410000001,6.709018434983165,1.060018925598195,-4.70358157124692,213.72436548223345,-1.0334811731139275,-0.588160692418128,1
5748.0,-0.3933,-4.3977,264.0854,4002.0,4002.0,5.748,427.1802758,7.455702312287454,3.9009559884617055,-2.068089107385068,96.1685185185185,-1.1208632079762677,-0.7873082935891861,1
5928.0,-0.5464,-4.9001,226.5854,4002.0,4002.0,5.928,467.9656478,8.167541340338158,4.8297143487564975,0.9916613733606866,-208.33333333333368,-1.061471612923602,-0.9764535775045864,1
