t,ax,ay,yawRate,steer
14376,-0.4881,0.9953,0.3963,3606
14431,-0.4795,0.9969,0.4878,3602
14485,-0.4669,1.0020,0.4268,3600
14538,-0.4597,1.0065,0.4268,3608
14593,-0.4789,0.9929,0.4573,3578
14647,-0.4453,1.0203,-0.3354,3572
14701,-0.5129,0.9848,0.1829,3568
14754,-0.4998,0.9986,0.2439,3536
14809,-0.4391,1.0330,-0.5793,3534
14863,-0.4801,0.9653,0.4573,3532
14916,-2.2880,2.3591,15.0305,3482
14970,-2.2723,2.7070,25.4573,3452
15025,-1.9946,2.3466,12.5610,3492
15079,-2.0616,2.2202,10.4268,3522
15132,-1.5932,1.8326,13.4756,3488
15186,-1.2018,1.4953,10.0305,3318
15241,-0.7215,1.2891,6.4024,3094
15294,-0.7439,1.1788,2.3171,2992
15348,-0.5510,1.1791,-2.3780,2978
15403,-0.6151,1.1899,-0.6707,3004
15457,0.8084,2.9415,-23.1707,3058
15510,0.5409,3.4215,-6.2500,3178
15564,0.1775,4.1397,7.1951,3204
15619,-1.1585,3.7422,12.7744,3238
15673,-1.6695,4.1962,12.2256,3238
15726,-2.0941,4.1896,23.5061,3178
15780,-2.1311,4.1408,35.0915,3054
15835,-2.1727,4.2234,28.1707,3156
15888,-2.1715,3.3625,34.3902,3412
15942,-2.2534,2.4630,37.4695,3572
15996,-2.5057,1.6678,58.3841,3612
16050,-2.4690,1.1111,78.8415,3618
16104,-2.6489,0.8415,82.8354,3504
16158,-2.4361,0.4970,81.4329,3502
16212,-2.4474,0.3937,76.6159,3490
16266,-2.4573,0.1450,72.6829,3484
16320,-2.1445,0.0624,71.4329,3430
16374,-2.0560,0.0288,69.2378,3238
16429,-1.6616,0.5608,55.7012,3094
16482,-1.1521,0.8844,38.0183,3056
16536,-1.1199,0.9455,27.3780,3118
16590,-1.2594,0.8589,20.8841,3344
16644,-1.4974,0.8279,28.7500,3534
16698,-2.0450,0.6000,52.7744,3652
16752,-2.7248,0.0955,73.7500,3702
16806,-3.0734,-0.1113,87.7439,3626
16860,-3.1597,0.2438,89.8171,2776
16913,-3.1000,0.1773,85.3354,2728
16967,-1.6995,0.1385,57.2561,3008
17021,-1.3696,-0.2795,17.2256,3136
17076,-1.0277,-0.5051,15.2134,2844
17129,-0.5545,-0.5454,9.0244,3060
17183,-0.3689,-0.6144,-2.7134,3052
17238,-0.2381,-0.6835,7.5610,3016
17291,-0.1718,-0.6412,10.2744,3008
17345,-0.1054,-0.7227,7.6829,3006
17399,-0.0259,-0.7170,6.8293,2984
17454,-0.0150,-0.6172,7.4390,2986
17507,-0.0479,-0.5699,4.3293,2994
17561,-0.1255,-0.4305,5.5488,2994
17615,-0.2766,-0.4158,4.5427,2980
17670,-0.1643,-0.2761,2.4085,2980
17723,-0.2938,-0.2223,1.5244,2992
