t,ax,ay,yawRate,steer
10004,-0.1360,1.0495,7.9573,2970
10058,-0.2587,1.0148,-1.7988,2974
10113,-0.2673,1.0508,2.9573,2986
10166,-0.3230,1.0379,0.5793,2988
10220,-0.2761,1.0401,0.3049,2976
10274,-0.2726,1.0351,0.6707,2988
10328,-0.2813,1.0349,0.6402,2968
10382,-0.2911,1.0453,0.4573,2764
10436,-0.2650,1.0685,-0.2134,2642
10490,-0.2105,1.0746,-6.0061,2486
10544,-0.2968,1.1077,0.6098,2418
10598,-0.3203,1.0744,-2.5305,2402
10652,-0.3477,1.0783,-0.4573,2404
10706,-0.3346,1.0805,0.4268,2402
10760,-0.3309,1.0837,0.3354,2412
10814,-0.3346,1.0777,0.7317,2442
10868,-0.3386,1.0738,0.4268,2446
10921,-0.3470,1.0664,0.8841,2450
10976,-0.3087,1.0690,0.6098,2450
11030,-1.3986,3.3912,-18.1402,2426
11084,-1.4478,3.4786,-20.4573,2422
11138,-1.4097,4.5575,-32.7439,2410
11192,-1.2125,4.4748,-40.7317,2446
11246,-1.2899,4.3781,-51.6768,2514
11299,-1.5897,4.4094,-54.2073,2702
11354,-1.4494,4.5738,-58.8110,2740
11408,-1.4588,4.6646,-52.7134,2772
11462,-1.3629,4.5673,-31.7073,2772
11515,-1.2823,4.7896,-24.7256,2758
11570,-1.1987,3.8561,-19.4207,2738
11623,-0.8043,2.0693,-22.1341,2824
11677,-0.4146,1.6047,-19.4817,2988
11731,-0.1535,0.6579,-12.9268,2976
11785,-0.2746,0.4348,1.8293,2976
11839,0.0384,0.1717,3.7805,2988
11893,0.1222,0.0842,2.9268,2976
11948,0.1049,-0.0768,2.5000,2680
12001,0.5350,-0.1907,1.0061,2346
12055,0.9226,-0.1985,-16.4329,2080
12109,1.2763,-0.1014,-32.8963,1976
12163,1.4712,-0.0816,-47.3476,1972
12217,1.4264,-0.1184,-50.0610,1968
12271,1.1646,-0.1484,-39.5732,1968
12325,0.9465,-0.1589,-36.6768,1968
12379,0.8635,-0.1061,-33.1707,1968
12433,0.5376,-0.1749,-26.2500,1968
12487,0.3726,-0.0221,-20.7012,1968
12540,0.4417,0.2098,-17.6524,1968
12595,0.4132,0.2550,-13.1098,1968
12649,0.3287,0.1566,-11.4634,1980
12703,0.2289,0.3278,-7.3780,1968
12756,0.0299,0.5280,-4.9390,1968
12811,-0.0378,0.5143,-1.1585,1968
12865,-0.0523,0.5657,1.4329,1968
12919,-0.0543,0.6867,2.2256,1974
12973,-0.0688,0.7878,2.1341,2014
13027,-0.1106,0.8572,2.3171,2016
13081,-0.0492,0.9118,2.2866,2142
13134,-0.1663,0.9348,2.6524,2672
13189,-0.3087,0.9423,7.3171,3172
13243,-0.2527,0.9449,13.8415,3542
13296,0.0875,1.0676,6.9817,3704
13350,-0.0018,1.0610,8.7805,3814
13405,-0.1202,1.0006,11.5549,3854
13459,-0.1891,1.0356,11.9207,3824
13512,-0.0248,1.2072,3.3841,3698
13566,-0.1032,1.1774,-2.5305,3612
13621,-0.2118,1.0856,-1.4634,3666
13675,-0.3639,0.9743,-0.7622,3690
13728,-0.2959,1.0088,1.4634,3690
13783,-0.3349,0.9928,0.5793,3680
13837,-0.3622,1.0035,0.8232,3630
13891,-0.3688,1.0245,-0.0915,3584
13944,-0.3630,1.0193,-1.0671,3594
13999,-0.4178,0.9806,-0.3354,3582
14053,-0.4252,0.9923,0.4573,3622
14107,-0.4493,0.9859,1.0061,3644
14160,-0.5046,0.9678,1.0366,3658
14215,-0.4999,0.9825,0.4268,3648
14269,-0.4780,1.0015,0.9451,3646
14322,-0.4868,0.9975,0.6707,3638
