t,ax,ay,yawRate,steer
17456,-0.6110,1.7652,-1.2805,3232
17509,-1.5978,0.9611,3.5671,3474
17563,-1.7949,0.5955,50.2134,3492
17617,-2.4204,-0.1154,71.6768,3470
17672,-2.7983,-0.7445,90.5488,3482
17725,-3.1580,-0.7340,102.7744,3430
17779,-3.1556,-0.9827,111.3415,3410
17833,-3.4012,-1.4240,115.5488,3400
17887,-3.5944,-1.3379,121.2500,3282
17941,1.0470,-4.9930,-291.7378,3106
17995,0.2941,-1.9009,-118.1098,3040
18049,0.2712,-1.4470,5.8537,3040
18103,0.5201,-0.9675,-27.1341,2980
18157,0.8839,0.0736,-10.1220,2978
18210,0.5955,0.4922,6.1890,2992
18265,0.3859,0.7749,-3.6890,2992
18319,0.1148,0.9762,-3.0488,2978
18372,0.0535,1.1032,1.4939,2992
18426,-0.1109,1.3044,-0.8841,2992
18481,-0.1897,1.3280,0.9451,2978
18535,-0.2782,1.4818,-1.6768,2980
18588,-0.4285,1.8353,-1.2500,2990
18642,-0.4625,1.5673,4.0854,2990
