t,ax,ay,yawRate,steer
20746,1.4536,-0.1283,-60.5793,1978
20800,1.2817,-0.2080,-57.0732,1968
20854,1.0689,-0.1789,-55.0610,1968
20908,0.9471,-0.1508,-50.9756,1968
20962,0.9425,-0.1963,-45.0610,1968
21016,0.8732,-0.2379,-41.5549,1968
21069,0.7876,-0.3192,-35.1524,1968
21124,0.7656,-0.1643,-31.2195,1980
21178,0.7461,-0.1616,-26.2500,1968
21231,0.6347,-0.1839,-22.4390,1968
21285,0.6265,0.0023,-16.4634,1968
21340,0.5501,0.0713,-14.2683,1968
21394,0.5602,0.1978,-10.7927,1968
21447,0.4755,0.0208,-9.1463,1968
21501,0.0778,0.3164,-5.1220,1980
21556,0.1307,0.0534,-0.2744,1968
21610,0.0902,0.2252,3.1707,1968
21663,0.1157,0.3607,2.8659,1968
21718,0.0887,0.4724,1.9817,1968
21772,0.0906,0.5556,1.4329,1968
21826,0.0826,0.6274,1.0976,1968
21879,0.0775,0.6772,0.3963,1968
21934,0.0841,0.6964,0.2439,1968
21988,0.0888,0.7089,0.0610,1966
22042,0.0978,0.7218,0.3354,1968
22095,0.0989,0.7331,0.2134,1968
22150,0.1045,0.7421,0.5793,1968
22204,0.1109,0.7536,0.7317,1968
22257,0.1126,0.7652,0.6402,1968
22311,0.1102,0.7788,0.5488,1968
22366,0.1025,0.7820,0.6098,1968
22420,0.0978,0.7827,0.7622,1966
22473,0.0907,0.7846,0.5793,1968
22528,0.0812,0.7738,0.6098,1968
22582,0.0889,0.7689,0.5183,1966
22636,0.1027,0.7722,0.6402,1968
22689,0.1157,0.7777,0.3049,1968
22744,0.1242,0.7763,0.6707,1968
22798,0.1209,0.7791,0.6707,1968
22851,0.1202,0.7899,0.7622,1968
22905,0.1172,0.7899,0.6402,1968
22960,0.1091,0.7809,0.3963,1968
23014,0.0901,0.7803,0.4268,1968
23067,0.0759,0.7751,0.5183,1968
23121,0.1163,0.7676,0.5793,1992
23176,0.0112,1.9519,-6.2195,2014
23229,1.7241,2.3033,-17.9268,2016
23283,1.4104,2.9023,-34.9695,2038
23337,0.9416,3.2479,-63.2317,2038
23392,0.9185,3.5507,-64.6037,2036
23445,0.6855,3.6110,-79.6342,2040
23499,0.8376,3.7488,-94.6646,2046
23554,0.8903,3.7461,-93.4146,2066
23607,1.0771,3.8420,-105.9756,2096
23661,0.9939,3.1119,-110.2744,2308
23714,1.0321,2.4436,-107.9878,2748
23769,0.8856,1.4798,-79.5732,3022
23823,0.7290,0.9478,-40.3049,3150
23876,0.2792,0.2579,-7.1646,3168
23930,0.1788,0.0449,9.5427,3178
23985,0.4816,-0.2542,12.8354,3162
24039,0.3637,-0.2034,14.4207,3160
24092,0.6180,-0.4280,12.4085,3154
24146,0.6022,-0.5268,11.6463,3154
24201,0.5421,-0.5938,8.0183,3138
24255,0.4150,-0.6311,8.2012,3116
24308,0.3880,-0.5940,6.4939,3128
24363,1.5329,-1.3486,-3.7500,3124
24417,1.1981,-2.0768,-10.6098,3092
24470,0.5136,-1.4091,4.2988,3104
24524,0.2691,-0.6704,-8.0183,3100
24579,0.1162,-0.0786,-0.2744,3086
24633,-0.0641,0.1526,0.3049,3084
24686,0.0387,0.1278,-3.0183,3090
24740,-0.2214,0.4485,-0.9451,3088
24795,-0.2446,0.4354,0.3659,3070
24848,-0.2426,0.4991,0.7622,3080
24902,-0.2477,0.5037,0.6098,3074
24956,-0.2532,0.5164,0.6098,3060
25011,-0.2634,0.5333,0.4573,3042
25064,-0.2634,0.5718,0.7927,3036
