t,ax,ay,yawRate,steer
10011,2.5122,0.9037,-61.5549,3148
10065,2.7184,0.8068,-35.3049,2844
10120,3.0051,0.7278,3.2317,3068
10173,2.2934,0.5257,-4.9085,3046
10227,1.9181,0.4005,2.2866,2962
10281,1.7183,0.4224,6.9207,2766
10336,1.5801,0.3834,2.5305,2654
10389,1.7903,0.3388,-19.0549,2494
10443,1.6793,0.2940,-29.1463,2346
10498,1.7830,0.3808,-40.7317,2230
10552,2.0590,0.2385,-51.4634,2192
10605,1.9182,0.3532,-59.2073,2170
10659,1.8846,0.2777,-60.8841,2168
10714,1.7591,0.3807,-57.8049,2162
10767,1.6132,1.3795,-58.1098,2162
10821,1.4931,1.3924,-56.0976,2138
10875,1.4147,1.4204,-55.7622,2140
10930,1.4114,1.2632,-56.7073,2236
10983,1.3585,1.5574,-63.3537,2248
11037,1.1495,1.6175,-56.8902,2318
11091,0.8583,1.5995,-55.0000,2460
11145,0.5588,1.5525,-56.2805,2648
11199,0.2838,1.5978,-42.7744,2894
11253,0.2620,1.9213,-27.5000,3010
11308,-0.3756,1.8244,-13.7805,3178
11361,-0.7166,1.6922,3.2927,3350
11415,-0.8735,1.5467,13.5671,3492
11469,-1.4094,1.2762,49.6951,3556
11523,-2.0952,0.9826,71.5244,3572
11577,-2.5314,0.5146,84.9695,3560
11631,-2.2703,0.3590,87.4390,3562
11684,-2.3913,0.2427,92.1037,3576
11739,-2.5346,0.3704,88.6585,3568
11793,-2.4151,0.2374,93.4756,3568
11847,-2.5426,0.3350,97.3171,3400
11900,-2.2955,0.2517,92.4695,2952
11955,-2.1812,0.4106,81.4024,2760
12009,-2.1505,0.6733,33.0793,2582
12063,-1.3206,0.9174,-2.0732,2462
12116,-0.9176,1.1950,-39.1463,2360
12171,-0.0048,1.5656,-71.7073,2306
12225,0.6186,1.5197,-92.9573,2286
12278,0.9742,1.4566,-105.4268,2284
12333,1.8946,1.5665,-112.8964,2308
12387,2.1157,1.8575,-126.1890,2512
12441,2.5324,1.9021,-134.9390,2734
12494,2.0298,1.5519,-116.3110,2982
12549,1.3547,1.5269,-79.4207,3116
12603,1.6306,1.6218,-23.0793,3222
12657,0.9434,1.3520,11.3110,3240
12710,0.4243,1.0888,39.6341,3318
12765,-0.0010,0.9577,52.4085,3340
12819,-1.0447,0.3199,64.1159,3278
12872,-1.6828,0.1472,71.6463,3052
12926,-1.3472,0.3203,65.6098,2976
12981,-1.0945,0.7796,35.3354,2988
13035,-0.7209,1.1854,25.9146,2988
13088,-0.1717,1.2572,21.2805,2978
13143,-0.6770,0.8037,20.3963,2976
13197,-0.7269,0.8038,22.3780,2990
13250,-0.9004,0.7015,14.9085,3086
13304,-1.4214,0.8691,18.7805,3480
13359,-1.4033,0.6129,34.0244,3820
13412,-1.4267,0.4027,59.5427,4004
13466,-2.2255,-0.2534,82.6220,4002
13519,-2.7366,-0.9339,104.6951,4004
13574,-2.6571,-1.7019,123.7500,3878
13628,-2.2789,-2.1052,135.6402,3726
13682,-2.1698,-2.4695,152.7134,3690
13735,-2.5451,-2.5775,155.7622,3738
13790,-2.6777,-3.2308,167.3476,3846
13844,-2.8226,-3.1875,174.3598,3898
