t,ax,ay,yawRate,steer
02,
72123,0.0046,0.5003,9.6341,4002,
1525,0.5551,0.3354,3174,
72015,0.2154,0.5705,0.0610,3844,
72070,0.0220,0.5158,9.3902,4002,
72123,0.0046,0.5003,9.6341,4002,
72177,-0.0265,0.4893,14.3598,4002,
72231,0.0459,0.6078,7.1037,4002,
72286,0.1004,0.6702,0.8537,3726,
72339,0.0808,0.6582,0.2439,3346,
72393,0.0709,0.7832,-8.2622,3106,
72448,0.0663,0.7161,-15.1829,2984,
72501,0.1277,0.6356,-10.4268,2994,
72555,-0.1028,0.5243,5.3049,2994,
72609,0.0423,0.6186,-6.0671,2980,
72664,0.0721,0.5538,2.8659,2978,
72717,0.0773,0.5570,1.1890,2990,
72771,0.0815,0.5912,0.7012,2992,
72825,0.1126,0.5989,0.5488,2980,
72879,0.1217,0.5921,0.3963,2992,
72933,0.1309,0.5809,0.7012,2992,
72987,0.1277,0.5720,0.5183,2978,
73041,0.1309,0.5706,0.7012,2978,
73095,0.1277,0.5729,0.5793,2990,
73149,0.1333,0.5675,0.7927,2990,
73203,0.1401,0.5607,0.3963,2980,
73256,0.1533,0.5635,0.4573,2704,
73311,0.3549,0.6050,-6.5854,2130,
73365,0.3040,0.5817,-6.1280,1968,
73418,0.3356,0.5812,-12.0122,1968,
73473,0.3748,0.6661,-9.7256,1968,
73527,0.3056,0.6904,-5.8841,2360,
73581,0.1276,0.7611,3.2012,2932,
73634,-0.0190,0.7947,12.3476,2990,
73689,0.0307,0.6367,10.4878,2992,
73743,0.2808,0.7459,-6.6159,2976,
73797,0.3362,0.6786,4.6646,2978,
73850,0.3441,0.6861,5.6098,2992,
73905,0.2590,0.6619,5.0305,2988,
73959,0.3102,0.7052,-0.8232,2980,
74012,0.2778,0.7093,0.7012,2980,
74066,0.2577,0.6962,0.5488,2992,
74121,0.2459,0.6652,0.6402,2978,
74175,0.2235,0.6466,0.7622,2976,
74228,0.2013,0.6456,0.4573,2988,
74283,0.2248,0.6223,0.7317,2884,
74337,0.2004,0.6367,0.3659,2626,
74390,0.4342,0.7373,-8.3232,2482,
74444,0.3579,0.5874,1.2195,2486,
74499,0.2648,0.5801,-1.1585,2516,
74553,0.3263,0.5934,1.5244,2550,
74607,0.2917,0.5901,1.5549,2512,
74660,0.3545,0.6205,-0.2744,2514,
74715,0.3300,0.6257,0.9146,2504,
74769,0.3172,0.6289,0.4878,2534,
74822,0.3088,0.6199,0.4268,2534,
74876,0.2968,0.6200,0.9756,2534,
74931,0.2868,0.6224,0.6707,2532,
74985,0.2955,0.6325,0.5183,2532,
75038,0.3058,0.6415,0.4268,2532,
75092,0.3155,0.6406,0.6707,2520,
75147,0.3252,0.6437,0.3659,2536,
75201,0.3344,0.6500,0.4268,2538,
75254,0.3317,0.6469,0.8537,2558,
75309,0.3156,0.6367,1.2195,2550,
75363,0.3823,0.6080,0.7317,2568,
