t,ax,ay,yawRate,steer
0.4666,-10.6098,3076,
-0.0187,17.5610,4004,
18319,0.1271,0.2240,15.1524,3674,
18373,0.5230,0.3228,0.7012,3346,
18427,0.4543,0.4666,-10.6098,3076,
1035,-0.0124,0.1312,0.4573,2990,
1089,0.0111,0.2467,0.4878,3036,
1142,0.0027,0.3573,0.1524,3530,
1197,0.0208,0.4180,0.0305,4002,
1251,-0.1548,0.4527,9.2378,4004,
1305,-0.1851,0.4866,13.3841,4002,
1358,-0.2017,0.5081,13.4451,3830,
1413,0.0522,0.6722,2.5610,3156,
1467,0.0906,0.7145,-7.4085,2986,
1520,0.1041,0.7214,-15.0000,2994,
1574,0.0014,0.6408,-13.4756,3012,
1629,-0.1991,0.6424,3.4146,3682,
1683,0.1223,0.6868,-1.6463,4004,
1736,-0.1114,0.7534,7.9573,4002,
1790,0.0387,0.6995,13.6890,3986,
1845,-0.0179,0.7080,11.2805,3468,
1898,0.0575,0.8030,4.1159,2980,
1952,0.1566,0.8976,-14.4512,2990,
2007,-0.0734,0.7808,-16.0061,2978,
2061,-0.5380,0.5806,-0.5488,2978,
2114,0.1782,0.6886,-2.2561,2990,
2168,-0.0887,0.5868,-3.1098,2990,
2223,-0.0107,0.6035,-0.3049,2978,
2277,-0.0382,0.6178,0.6098,2978,
2330,-0.0607,0.6417,0.7927,2992,
2384,-0.0376,0.6580,0.5793,2980,
2439,-0.0291,0.6787,0.6098,2978,
2493,-0.0305,0.6804,0.5488,2992,
2546,-0.0177,0.6717,0.6098,2990,
2600,-0.0079,0.6652,0.5488,2980,
2655,-0.0035,0.6633,0.4878,2980,
2709,0.0092,0.6576,0.4878,2992,
2762,0.0145,0.6510,0.6098,2992,
2817,0.0126,0.6453,0.5183,2980,
2871,0.0125,0.6384,0.6098,2992,
2925,-0.0015,0.6759,-2.8354,2990,
2978,-0.0917,1.5439,1.4634,2980,
3033,-0.1553,2.1784,1.6768,2980,
3087,-0.7204,2.6070,4.8171,2992,
3140,-0.8962,3.6352,4.4817,2992,
3194,-0.9611,3.6384,2.9878,2978,
3249,-1.2468,4.0939,0.6098,2990,
3303,-1.2991,4.6499,5.3354,2992,
3356,-1.3295,4.6991,4.6951,2980,
3410,-1.2709,4.3631,10.5488,2978,
3465,-1.2035,4.3395,15.4573,2990,
3518,-1.5245,4.2942,15.9146,2992,
3572,-1.3407,4.4515,9.5122,2948,
3627,-1.3723,4.1947,7.6524,2654,
3681,-1.5245,3.7949,8.1098,2412,
3734,-0.2705,3.5090,-10.6098,2246,
3788,0.5272,3.5283,-50.3049,2184,
3843,1.5715,3.5304,-72.8659,2142,
3896,2.1469,3.9577,-90.3049,2252,
3950,0.7191,3.7106,-107.8354,2354,
4004,1.2931,3.4449,-132.1342,2332,
4059,1.5176,2.9350,-127.9573,2250,
4112,0.8952,3.0040,-145.3659,2084,
4166,0.7626,2.5680,-164.0854,1980,
4220,1.3604,2.9603,-172.7134,2014,
4274,2.6077,2.7868,-196.6463,2448,
4328,3.3436,2.3664,-211.1890,2944,
4381,3.2169,1.6656,-217.9268,3068,
4435,3.4699,1.1218,-238.9939,2988,
4490,3.4626,1.0138,-260.2134,2978,
4544,3.8125,1.1836,-272.6220,2976,
4597,4.2394,1.3683,-277.9573,2988,
4652,7.3141,5.0171,33.7500,2988,
4706,8.4021,5.6930,238.9024,2976,
