t,ax,ay,yawRate,steer
1040,0.0010,0.1168,0.6402,2928,
1094,0.0328,0.2165,0.2439,2570,
1148,0.1632,0.3442,-2.7439,2342,
1202,0.0736,0.3974,-7.8659,2140,
1256,0.0852,0.4396,-6.6768,2052,
1310,0.1031,0.5006,-8.5671,1972,
1364,0.0480,0.5561,-5.1220,1972,
1418,-0.0291,0.6067,-0.7317,1974,
1472,0.0280,0.6199,0.5183,1984,
1526,0.0434,0.6358,0.5488,1972,
1580,0.0673,0.6499,0.3049,1972,
1634,0.0893,0.6645,0.5793,1974,
1688,0.1073,0.6762,0.4573,1972,
1742,0.1189,0.6904,0.5183,1974,
1796,0.1205,0.7089,0.6402,1976,
1850,0.1180,0.7179,0.8232,1992,
1904,0.1116,0.7281,0.7622,1984,
1958,0.1171,0.7299,0.3354,1988,
2012,0.1114,0.7324,0.6402,1992,
2066,0.1097,0.7200,0.7927,1996,
2120,0.1141,0.7263,0.6098,1996,
2174,0.1554,0.6237,0.4573,1998,
2228,-0.1443,1.8545,-20.9146,2000,
2282,-0.1092,2.7636,-47.6220,2002,
2336,0.2090,3.7101,-73.5976,2022,
2391,-0.0597,3.7381,-93.2012,2026,
2444,0.2821,4.4207,-105.2744,2044,
2498,0.2903,4.7572,-120.3049,2048,
2552,1.3662,4.1989,-134.0244,2050,
2606,1.6498,4.1607,-142.5000,2050,
2660,1.2284,4.2584,-146.7683,2050,
2714,1.5276,4.0637,-158.2622,2048,
2768,1.7737,3.8763,-168.1402,2048,
2822,2.4179,3.7628,-183.9024,2046,
2876,2.8201,3.7702,-182.5915,2090,
2930,3.1022,3.6315,-200.5488,2110,
2983,3.4299,3.1206,-206.0061,2058,
3038,2.7319,2.5444,-219.9085,1972,
3092,4.5314,2.3425,-227.6829,1968,
3146,3.5159,2.3835,-239.7866,1968,
3200,3.1513,2.7701,-251.4329,2006,
3254,3.0803,2.5398,-268.6890,2372,
3308,3.1902,2.8152,-272.2866,2564,
3362,2.8548,2.8378,-270.3659,2768,
3416,2.6276,3.0483,-262.3171,3050,
3470,2.2864,3.4634,-245.5183,3196,
3524,2.3200,4.0253,-226.9512,2906,
3577,1.5797,4.3891,-206.0061,3046,
3632,1.6205,4.0739,-190.3659,2890,
3686,1.2408,4.4677,-172.0427,2920,
3740,0.7542,3.7695,-150.6402,2980,
3793,0.1547,3.6065,-140.7927,2950,
3848,-0.1856,4.4716,-122.5000,2994,
3902,-0.3314,4.6585,-111.0061,2320,
3955,0.1869,4.3943,-97.9573,1968,
4009,0.4900,4.8390,-89.6951,1968,
4064,0.0779,4.9711,-91.6464,1968,
4118,0.3893,5.1486,-101.6768,1968,
4171,0.8914,4.8668,-108.7500,1968,
4226,1.0004,5.0106,-118.9024,1968,
4280,1.6388,4.9293,-130.0000,1968,
4333,1.9239,5.1740,-138.5366,1968,
4387,2.1559,4.8972,-156.0061,1968,
4442,2.9750,4.8032,-156.8902,1968,
4496,2.4216,4.8878,-173.5366,1968,
4549,2.5924,4.3312,-183.5671,1968,
4603,3.3902,4.6055,-188.8719,1968,
4658,3.9059,4.6344,-195.1829,1968,
4711,3.6505,4.7150,-202.7744,1968,
4765,2.9884,4.6426,-212.5305,1968,
4819,2.8217,4.4108,-227.2561,1968,
4874,2.8875,3.6924,-236.6463,1968,
4927,2.9497,3.2829,-241.0061,1968,
4981,2.4412,3.2325,-247.4695,1968,
5036,2.1699,2.2872,-255.0915,1968,
5089,2.7970,2.4609,-258.8720,1980,
5143,1.9015,2.4777,-268.4756,1968,
5197,1.3689,2.1828,-269.8171,1968,
5251,0.6709,2.2385,-272.9573,1968,
5305,0.8556,2.6833,-272.2256,1968,
5359,0.9881,3.4070,-268.7500,1968,
5413,1.1333,3.3921,-262.7439,1968,
5467,1.3208,3.6714,-253.2012,1974,
5521,1.2884,3.3820,-248.0793,1968,
5575,2.1450,3.7025,-242.6524,1968,
5629,1.6284,3.5807,-237.1951,1968,
5683,1.8400,4.1248,-232.1342,1968,
5737,1.5989,4.1570,-229.9390,1968,
5791,2.1491,4.5356,-222.6829,1968,
5844,2.2082,4.6695,-230.6402,1968,
5899,2.3249,4.8412,-217.7134,3316,
5953,2.4508,4.8647,-216.0366,3620,
6007,1.9262,4.4347,-207.9268,3342,
6061,1.0420,3.5895,-185.2134,3222,
6115,0.7038,3.6755,-158.6280,3018,
6169,0.8202,3.8900,-127.2866,2778,
6222,1.3016,3.7144,-117.6524,2912,
6277,1.7414,3.8176,-109.4817,2944,
6331,2.6242,4.1564,-103.9634,3016,
6385,1.9897,4.4078,-97.5000,3008,
6438,1.8417,4.6749,-85.3659,2972,
6493,1.5763,4.7091,-76.6768,2764,
6547,1.7830,5.1464,-64.2683,2072,
6601,2.1887,4.5734,-73.7805,1968,
6654,1.6064,4.6466,-76.4939,1968,
6709,1.6677,5.0915,-88.2927,1968,
6763,-0.9600,3.2209,-116.0976,1968,
6816,1.7996,3.7417,-213.7805,2000,
6871,2.1148,3.1888,-242.4695,2564,
6924,3.0565,2.5548,-255.2134,2992,
6978,4.0254,2.4691,-262.4390,3062,
7032,4.3126,2.4273,-281.4634,3002,
7086,4.1994,2.1094,-291.2500,3020,
7140,4.2128,2.1075,-270.2134,2954,
7194,3.7668,1.8143,-219.2073,2980,
