t,ax,ay,yawRate,steer
1047,-0.0077,0.1355,0.5488,2988,
1101,-0.0234,0.2410,0.4268,2992,
1155,-0.0297,0.3250,0.4573,2990,
1209,-0.0362,0.4013,0.5793,2998,
1263,-0.0414,0.4455,0.7622,2982,
1317,-0.0532,0.4929,0.5488,2982,
1371,-0.0598,0.5322,0.7012,2950,
1425,-0.0670,0.5732,0.1524,2376,
1479,0.1767,0.5898,-4.4207,1986,
1532,0.1940,0.6241,-10.2134,1968,
1587,0.2443,0.6999,-9.7866,1968,
1641,0.2759,0.7481,-11.2195,1980,
1695,0.0938,0.7905,-7.4695,1968,
1748,0.0195,0.7813,0.9756,1968,
1803,0.1071,0.7544,-1.9512,1968,
1857,0.0588,0.7423,-1.0061,1968,
1910,0.0662,0.7351,0.1524,1968,
1965,0.0530,0.7274,0.4878,1968,
2019,0.0515,0.7314,0.8232,1980,
2073,0.0460,0.7455,1.0366,1968,
2126,0.0334,0.7731,0.7622,1968,
2181,0.0277,0.7899,1.1280,1968,
2235,0.0317,0.8110,0.6098,1968,
2288,0.0263,0.8236,0.5793,1968,
2342,0.0225,0.8260,0.5793,1968,
2397,0.0242,0.8135,0.5183,1968,
2451,0.0304,0.8189,0.7012,1968,
2504,0.0382,0.8198,0.5793,1968,
2558,0.0488,0.8192,0.4878,1968,
2613,0.0639,0.8172,0.7012,1968,
2666,0.0679,0.8161,0.5488,1966,
2720,0.0821,0.8214,0.6707,1968,
2775,0.0887,0.8242,0.9451,1968,
2829,0.0958,0.8160,0.7317,1968,
2882,0.1049,0.8213,0.5793,1968,
2936,0.1093,0.8165,0.6707,1972,
2991,0.1210,0.8079,0.8537,1972,
3045,0.1279,0.8053,0.6098,1972,
3098,0.1358,0.8046,0.6098,1968,
3152,0.1422,0.8094,0.6098,1970,
3207,0.1444,0.8108,0.6402,1968,
3261,0.1514,0.8153,0.5183,1970,
3315,0.1566,0.8117,0.5183,1968,
3368,0.1597,0.8160,0.7622,1968,
3423,0.1651,0.8175,0.5488,1968,
3477,0.1944,0.7981,0.5183,1968,
3531,-0.1620,1.2126,-14.9390,1970,
3585,0.4560,2.0058,-43.0793,1970,
3639,0.5918,2.8722,-65.4268,1970,
3693,-0.0940,3.0768,-94.4817,1970,
3746,0.7139,3.5570,-106.2805,1970,
3801,0.8316,3.6300,-131.2500,1970,
3855,1.1691,3.8521,-134.6037,1968,
3909,0.5857,3.9498,-150.6098,1968,
3962,0.9124,3.9528,-172.1037,1968,
4017,1.6996,3.7507,-188.7805,1972,
4071,3.5173,4.0100,-206.5244,1972,
4124,3.6174,4.1345,-217.1037,1972,
4178,4.0647,3.9364,-229.7256,1972,
4233,3.9216,3.9042,-249.5427,1972,
4287,3.6348,3.8206,-254.1463,1972,
4340,3.8655,4.1214,-273.9329,1972,
4395,3.6603,3.8554,-278.9024,1972,
4449,3.5096,4.1057,-297.2561,1972,
4502,3.2329,3.9866,-305.8537,1970,
4556,3.1346,3.3267,-310.8537,1972,
4611,3.1479,3.1608,-322.6220,1972,
4665,1.8082,3.1343,-318.6585,1974,
4718,1.4470,2.9710,-313.3537,1972,
4772,1.0887,3.0065,-307.8354,1974,
4827,0.9997,3.5458,-290.1220,1976,
4880,1.0952,4.0256,-282.9269,1988,
4934,1.0917,4.3103,-277.8964,1980,
4988,0.7800,4.6022,-265.6098,1980,
5042,1.3054,4.9613,-254.1463,1980,
5096,1.0888,5.0234,-236.8293,1982,
5150,0.8011,5.1847,-226.4634,2000,
5204,0.9119,4.6850,-218.0793,2002,
5258,0.9608,4.4098,-222.0122,2076,
5312,1.1762,4.5085,-223.2317,2576,
5365,1.6501,4.3131,-205.7622,3224,
5420,1.7635,3.7258,-168.9634,3444,
5474,1.8652,3.2248,-140.3659,3496,
