t,ax,ay,yawRate,steer
1034,0.0192,0.1053,0.5488,3818,
1088,-0.0575,0.1360,1.8293,3348,
1142,0.1135,0.2922,8.7500,2922,
1197,0.2622,0.3712,-5.8841,2700,
1232,0.2510,0.4559,-7.5000,2700,
1286,0.0801,0.3896,-5.6402,2730,
1340,0.0693,0.4410,2.1646,3154,
1394,-0.0278,0.3940,1.7378,3996,
1447,0.0903,0.4852,9.9390,4002,
1502,-0.0949,0.5050,10.5183,4002,
1556,-0.1229,0.4950,11.3415,4002,
1610,-0.1428,0.5190,12.5000,4002,
1664,-0.0300,0.6618,5.3049,4004,
1718,-0.0637,0.6535,-0.2744,4002,
1772,-0.1022,0.5831,1.5549,4002,
1826,-0.0937,0.5757,-0.0305,4004,
1881,-0.0913,0.5721,0.6402,4002,
1934,-0.0912,0.5673,0.4573,4004,
1988,-0.0816,0.5779,0.4878,4002,
2042,-0.0198,0.5131,0.9756,4002,
2097,-0.7006,1.6382,16.0976,4002,
2150,-1.2021,2.2572,52.4695,4002,
2204,-1.4664,2.2602,82.7744,4004,
2258,-1.7099,2.1017,114.1464,4002,
2312,-2.1072,2.2564,135.7927,4004,
2366,-2.7560,2.4846,160.2134,4004,
2420,-3.0073,2.1294,177.1037,4002,
2475,-3.7998,1.7495,196.7683,4004,
2528,-3.1744,1.7961,209.0854,4002,
2582,-4.5339,1.0591,233.3842,4004,
2636,-3.8095,0.8482,248.8415,4002,
2690,-4.4085,0.1064,257.1037,4002,
2744,-4.7526,-0.0983,271.3720,4004,
2798,-4.1287,0.2743,292.9878,4002,
2852,-4.8855,-0.1115,303.8110,4004,
2906,-5.8874,0.0042,313.8720,4002,
2960,-5.8127,0.1030,331.5549,4002,
3014,-5.3598,0.3203,339.8476,4004,
3068,-4.7950,0.5201,346.3720,4002,
3122,-4.7414,0.5636,351.6464,4004,
3176,-4.9136,0.7674,351.1281,4002,
3230,-3.9774,0.8188,340.5183,4004,
3283,-4.3847,0.6996,332.8659,4004,
3338,-4.4947,0.9763,319.1769,4002,
3392,-4.5659,1.1512,314.3903,4002,
3446,-4.7746,1.1766,301.7073,4002,
3500,-3.9097,1.5523,294.8781,4004,
3554,-3.7282,1.9453,281.7073,4004,
3608,-3.4830,2.2208,282.7134,4002,
3661,-3.5152,2.2790,271.2195,4002,
3716,-4.0006,1.8074,279.4208,4004,
3770,-4.1132,2.0440,276.4634,4004,
3824,-4.5480,1.9081,283.6281,4014,
3877,-5.2281,1.1635,289.5427,4004,
3932,-5.7416,0.8600,293.5976,4004,
3986,-5.9795,0.8814,298.0183,4002,
4039,-5.8534,1.1031,309.7256,4002,
4093,-5.7610,1.1266,312.7744,4002,
4148,-5.2988,1.3361,320.9756,4004,
4202,-5.0004,1.0009,327.5000,4014,
4255,-5.4661,0.8783,327.9573,4002,
4310,-5.1960,1.1130,334.7256,4004,
4364,-5.0718,1.1873,340.5488,4002,
4417,-5.1152,1.2788,337.0732,4004,
4471,-4.6074,1.3893,337.7134,4002,
4526,-5.1565,1.3557,338.4756,4002,
4580,-4.4580,1.1157,329.3293,4006,
4633,-3.8594,1.3077,324.3293,4004,
4687,-4.0160,1.4833,323.0183,4002,
4742,-3.9435,1.6861,320.9451,4002,
4795,-4.1192,1.9632,318.7500,4002,
4849,-4.1740,1.9149,320.1220,4004,
4903,-4.0982,1.8996,322.8659,4002,
4958,-4.3330,1.7237,322.8049,4002,
5011,-4.0731,1.6624,324.7866,4004,
5065,-4.7136,1.5794,324.5732,4004,
5120,-5.0192,1.3971,328.6890,4004,
5173,-4.6245,1.9547,334.0854,4002,
5227,-4.5941,2.1638,334.9390,4002,
5281,-4.2317,2.4172,333.9939,4004,
5336,-4.5183,2.5888,340.6403,4002,
5389,-4.1849,2.0763,338.1098,4004,
5443,-4.0269,1.9282,340.2744,4002,
5497,-4.6121,1.7815,331.6159,4004,
5551,-4.4472,2.2450,328.3537,4004,
5605,-3.6076,2.4118,344.7866,4002,
5659,-3.7092,2.2392,333.9024,4004,
5713,-3.9858,1.9810,339.3293,4004,
5767,-3.8274,1.5781,330.6403,4002,
5821,-4.3701,1.8409,328.1708,4002,
5875,-4.4308,1.7055,329.0244,4002,
5928,-4.1600,2.5701,337.5000,4002,
5983,-3.7206,2.7422,327.5915,4002,
6037,-3.4362,3.0337,324.1769,4002,
6091,-3.7660,2.8756,330.7317,4002,
6145,-3.8398,2.4499,330.5183,4004,
6199,-3.6249,2.4416,333.8415,4004,
6253,-3.3634,2.3747,331.0366,4002,
6306,-3.6494,2.2804,328.5671,4004,
6361,-3.7919,2.8012,343.1708,4002,
6415,-3.4166,3.0784,340.1220,4002,
6469,-3.3735,2.5413,342.8659,4002,
6522,-3.5148,2.4127,333.5061,4004,
6577,-3.9850,2.3056,332.3476,4004,
6631,-3.4561,2.4818,337.1037,4002,
6684,-4.2148,2.0511,338.4451,4002,
6738,-4.9233,1.6428,337.9573,4002,
6793,-4.2532,1.6982,343.3842,4002,
6847,-4.4402,1.6176,342.8659,4004,
6900,-4.7661,1.7380,339.6342,4002,
6955,-4.9496,1.8841,338.2927,4004,
7009,-4.7503,1.8659,342.5610,4004,
7063,-4.5247,2.0721,338.4756,4016,
7116,-2.9858,1.8291,329.2683,4004,
7171,-3.0034,1.8090,335.3049,4002,
7225,-2.9505,1.8667,334.0549,4004,
7278,-2.7789,1.8577,337.9878,4002,
7332,-2.8504,2.1168,335.8842,4002,
7387,-3.4904,1.8582,330.7927,4002,
7441,-3.2391,1.5718,334.1769,4014,
7494,-3.7194,1.7549,334.8171,4004,
7548,-3.6052,1.9340,329.7561,4004,
7603,-3.3960,1.7378,333.1403,4002,
7656,-3.1176,1.5875,331.8903,4004,
7710,-3.3206,1.4314,333.1708,4002,
7764,-3.1027,2.0999,334.5122,4002,
7819,-2.9735,1.7158,334.6037,4004,
7872,-2.8672,1.8716,338.3842,4002,
7926,-2.5418,1.6352,333.2622,4002,
7981,-3.0347,1.8943,332.3781,4002,
8034,-3.0723,1.7433,332.8049,4004,
8088,-2.4956,1.4550,332.1951,4002,
8142,-3.2410,1.5629,335.4573,4002,
8197,-3.3360,1.2800,335.9756,4002,
8250,-3.4488,1.4291,331.9512,4002,
8304,-3.3815,1.4148,334.4208,4004,
8358,-3.1036,2.0047,326.3720,4004,
8412,-3.9242,1.5823,335.0610,4004,
8466,-4.2661,1.2730,327.9269,4002,
8520,-4.2101,1.7146,337.7439,4002,
8574,-4.1558,1.6446,329.4208,4002,
8628,-3.8844,1.3990,328.8110,4002,
8682,-4.4243,1.2701,323.2317,4002,
8736,-3.8095,1.2765,319.8171,4002,
8790,-4.0532,1.0461,323.4451,4004,
8844,-3.2540,1.2937,331.0061,4002,
8898,-3.1568,0.6284,330.1829,4002,
8952,-3.3758,0.7843,332.3476,4002,
9006,-4.0386,0.7462,335.1220,4002,
9060,-4.4437,0.7272,330.2439,4004,
9114,-4.1540,0.9768,329.5122,4002,
9167,-4.7641,1.1449,325.5793,4002,
9222,-4.4835,0.8939,325.6098,4004,
9276,-3.2354,1.1011,325.0000,4002,
9330,-4.2982,0.8770,321.5244,4004,
9383,-3.8346,0.5560,321.1281,4002,
9438,-3.6562,0.8437,319.6951,4002,
9492,-2.9948,0.7669,323.4451,4004,
9545,-2.4969,1.4352,314.8171,4004,
9600,-2.2451,1.7611,321.7378,4004,
9654,-1.3201,2.4527,328.4756,4002,
9708,-1.1619,2.3103,315.0610,4004,
9761,-2.0558,2.3826,315.8842,4002,
9816,-2.5846,2.4611,317.1037,4004,
9870,-3.2566,1.9660,312.7134,4002,
9924,-3.5534,2.0919,323.2622,4002,
9977,-3.4609,1.0385,324.0549,4004,
10032,-3.7029,1.5783,324.3598,4002,
10086,-4.1106,1.2195,323.6585,4002,
10139,-4.3367,1.2878,323.2622,4002,
10193,-4.2704,1.4397,322.6524,4002,
10248,-4.1796,0.8094,321.7683,4002,
10302,-3.7895,1.3437,328.1098,4014,
10355,-3.7910,0.7810,326.6464,4002,
10409,-4.1653,1.0064,322.4695,4004,
10464,-4.6701,1.2754,321.2500,4002,
10517,-4.1192,1.6026,320.0610,4002,
10571,-3.9303,1.6163,315.5793,4002,
10626,-3.6863,1.6057,315.1220,4004,
10680,-3.1650,1.6949,309.9695,4014,
10733,-2.7676,2.0220,312.8659,4002,
10787,-3.2737,2.0486,312.4085,4002,
10842,-3.1993,2.3696,313.7805,4004,
10895,-3.5440,1.8789,306.8598,4004,
10949,-3.7555,1.7679,308.3842,4002,
11003,-4.2470,1.8692,312.3171,4004,
11058,-3.1036,2.0437,316.7378,4004,
11111,-3.7188,1.5736,318.2012,4002,
11165,-3.4845,1.7291,321.4329,4002,
11219,-3.7118,1.9684,315.1220,4004,
11273,-3.7672,1.7653,314.1464,4002,
11327,-4.7117,1.3677,321.7073,4002,
11381,-4.0274,1.4777,321.5549,4002,
11436,-4.0618,1.7649,319.6647,4004,
11489,-4.1966,1.4819,316.4329,4002,
11543,-4.4069,1.0969,322.6220,4002,
11597,-4.6982,1.1758,322.5000,4002,
11651,-4.3193,1.3975,316.5244,4002,
11705,-3.8021,1.2391,316.9817,4004,
11759,-4.2728,1.0545,314.2683,4002,
11813,-5.0061,0.8580,314.8476,4002,
11867,-4.0187,0.7726,316.0976,4002,
11921,-3.7082,0.6434,310.1524,4002,
11975,-3.6470,0.6943,308.0183,4002,
