t,ax,ay,yawRate,steer
3415,-6.3464,1.1049,299.7256,3812,
3468,-5.9951,1.4284,301.3415,3810,
3522,-5.4391,1.9917,297.9269,3810,
3576,-4.8680,2.6075,286.4024,3810,
3630,-4.5116,2.5538,277.5000,3804,
3684,-4.2208,2.5511,262.8659,3774,
3738,-3.9886,2.8865,250.0915,3770,
3792,-3.5816,3.3387,244.4207,3772,
3846,-3.6965,2.8122,232.5915,3830,
3900,-3.8076,2.8234,218.0183,3872,
3954,-3.4531,3.1705,193.3537,3890,
4007,-3.1293,2.8074,201.5854,3888,
4062,-3.0335,2.6376,198.4146,3870,
4116,-2.3157,2.6071,186.5244,3870,
4170,-2.6216,2.3515,197.4085,3870,
4224,-3.3169,1.9616,202.1646,3868,
4278,-3.7074,1.6856,214.8476,3866,
4332,-3.4850,1.5884,221.2195,3866,
4385,-3.4684,1.3373,224.4817,3866,
4440,-4.4162,0.6719,227.2256,3866,
4494,-4.6171,0.4509,244.0549,3866,
4548,-4.0059,0.3142,248.9939,3866,
4601,-4.4636,0.4032,262.4695,3866,
4656,-4.2570,0.1573,268.3232,3866,
4710,-3.2969,1.1961,265.3659,3862,
4764,-3.4271,1.6301,273.6890,3862,
4817,-3.6640,1.4765,279.7561,3862,
4872,-4.2920,1.1793,282.1037,3862,
4926,-5.0076,0.9372,288.2317,3862,
4979,-4.4116,1.2635,284.0244,3876,
5033,-3.9071,1.6606,282.1037,3864,
5088,-3.3953,1.6134,284.3598,3862,
5142,-3.8611,1.9051,279.0854,3864,
5195,-4.2257,1.8008,273.4147,3866,
5250,-4.8410,1.8386,264.8781,3866,
5304,-4.0093,2.0742,259.6647,3868,
5357,-3.7217,2.5672,258.1098,3882,
5411,-3.5002,2.5867,265.3354,3876,
5466,-2.7581,3.0735,255.8232,3876,
5520,-2.1241,3.0492,250.8537,3880,
5573,-2.6632,3.1021,252.5000,3880,
5627,-2.8651,2.6967,251.5549,3882,
5682,-3.1712,2.4887,254.9390,3884,
5735,-4.1104,2.2941,250.5488,3898,
5789,-4.1685,1.7045,250.3963,3886,
5843,-4.7813,1.3837,255.8842,3886,
5898,-5.2903,1.4111,259.0854,3884,
5951,-4.9151,1.4516,262.5915,3882,
6005,-4.9501,1.7047,267.8049,3880,
6060,-4.7277,1.9542,264.5427,3878,
6113,-4.7254,2.0920,270.5488,3888,
6167,-5.7307,1.2450,270.1220,3874,
6221,-6.2174,0.6924,275.6403,3874,
6276,-5.9828,0.9351,275.3354,3874,
6329,-5.6984,1.0373,282.8049,3874,
6383,-5.2665,0.7901,279.7866,3874,
6437,-4.7423,0.9558,276.6464,3874,
6491,-4.9838,1.3009,271.5549,3886,
6545,-4.5137,0.8976,274.7561,3874,
6599,-4.1315,0.8330,270.9451,3874,
6653,-3.8990,1.3420,270.3049,3874,
6707,-3.3509,1.7627,263.4756,3874,
6761,-3.0380,1.9072,267.6524,3874,
6815,-3.0452,1.9998,270.4269,3874,
6868,-3.3369,1.9178,269.6342,3886,
6923,-3.8000,1.9657,263.8720,3874,
6977,-3.9455,1.5357,270.1829,3874,
7031,-4.0154,1.7270,263.3537,3874,
7085,-4.6747,1.7671,267.5305,3836,
7139,-5.4622,1.9045,272.1037,3772,
7193,-5.3585,1.5485,276.5244,3750,
7247,-5.7875,1.4926,273.3842,3782,
7301,-5.4776,1.3746,268.8720,3770,
7355,-5.2928,1.3649,265.8232,3690,
7409,-5.2254,1.0077,261.5854,3528,
7462,-5.4138,1.0073,259.1464,3480,
7517,-5.0671,0.7105,257.2256,3466,
7571,-4.5818,1.1789,243.7195,3484,
7625,-4.0825,2.5458,229.8780,3566,
7678,-3.9814,2.4528,223.8720,3598,
7733,-3.5672,2.5526,216.3720,3642,
7787,-4.0590,2.1407,219.7561,3662,
7840,-4.1149,2.2757,214.7866,3672,
7895,-4.3794,2.0226,219.3293,3666,
7949,-3.2138,1.7699,214.7866,3666,
8003,-3.2270,1.7971,218.4451,3678,
8056,-3.3387,1.8595,220.7012,3666,
8111,-3.6296,1.8625,215.4268,3666,
8165,-4.4637,1.7055,210.8842,3666,
8218,-5.3839,1.0082,207.6524,3678,
8272,-4.7045,1.1010,221.3110,3670,
8327,-4.0476,1.8916,222.2256,3690,
8381,-4.3049,2.3546,220.3963,3706,
8434,-4.6046,2.6709,216.8598,3732,
8488,-3.6818,3.2213,220.5183,3734,
8543,-2.9531,3.2134,219.3598,3754,
8596,-3.7109,3.1966,218.8720,3786,
8650,-3.6453,3.1879,219.5427,3774,
8705,-3.5627,2.9636,223.7805,3776,
8759,-3.9467,2.5868,231.5854,3778,
8812,-3.8613,2.5373,237.1037,3780,
8866,-4.7214,2.4210,239.3902,3782,
8921,-4.3972,2.4027,233.8110,3782,
8974,-4.2844,1.9725,238.8415,3796,
9028,-3.5731,1.9026,237.6524,3784,
9082,-3.9339,1.6394,238.5671,3784,
9137,-4.5296,1.6079,240.3354,3784,
9190,-4.7379,1.4233,240.4573,3784,
9244,-4.5823,1.5753,236.6159,3784,
9298,-4.5747,1.5088,237.8659,3784,
9352,-4.6064,0.9556,239.3293,3794,
9406,-4.8301,0.8067,243.8720,3782,
9460,-4.6067,1.1141,243.2927,3782,
9515,-4.1977,1.5861,248.3537,3782,
9568,-3.0445,1.9550,248.7500,3782,
9622,-3.0964,1.9505,242.6524,3784,
9676,-3.0709,1.9415,242.1646,3786,
9730,-3.1448,1.9660,242.7439,3800,
9784,-2.9401,2.0737,237.8659,3790,
9838,-3.1800,2.3336,236.6463,3792,
9892,-3.4394,1.7927,234.2073,3794,
9946,-3.5139,2.2276,241.5549,3794,
10000,-3.2765,1.7663,241.3415,3794,
10054,-3.7398,1.5940,249.6342,3796,
10108,-3.6234,0.9472,249.6037,3808,
10162,-3.9211,0.5557,252.7439,3798,
10216,-3.2202,0.7893,252.0732,3798,
10270,-2.6097,1.1251,246.1280,3796,
10323,-1.5423,1.1357,252.8354,3796,
10378,-1.2779,0.9919,240.7317,3796,
10432,-1.4993,1.6075,240.3659,3794,
10486,-3.5764,1.4665,244.5732,3806,
10540,-4.4245,1.7048,244.9695,3794,
10594,-4.7630,1.5362,247.9268,3794,
10648,-5.2106,1.6642,254.1768,3792,
10701,-5.5461,1.7317,250.1524,3792,
10756,-5.8877,1.5774,248.2927,3792,
10810,-6.3531,1.6976,252.8963,3814,
10864,-5.9281,1.7201,249.0854,3870,
10917,-5.6868,1.9976,252.7744,3920,
10972,-5.7283,2.1320,258.2927,3942,
11026,-5.2190,2.1672,258.4756,3938,
11080,-4.5856,1.9899,264.1159,3902,
11133,-3.1906,2.1876,263.1098,3858,
11188,-2.5314,2.0609,263.7805,3820,
11242,-3.2988,2.2789,257.6220,3804,
11295,-3.6082,2.1032,266.0061,3842,
11350,-4.1996,2.6517,259.6951,3898,
11404,-4.2920,2.3723,266.1890,3924,
11458,-4.5110,2.7952,262.8964,3958,
11511,-4.5372,2.8821,269.2988,3946,
11566,-5.1381,2.8113,272.7744,3944,
11620,-5.1180,3.0688,279.6951,3942,
11674,-4.6910,2.7591,275.6708,3940,
11727,-5.0074,2.1848,274.5427,3922,
11782,-5.1752,2.3215,274.3903,3918,
11836,-4.7407,2.0712,279.9085,3898,
11889,-5.0184,1.5976,281.9817,3884,
11943,-4.7181,2.0078,281.7073,3884,
11998,-5.2656,2.2336,280.4269,3886,
12052,-5.4407,2.1699,275.8232,3888,
12105,-5.7709,2.0419,271.2805,3894,
12160,-5.4700,1.9208,272.5915,3896,
12214,-5.8681,1.7809,277.1037,3908,
12267,-5.7110,1.9816,277.9573,3774,
12321,-5.7808,2.1058,281.4939,3594,
12376,-5.1111,1.9283,273.9329,3606,
12430,-5.2726,2.4132,261.1890,3556,
12483,-5.7288,2.8356,258.8720,3540,
12537,-5.2280,2.5237,246.2195,3540,
12592,-4.5449,2.6161,245.0610,3554,
12645,-3.9654,2.7915,239.4512,3540,
12699,-3.7383,3.0228,236.9207,3520,
12753,-3.6466,2.3761,234.1159,3528,
12808,-3.5748,2.8169,224.6037,3540,
12861,-3.7821,2.4925,216.4329,3560,
12915,-3.5179,2.4460,214.7866,3562,
12969,-3.0849,2.1708,209.6951,3576,
13023,-3.1488,2.1767,197.0427,3564,
13077,-3.4384,2.3055,193.1402,3568,
13131,-3.0471,2.3309,192.5915,3580,
13186,-2.7643,2.5925,200.8232,3568,
13239,-3.0958,2.4700,194.5427,3564,
13293,-3.4703,2.7019,195.4268,3560,
13347,-3.5175,2.3047,191.0061,3574,
13401,-3.9052,2.1943,188.1402,3564,
13455,-4.3625,1.6779,189.5122,3564,
13509,-4.4041,1.4677,130.5793,3570,
13563,-4.0280,0.4315,-101.2500,3570,
13617,-4.4803,0.4793,-38.1707,3572,
13671,-4.2953,0.8924,-2.6524,3574,
13725,-3.0278,1.5069,29.6341,3588,
13778,-3.0701,1.9712,56.2195,3612,
13833,-3.3233,1.7910,71.1890,3656,
13886,-2.9584,1.6387,91.6464,3640,
