t,ax,ay,yawRate,steer
1044,-0.0575,0.1207,0.4878,2116,
1098,0.0651,0.2780,-3.0793,2022,
1152,-0.0643,0.4432,-8.6890,1968,
1206,-0.0586,0.5475,-10.3659,1968,
1260,0.0216,0.6276,-11.1890,1968,
1313,-0.0550,0.6769,-8.5976,2330,
1368,-0.2940,0.7249,3.1098,2700,
1422,-0.4511,0.6867,13.2317,2990,
1475,-0.0822,0.6360,12.0122,3074,
1529,-0.1706,0.5189,7.7134,3120,
1584,0.1235,0.5248,1.8902,3126,
1638,0.0677,0.5113,1.6463,3168,
1691,0.0666,0.5086,0.7012,3206,
1745,0.0150,0.5165,2.0427,3208,
1800,-0.0072,0.5382,0.3963,3178,
1853,-0.0139,0.5675,0.1524,2948,
1907,-0.0858,0.5445,-1.1890,2606,
1961,0.1109,0.6295,-8.4146,2250,
2016,0.0413,0.6794,-6.8902,2102,
2069,0.0752,0.7460,-10.3659,2004,
2123,0.0769,0.7572,-10.1524,1974,
2178,-0.0615,0.7648,-5.3659,1972,
2232,-0.0957,0.7612,-0.6098,1968,
2285,-0.1067,0.7483,-0.6707,1968,
2339,-0.1237,0.7457,-0.1524,1968,
2394,-0.1157,0.7392,0.0000,1968,
2447,-0.1232,0.7350,0.3659,1968,
2501,-0.1172,0.7374,0.5793,1968,
2555,-0.1129,0.7412,0.6098,2108,
2610,-0.1540,0.7740,2.1646,2690,
2663,-0.3143,0.7619,7.7439,3316,
2717,-0.4219,0.7450,15.5793,3704,
2771,-0.1398,0.8125,13.1707,3930,
2825,-0.1166,0.7304,11.0976,4002,
2879,-0.1957,0.6767,11.0671,4002,
2933,-0.2332,0.6649,13.4756,4002,
2987,-0.1947,0.7201,10.3659,4004,
3041,-0.0643,0.8117,3.2622,4002,
3095,-0.1329,0.7552,-0.6402,4002,
3149,-0.1455,0.7411,1.0671,4004,
3204,-0.2036,0.7150,0.0610,4002,
3257,-0.2404,0.7286,0.3963,4002,
3311,-0.2848,0.7313,0.6402,4004,
3365,-0.3154,0.7277,0.4573,4004,
3420,-0.3740,0.7373,1.0366,4002,
3473,-1.3014,1.1630,20.6098,4004,
3527,-1.0938,1.6942,49.7561,4002,
3581,-2.1789,1.7806,83.9329,4004,
3635,-1.9912,2.3227,110.1524,4004,
3689,-2.1680,2.6196,133.7195,4002,
3743,-2.8420,2.4222,154.1768,4002,
3798,-3.5650,2.6685,171.2195,4004,
3851,-3.6115,2.0692,189.4512,4002,
3905,-4.5914,1.9527,204.6342,4002,
3959,-4.8679,1.5794,220.2744,4002,
4013,-5.2968,1.6772,239.1768,4004,
4067,-5.3412,1.6516,253.9634,4004,
4121,-4.9955,1.2691,274.8781,4002,
4175,-4.4724,0.9640,285.4573,4002,
4229,-5.0805,0.6740,303.7805,4016,
4283,-5.0824,0.9151,317.5305,4002,
4337,-4.3470,0.5171,325.1829,4004,
4390,-4.7034,1.0438,338.7195,4002,
4445,-4.1463,0.8705,349.2073,4002,
4499,-4.7799,0.8290,355.7317,4002,
4553,-4.9387,1.2694,352.6829,4004,
4606,-5.2232,1.7740,333.2317,4016,
4661,-5.4647,1.9742,340.8232,4002,
4715,-4.4331,2.2924,326.1585,4002,
4768,-4.6516,2.6824,309.7561,4002,
4823,-4.0120,2.6022,305.1829,4004,
4877,-4.2075,2.6832,296.1585,4004,
4931,-4.8025,2.1902,283.9939,4002,
