t,ax,ay,yawRate,steer
,2978,
31322,-0.0346,0.5041,0.2439,3086,
31376,0.0317,0.5359,0.7317,3236,
1046,-0.0077,0.1049,0.5183,3648,
1100,-0.0037,0.2218,1.1280,3768,
1154,-0.1222,0.2823,11.4939,3866,
1208,-0.0882,0.3106,11.7683,3928,
1262,-0.0768,0.3639,10.8232,3994,
1315,0.0276,0.4616,5.6707,4002,
1370,-0.0085,0.4985,3.0793,4002,
1424,0.0133,0.5094,2.5305,4002,
1478,0.0001,0.5234,1.9207,4002,
1531,-0.0018,0.5207,0.8841,4004,
1586,-0.0106,0.5229,0.9756,4002,
1640,-0.0477,0.5428,0.3659,4002,
1694,-0.0415,0.5669,0.4573,4002,
1747,-0.0639,0.5881,0.7622,4004,
1802,-0.0679,0.5988,0.6402,4004,
1856,-0.0845,0.5987,0.9451,4000,
1910,-0.0905,0.5992,0.4878,3996,
1964,-0.0921,0.5923,0.5793,3994,
2018,-0.0976,0.5936,0.6707,3996,
2072,-0.0857,0.5893,0.4268,3994,
2126,-0.0854,0.5907,0.5488,3996,
2180,-0.0783,0.5970,0.6098,4002,
2234,-0.0799,0.6213,0.5793,3994,
2288,-0.0223,0.6282,12.7439,3994,
2342,-0.2558,1.0647,42.9268,3994,
2396,-0.8381,1.8799,75.0610,3990,
2450,-1.3107,2.1661,106.4939,3988,
2504,-1.6634,2.9803,127.9878,3970,
2557,-2.3746,2.5619,154.1159,3982,
2612,-2.2713,2.5643,173.9634,3966,
2666,-2.6559,2.4517,182.6524,3964,
2720,-2.8392,1.8148,195.3963,3962,
2774,-3.5197,1.2757,206.6159,3962,
2828,-3.4133,1.2590,227.0427,3962,
2882,-4.5426,1.1475,237.5610,3962,
2935,-4.4117,1.3193,251.4939,3974,
2990,-4.4411,1.5046,267.1951,3942,
3044,-4.7653,0.9800,280.6708,3880,
3098,-4.1699,0.8894,293.1403,3808,
3151,-4.7533,0.5899,307.9573,3804,
3206,-4.2528,1.0005,309.5732,3720,
3260,-4.5193,0.5696,317.1951,3438,
3314,-4.2926,0.4792,335.3964,3280,
3367,-4.2758,0.6778,319.9085,3322,
3422,-3.9134,1.2514,314.3293,3418,
3476,-3.8432,1.8956,296.8293,3472,
3529,-3.6928,2.1217,286.8293,3436,
3584,-3.1936,2.2825,270.2744,3432,
3638,-3.2301,2.6535,254.2683,3448,
3692,-2.5855,3.2093,235.1524,3466,
3745,-2.2231,3.6410,224.8780,3492,
3800,-1.6511,3.7584,210.1829,3494,
3854,-2.0980,3.5818,196.1585,3488,
3907,-1.9221,3.5737,181.6159,3440,
3961,-1.8035,3.2688,173.7195,3420,
4016,-2.0610,3.1628,161.3719,3422,
4070,-1.7881,3.8658,155.1219,3438,
4123,-2.2493,3.5896,153.8719,3444,
4177,-2.2079,3.7279,144.7561,3464,
4232,-2.3630,3.6699,136.6463,3510,
4285,-2.7748,3.2405,141.0976,3516,
4339,-3.4897,3.1000,144.1463,3520,
4393,-3.7049,3.0991,146.6463,3524,
4448,-3.7569,2.6354,150.3049,3558,
