t,ax,ay,yawRate,steer
1048,0.0081,0.1231,0.5488,1972,
1102,-0.0064,0.1597,-0.1524,1968,
1156,0.0581,0.1230,-9.4207,1968,
1210,0.0666,0.2492,-8.7805,1972,
1264,0.1447,0.3430,-11.3415,2014,
1317,-0.0408,0.4535,-5.1220,2428,
1372,-0.2266,0.4461,9.1768,2544,
1426,-0.1181,0.4168,15.1524,2314,
1480,0.4165,0.5115,-1.1890,2028,
1533,0.2657,0.5270,-8.6890,1968,
1588,0.5468,0.4508,-8.7805,1980,
1642,-0.0606,0.5330,-5.0610,1968,
1696,0.0516,0.5629,2.8354,1968,
1750,0.1059,0.5686,-0.2744,1968,
1804,0.0699,0.6210,0.9451,1968,
1858,0.1388,0.6309,0.0915,1968,
1911,0.1326,0.6460,0.8537,1968,
1966,0.1506,0.6566,0.1829,1970,
2020,0.1592,0.6656,0.7927,1968,
2074,0.1442,0.6780,0.3049,1968,
2127,0.1646,0.6813,0.6402,1968,
2182,0.1475,0.6853,0.5183,1968,
2236,0.1649,0.6795,0.6707,1968,
2290,0.1549,0.6901,0.6707,1968,
2343,0.1675,0.6919,0.5488,1968,
2398,0.1647,0.6948,0.7317,1968,
2452,0.1595,0.6889,0.3354,1968,
2506,0.1640,0.6895,0.4878,1968,
2560,0.1671,0.6886,0.5793,1968,
2614,0.1797,0.6873,0.5183,1968,
2668,0.1787,0.6954,0.5183,1968,
2721,0.1908,0.6890,0.3049,1968,
2776,0.1986,0.6905,0.4573,1968,
2830,0.2006,0.6894,0.5793,1968,
2884,0.2107,0.6956,0.6707,1968,
2937,0.1729,0.6159,0.2744,1968,
2992,0.2164,0.1944,-3.8415,1968,
3046,0.0021,1.5231,-15.2134,1968,
3100,0.4116,2.1378,-36.5854,1968,
3153,0.4993,2.6359,-55.8537,1968,
3208,0.4727,2.7503,-87.1037,1968,
3262,0.8905,3.5626,-97.4695,1968,
3315,0.8982,3.5291,-111.1585,1968,
3369,1.3497,3.3452,-123.8415,1968,
3424,1.3057,3.0549,-143.4146,1968,
3478,1.1327,3.0516,-154.9085,1968,
3531,2.0774,3.6360,-168.4756,1966,
3586,1.9368,3.4436,-183.1402,1968,
3640,1.8104,3.5392,-204.3293,1966,
3693,2.4998,2.8932,-224.4817,1968,
3747,2.1857,2.6583,-243.5976,1968,
3802,2.9499,2.5414,-255.6402,1968,
3856,3.0490,2.4253,-270.4878,1968,
3909,3.5721,2.2993,-289.5427,1968,
3963,3.5951,2.5060,-293.3537,1968,
4018,3.6691,2.4243,-310.9451,1968,
4071,3.6171,2.4762,-312.2866,1968,
4125,3.3457,2.9592,-318.2622,1968,
4179,3.0697,3.2389,-325.3659,1980,
4234,2.8910,3.4051,-322.5610,2128,
4287,2.2266,3.3466,-319.5732,2188,
4341,1.8867,3.6072,-308.4756,2266,
4396,1.7368,3.0079,-294.9085,2344,
4449,1.5144,3.4276,-266.8903,2524,
4503,0.5282,3.4652,-252.0122,2588,
4557,-0.0319,3.7485,-233.5366,2632,
4612,-0.1160,4.1389,-211.0061,2696,
4665,-0.6636,4.1362,-194.5732,2798,
4719,-0.6496,3.3990,-173.2927,2852,
4773,0.0932,3.9771,-146.4939,2876,
4827,-0.7035,3.7438,-127.0122,2878,
4881,-0.6576,3.5563,-110.9451,2862,
4935,-0.8455,3.7955,-96.2805,2938,
4989,-0.7295,4.4447,-83.4756,2912,
5043,0.1389,5.1852,-68.2012,2302,
5097,0.1897,5.7020,-56.7683,1968,
5151,0.0268,4.9667,-61.4939,1968,
5206,0.5769,4.4896,-72.0122,1968,
5259,1.4604,4.2999,-87.5000,1968,
5313,2.0345,4.1629,-108.0488,1968,
5367,2.3918,3.9686,-126.6768,1968,
5421,2.5781,4.1585,-143.8415,1968,
5475,2.4264,3.3564,-158.6890,1968,
5529,2.9831,3.6855,-175.0305,1968,
5583,3.5644,3.6532,-195.3354,1968,
5637,3.0402,3.4273,-208.4451,1968,
5691,2.9143,3.0607,-227.8659,1968,
5745,3.0995,3.5868,-241.3110,1968,
5798,2.7416,3.4373,-253.5061,1968,
5853,2.4427,3.2096,-262.0732,1968,
5907,3.7249,3.9936,-283.8110,1968,
5961,3.2438,3.5617,-292.1647,1968,
6014,2.8823,3.7501,-292.3171,1968,
6069,2.4031,3.9400,-297.3171,1968,
6123,2.6536,3.7989,-301.8903,1968,
6176,2.4107,3.9298,-294.8781,1968,
6231,1.8792,3.9818,-287.7744,1968,
6285,1.6940,4.8911,-250.0610,1968,
6339,1.3020,5.5198,-127.2866,1968,
6392,1.4936,5.6949,-126.0366,2210,
6446,1.5579,5.5524,-130.2744,2932,
6500,1.6667,4.7014,-76.9512,3062,
6554,1.9415,3.8693,-30.7927,3086,
6608,2.0953,3.0682,8.2927,3020,
6662,1.8079,2.3832,5.4268,2998,
6716,1.5842,1.8620,-1.3110,2998,
6770,1.2487,1.4374,2.9878,2986,
