t,ax,ay,yawRate,steer
4012,-1.2406,3.5214,-19.3293,2792,
4065,-1.7151,3.0398,-19.4207,2684,
4119,-1.6211,3.4915,-19.3902,2546,
4173,-1.0718,3.5684,-27.7439,2422,
4228,-0.4902,3.6875,-39.8476,2358,
4281,-0.2696,3.6903,-64.7866,2334,
4335,0.3341,3.5694,-77.0427,2250,
4389,1.1790,3.7649,-86.4329,2104,
4443,1.8113,3.7565,-94.4207,1986,
4497,2.0328,3.3993,-119.7866,1978,
4551,2.9990,3.1255,-137.5610,1974,
4605,3.9464,2.5736,-157.5915,1970,
4659,3.7398,2.3453,-165.7622,1970,
4713,3.2983,2.0783,-174.5122,1970,
4767,3.5647,2.2760,-202.1037,1968,
4820,4.3501,2.2695,-213.4451,1984,
4875,5.0535,2.2920,-237.8049,1974,
4929,5.1715,2.5806,-247.0122,1974,
4983,5.2591,3.1270,-264.5427,1974,
5037,3.8563,2.9527,-277.8964,1976,
5091,3.3436,2.4144,-288.6890,1978,
5145,3.1925,2.6258,-307.0427,1978,
5198,2.1877,2.6006,-313.0183,1988,
5253,2.6786,2.9366,-316.8293,1976,
5307,2.6304,3.8208,-309.7866,1978,
5361,1.8069,3.7782,-301.6464,1978,
5414,1.5801,3.3539,-292.3171,1976,
5469,0.4946,3.6336,-282.7744,1976,
5523,0.5010,3.7262,-262.8354,1976,
5576,0.4099,4.1163,-252.1646,1978,
5630,0.5841,4.0769,-230.9451,1976,
5685,0.0991,3.8438,-221.0061,1978,
5739,0.2483,4.0586,-208.2317,1976,
5792,0.1843,4.3175,-201.9817,1978,
5847,-0.0087,4.0823,-197.8963,1976,
5901,0.0941,3.7777,-197.4695,1976,
5954,0.7485,3.5853,-193.4146,1976,
6008,1.1715,3.3552,-206.7378,1978,
6063,2.0840,3.3263,-212.5915,1978,
6117,2.1887,3.3927,-213.6280,1976,
6170,0.7985,2.2827,-219.1463,1976,
6224,2.0701,2.6699,-237.8354,1976,
6279,2.1665,2.7742,-250.2134,1978,
6332,3.1831,3.2522,-252.6220,1978,
6386,3.0354,2.7761,-271.9512,1976,
6440,3.5708,2.8505,-274.8171,1998,
6495,3.5361,2.8105,-281.9208,2026,
6548,3.3786,2.9954,-282.8049,2116,
6602,3.0730,2.8981,-286.8293,2214,
6657,2.8276,2.8443,-283.3537,2370,
6711,2.3852,3.6315,-277.3171,2440,
6764,2.2649,4.3685,-266.6769,2498,
6818,1.7161,3.7764,-251.5549,2528,
6873,1.6463,4.1890,-239.7561,2528,
6926,1.3664,4.0570,-219.8171,2480,
6980,1.4197,4.3321,-209.0549,2456,
7034,0.9950,4.2505,-196.4329,2438,
7089,1.0124,4.4385,-189.3293,2418,
7142,0.3057,3.9569,-178.4146,2402,
7196,0.4232,4.5091,-169.6342,2394,
7250,0.1393,4.7278,-167.5000,2390,
7304,0.5233,5.5530,-152.2256,2360,
7358,0.9429,5.3977,-148.4451,2372,
7412,0.6969,5.3366,-142.5000,2372,
7467,1.1082,5.0642,-145.7012,2372,
7520,1.3089,4.8735,-139.3902,2358,
7574,1.1879,4.2010,-137.1646,2370,
7628,1.1610,4.3869,-136.3719,2370,
7682,1.4541,4.4744,-138.2317,2358,
7736,1.1254,4.3988,-137.5000,2372,
7790,1.8331,5.0269,-136.5854,2370,
7844,1.7969,4.8629,-136.8902,2346,
7898,2.4464,5.4685,-140.6707,2326,
7952,2.4437,5.1304,-137.7134,2284,
8006,3.0615,5.3680,-146.7683,2206,
8059,2.9079,5.3316,-143.1098,2094,
8114,3.1677,5.6635,-144.5427,2008,
8168,3.0719,5.4458,-146.7073,1976,
8222,3.2294,5.5298,-167.8354,1972,
8275,3.6643,5.2810,-177.5000,1968,
8330,4.2511,5.0565,-196.0976,1968,
8384,3.9506,4.8957,-211.2805,1968,
8437,4.9001,4.5749,-218.5976,1980,
8492,4.8490,4.8781,-235.4878,1968,
8546,5.1879,4.6638,-252.5305,1968,
8600,4.7967,4.5700,-260.0000,1968,
8653,4.9694,5.4469,-261.8903,1968,
8708,4.9097,5.4172,-263.4147,1968,
8762,3.7568,4.9352,-270.3354,1968,
8815,3.4786,4.6563,-273.3537,1968,
8869,3.1535,4.9863,-272.3476,1968,
8924,2.7129,4.6029,-268.7500,1968,
8978,1.8375,4.0166,-264.0244,1968,
9031,1.6970,4.5449,-253.2927,1968,
9085,1.8474,3.9754,-245.6402,1968,
9140,1.3946,3.5864,-245.0610,1966,
9193,1.3178,3.7708,-230.9451,1968,
9247,1.2429,3.7861,-237.0732,1968,
9302,1.0585,3.5652,-235.5793,1968,
9356,0.9090,3.9037,-225.5488,1968,
9409,1.0638,3.8158,-232.2561,1968,
9463,0.9698,3.6929,-224.2988,1968,
9518,1.7029,4.0322,-226.7378,1968,
